,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,,,,,,,,,,,,
1,IMQ011,,,,,,,,,,,,
2,IMQ020,,,,,,,,,,,,
3,IMQ050,,,,,,,,,,,,
4,IMQ060,,,,,,,,,,,,
5,IMQ070,,,,,,,,,,,,
6,IMQ081A,,,,,,,,,,,,
7,IMQ081B,,,,,,,,,,,,
8,IMQ081C,,,,,,,,,,,,
9,IMQ081D,,,,,,,,,,,,
10,IMQ090,,,,,,,,,,,,
11,IMQ100,,,,,,,,,,,,
