,Column,English_Text,Target,English_Instructions,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,Respondent sequence number.,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
1,SMQ020,These next questions are about cigarette smoking and other tobacco use. {Have you/Has SP} smoked at least 100 cigarettes in {your/his/her} entire life?,Both males and females 18 YEARS - 150 YEARS,,,,,,,,,,,,,
2,SMD030,How old {were you/was SP} when {you/s/he} first started to smoke cigarettes fairly regularly?,Both males and females 18 YEARS - 150 YEARS,,,,,,,,,,,,,
3,SMQ040,{Do you/Does SP} now smoke cigarettes?,Both males and females 18 YEARS - 150 YEARS,,,,,,,,,,,,,
4,SMQ050Q,How long has it been since {you/SP} quit smoking cigarettes?,Both males and females 18 YEARS - 150 YEARS,,,,,,,,,,,,,
5,SMQ050U,UNIT OF MEASURE,Both males and females 18 YEARS - 150 YEARS,,,,,,,,,,,,,
6,SMD057,At that time about how many cigarettes did {you/SP} usually smoke per day?,Both males and females 18 YEARS - 150 YEARS,,,,,,,,,,,,,
7,SMQ078,How soon after you wake up do you smoke? Would you say . . .,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
8,SMD641,On how many of the past 30 days did {you/SP} smoke a cigarette?,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
9,SMD650,During the past 30 days on the days that {you/SP} smoked about how many cigarettes did {you/s/he} smoke per day?,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
10,SMD093,May I please see the pack for the brand of cigarettes {you usually smoke/SP usually smokes}.,Both males and females 18 YEARS - 150 YEARS,,,,,,,,,,,,,
11,SMDUPCA,Cigarette 12-digit Universal Product Code (UPC),Both males and females 18 YEARS - 150 YEARS,,,,,,,,,,,,,
12,SMD100BR,BRAND OF CIGARETTES SMOKED BY SP (SUB-BRAND INCLUDED IF APPLICABLE AND AVAILABLE),Both males and females 18 YEARS - 150 YEARS,,,,,,,,,,,,,
13,SMD100FL,CIGARETTE PRODUCT FILTERED OR NON-FILTERED,Both males and females 18 YEARS - 150 YEARS,,,,,,,,,,,,,
14,SMD100MN,CIGARETTE PRODUCT MENTHOLATED OR NON-MENTHOLATED,Both males and females 18 YEARS - 150 YEARS,,,,,,,,,,,,,
15,SMD100LN,CIGARETTE PRODUCT LENGTH,Both males and females 18 YEARS - 150 YEARS,,,,,,,,,,,,,
16,SMD100TR,CIGARETTE TAR CONTENT,Both males and females 18 YEARS - 150 YEARS,,,,,,,,,,,,,
17,SMD100NI,CIGARETTE NICOTINE CONTENT,Both males and females 18 YEARS - 150 YEARS,,,,,,,,,,,,,
18,SMD100CO,CIGARETTE CARBON MONOXIDE CONTENT,Both males and females 18 YEARS - 150 YEARS,,,,,,,,,,,,,
19,SMQ621,The following questions are about cigarette smoking and other tobacco use. Do not include cigars or marijuana. About how many cigarettes have you smoked in your entire life?,Both males and females 12 YEARS - 17 YEARS,,,,,,,,,,,,,
20,SMD630,How old were you when you smoked a whole cigarette for the first time?,Both males and females 12 YEARS - 17 YEARS,,,,,,,,,,,,,
21,SMQ661,During the past 30 days on the days that you smoked which brand of cigarettes did you usually smoke?,Both males and females 12 YEARS - 17 YEARS,,,,,,,,,,,,,
22,SMQ665A,Please select the Marlboro pack that looks most like the brand that you smoke. If the pack you smoke is not shown select other Marlboro.,Both males and females 12 YEARS - 17 YEARS,,,,,,,,,,,,,
23,SMQ665B,Please select the Camel pack that looks most like the brand that you smoke. If the pack you smoke is not shown select other Camel.,Both males and females 12 YEARS - 17 YEARS,,,,,,,,,,,,,
24,SMQ665C,Please select the Newport pack that looks most like the brand that you smoke. If the pack you smoke is not shown select other Newport.,Both males and females 12 YEARS - 17 YEARS,,,,,,,,,,,,,
25,SMQ665D,Please select the pack that looks most like the brand that you smoke. If the pack you smoke is not shown select other brand of cigarette.,Both males and females 12 YEARS - 17 YEARS,,,,,,,,,,,,,
26,SMQ670,During the past 12 months have you stopped smoking for one day or longer because you were trying to quit smoking?,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
27,SMQ848,During the past 12 months how many times {have you/has SP} stopped smoking cigarettes because {you were/he was/she was} trying to quit smoking?,Both males and females 18 YEARS - 150 YEARS,,,,,,,,,,,,,
28,SMQ852Q,The last time {you/SP} tried to quit how long {were you/was he/was she} able to stop smoking?,Both males and females 18 YEARS - 150 YEARS,,,,,,,,,,,,,
29,SMQ852U,The last time {you/SP} tried to quit how long {were you/was he/was she} able to stop smoking?,Both males and females 18 YEARS - 150 YEARS,,,,,,,,,,,,,
30,SMQ890,{Have you/Has SP} ever smoked a regular cigar cigarillo or little filtered cigar even one time? This hand card shows examples of some cigars; however there are others not included here.,Both males and females 18 YEARS - 150 YEARS,,,,,,,,,,,,,
31,SMQ895,During the past 30 days on how many days did {you/SP} smoke a regular cigar cigarillo or little filtered cigar?,Both males and females 18 YEARS - 150 YEARS,,,,,,,,,,,,,
32,SMQ900,The next question is about e-cigarettes. These are battery-powered devices that usually contain liquid nicotine and dont produce smoke. Have {you/SP} EVER used an e-cigarette EVEN ONE TIME? This hand card shows examples of some e-cigarettes and other devices used to inhale liquid nicotine; however there are others not included here.,Both males and females 18 YEARS - 150 YEARS,,,,,,,,,,,,,
33,SMQ905,During the past 30 days on how many days did {you/SP} use e-cigarettes?,Both males and females 18 YEARS - 150 YEARS,,,,,,,,,,,,,
34,SMQ910,Smokeless tobacco products are placed in the mouth and nose and include chewing tobacco snuff dip snus (pronounced as snoose) and dissolvable tobacco. {Have you/Has SP} ever used smokeless tobacco even one time? This hand card shows examples of smokeless products; however there are others not included here.,Both males and females 18 YEARS - 150 YEARS,,,,,,,,,,,,,
35,SMQ915,During the past 30 days on how many days did {you/SP} use smokeless tobacco?,Both males and females 18 YEARS - 150 YEARS,,,,,,,,,,,,,
36,SMAQUEX2,Questionnaire Mode Flag,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
