,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,,,,,,,,,,,,
1,CDQ001,,,,,,,,,,,,
2,CDQ002,,,,,,,,,,,,
3,CDQ003,,,,,,,,,,,,
4,CDQ003A,,,,,,,,,,,,
5,CDQ004,,,,,,,,,,,,
6,CDQ005,,,,,,,,,,,,
7,CDQ006,,,,,,,,,,,,
8,CDQ009A,,,,,,,,,,,,
9,CDQ009B,,,,,,,,,,,,
10,CDQ009C,,,,,,,,,,,,
11,CDQ009D,,,,,,,,,,,,
12,CDQ009E,,,,,,,,,,,,
13,CDQ009F,,,,,,,,,,,,
14,CDQ009G,,,,,,,,,,,,
15,CDQ009H,,,,,,,,,,,,
16,CDQ008,,,,,,,,,,,,
17,CDQ010,,,,,,,,,,,,
