,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,,,,,,,,,,,,
1,WHD010,,,,,,,,,,,,
2,WHD020,,,,,,,,,,,,
3,WHQ030,,,,,,,,,,,,
4,WHQ040,,,,,,,,,,,,
5,WHD050,,,,,,,,,,,,
6,WHQ055,,,,,,,,,,,,
7,WHQ060,,,,,,,,,,,,
8,WHQ070,,,,,,,,,,,,
9,WHD080A,,,,,,,,,,,,
10,WHD080B,,,,,,,,,,,,
11,WHD080C,,,,,,,,,,,,
12,WHD080D,,,,,,,,,,,,
13,WHD080E,,,,,,,,,,,,
14,WHD080F,,,,,,,,,,,,
15,WHD080G,,,,,,,,,,,,
16,WHD080H,,,,,,,,,,,,
17,WHD080I,,,,,,,,,,,,
18,WHD080J,,,,,,,,,,,,
19,WHD080K,,,,,,,,,,,,
20,WHD080L,,,,,,,,,,,,
21,WHD080M,,,,,,,,,,,,
22,WHD080N,,,,,,,,,,,,
23,WHQ090,,,,,,,,,,,,
24,WHD100a,,,,,,,,,,,,
25,WHD100b,,,,,,,,,,,,
26,WHD100c,,,,,,,,,,,,
27,WHD100d,,,,,,,,,,,,
28,WHD100e,,,,,,,,,,,,
29,WHD100f,,,,,,,,,,,,
30,WHD100g,,,,,,,,,,,,
31,WHD100h,,,,,,,,,,,,
32,WHD100i,,,,,,,,,,,,
33,WHD100j,,,,,,,,,,,,
34,WHD100k,,,,,,,,,,,,
35,WHD100l,,,,,,,,,,,,
36,WHD100M,,,,,,,,,,,,
37,WHD100N,,,,,,,,,,,,
38,WHD110,,,,,,,,,,,,
39,WHD120,,,,,,,,,,,,
40,WHD130,,,,,,,,,,,,
41,WHD140,,,,,,,,,,,,
42,WHQ150,,,,,,,,,,,,
