,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,,,,,,,,,,,,
1,DIQ010,,,,,,,,,,,,
2,DID040,,,,,,,,,,,,
3,DIQ159,,,,,,,,,,,,
4,DIQ160,,,,,,,,,,,,
5,DIQ170,,,,,,,,,,,,
6,DIQ180,,,,,,,,,,,,
7,DIQ050,,,,,,,,,,,,
8,DID060,,,,,,,,,,,,
9,DIQ060U,,,,,,,,,,,,
10,DIQ065,,,,,,,,,,,,
11,DIQ070,,,,,,,,,,,,
12,DIQ229,,,,,,,,,,,,
13,DIQ230,,,,,,,,,,,,
14,DIQ240,,,,,,,,,,,,
15,DID250,,,,,,,,,,,,
16,DID260,,,,,,,,,,,,
17,DIQ260U,,,,,,,,,,,,
18,DIQ295,,,,,,,,,,,,
19,DID341,,,,,,,,,,,,
20,DID350,,,,,,,,,,,,
21,DIQ350U,,,,,,,,,,,,
22,DIQ360,,,,,,,,,,,,
23,DIQ080,,,,,,,,,,,,
