,Column,English_Text,Target,English_Instructions,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,Respondent sequence number.,Both males and females 16 YEARS - 150 YEARS,,,,,,,,,,,,,
1,WHD010,These next questions ask about {your/SPs} height and weight at different times in {your/his/her} life. How tall {are you/is SP} without shoes?,Both males and females 16 YEARS - 150 YEARS,,,,,,,,,,,,,
2,WHD020,How much {do you/does SP} weigh without clothes or shoes?,Both males and females 16 YEARS - 150 YEARS,,,,,,,,,,,,,
3,WHQ030,{Do you/Does SP} consider {your/his/her}self now to be . . .,Both males and females 16 YEARS - 150 YEARS,,,,,,,,,,,,,
4,WHQ040,Would {you/SP} like to weigh . . .,Both males and females 16 YEARS - 150 YEARS,,,,,,,,,,,,,
5,WHD050,How much did {you/SP} weigh a year ago?,Both males and females 16 YEARS - 150 YEARS,,,,,,,,,,,,,
6,WHQ055,,Both males and females 16 YEARS - 150 YEARS,,,,,,,,,,,,,
7,WHQ060,Was the change between {your/SPs} current weight and {your/his/her} weight a year ago intentional?,Both males and females 16 YEARS - 150 YEARS,,,,,,,,,,,,,
8,WHQ070,During the past 12 months {have you/has SP} tried to lose weight?,Both males and females 16 YEARS - 150 YEARS,,,,,,,,,,,,,
9,WHD080A,How did {you/SP} try to lose weight?,Both males and females 16 YEARS - 150 YEARS,,,,,,,,,,,,,
10,WHD080B,How did {you/SP} try to lose weight?,Both males and females 16 YEARS - 150 YEARS,,,,,,,,,,,,,
11,WHD080C,How did {you/SP} try to lose weight?,Both males and females 16 YEARS - 150 YEARS,,,,,,,,,,,,,
12,WHD080D,How did {you/SP} try to lose weight?,Both males and females 16 YEARS - 150 YEARS,,,,,,,,,,,,,
13,WHD080E,How did {you/SP} try to lose weight?,Both males and females 16 YEARS - 150 YEARS,,,,,,,,,,,,,
14,WHD080F,How did {you/SP} try to lose weight?,Both males and females 16 YEARS - 150 YEARS,,,,,,,,,,,,,
15,WHD080G,How did {you/SP} try to lose weight?,Both males and females 16 YEARS - 150 YEARS,,,,,,,,,,,,,
16,WHD080H,How did {you/SP} try to lose weight?,Both males and females 16 YEARS - 150 YEARS,,,,,,,,,,,,,
17,WHD080I,How did {you/SP} try to lose weight?,Both males and females 16 YEARS - 150 YEARS,,,,,,,,,,,,,
18,WHD080J,How did {you/SP} try to lose weight?,Both males and females 16 YEARS - 150 YEARS,,,,,,,,,,,,,
19,WHD080K,How did {you/SP} try to lose weight?,Both males and females 16 YEARS - 150 YEARS,,,,,,,,,,,,,
20,WHD080L,How did {you/SP} try to lose weight?,Both males and females 16 YEARS - 150 YEARS,,,,,,,,,,,,,
21,WHD080M,How did {you/SP} try to lose weight?,Both males and females 16 YEARS - 150 YEARS,,,,,,,,,,,,,
22,WHD080N,How did {you/SP} try to lose weight?,Both males and females 16 YEARS - 150 YEARS,,,,,,,,,,,,,
23,WHQ090,During the past 12 months {have you/has SP} done anything to keep from gaining weight?,Both males and females 16 YEARS - 150 YEARS,,,,,,,,,,,,,
24,WHD100a,What did {you/SP} do to keep from gaining weight?,Both males and females 16 YEARS - 150 YEARS,,,,,,,,,,,,,
25,WHD100b,What did {you/SP} do to keep from gaining weight?,Both males and females 16 YEARS - 150 YEARS,,,,,,,,,,,,,
26,WHD100c,What did {you/SP} do to keep from gaining weight?,Both males and females 16 YEARS - 150 YEARS,,,,,,,,,,,,,
27,WHD100d,What did {you/SP} do to keep from gaining weight?,Both males and females 16 YEARS - 150 YEARS,,,,,,,,,,,,,
28,WHD100e,What did {you/SP} do to keep from gaining weight?,Both males and females 16 YEARS - 150 YEARS,,,,,,,,,,,,,
29,WHD100f,What did {you/SP} do to keep from gaining weight?,Both males and females 16 YEARS - 150 YEARS,,,,,,,,,,,,,
30,WHD100g,What did {you/SP} do to keep from gaining weight?,Both males and females 16 YEARS - 150 YEARS,,,,,,,,,,,,,
31,WHD100h,What did {you/SP} do to keep from gaining weight?,Both males and females 16 YEARS - 150 YEARS,,,,,,,,,,,,,
32,WHD100i,What did {you/SP} do to keep from gaining weight?,Both males and females 16 YEARS - 150 YEARS,,,,,,,,,,,,,
33,WHD100j,What did {you/SP} do to keep from gaining weight?,Both males and females 16 YEARS - 150 YEARS,,,,,,,,,,,,,
34,WHD100k,What did {you/SP} do to keep from gaining weight?,Both males and females 16 YEARS - 150 YEARS,,,,,,,,,,,,,
35,WHD100l,What did {you/SP} do to keep from gaining weight?,Both males and females 16 YEARS - 150 YEARS,,,,,,,,,,,,,
36,WHD100M,What did {you/SP} do to keep from gaining weight?,Both males and females 16 YEARS - 150 YEARS,,,,,,,,,,,,,
37,WHD100N,What did {you/SP} do to keep from gaining weight?,Both males and females 16 YEARS - 150 YEARS,,,,,,,,,,,,,
38,WHD110,How much did {you/SP} weigh 10 years ago? [If you dont know {your/his/her} exact weight please make your best guess.],Both males and females 36 YEARS - 150 YEARS,,,,,,,,,,,,,
39,WHD120,How much did {you/SP} weigh at age 25? [If you dont know {your/his/her} exact weight please make your best guess.],Both males and females 27 YEARS - 150 YEARS,,,,,,,,,,,,,
40,WHD130,How tall {were you/was SP} at age 25? [If you dont know {your/his/her} exact height please make your best guess.],Both males and females 50 YEARS - 150 YEARS,,,,,,,,,,,,,
41,WHD140,Up to the present time what is the most {you have/SP has} ever weighed?,Both males and females 18 YEARS - 150 YEARS,,,,,,,,,,,,,
42,WHQ150,How old {were you/was SP} then? [If you dont know {your/his/her} exact age please make your best guess.],Both males and females 18 YEARS - 150 YEARS,,,,,,,,,,,,,
