,Column,English_Text,Target,English_Instructions,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,Respondent sequence number.,Both males and females 2 YEARS - 150 YEARS,,,,,,,,,,,,,
1,OHQ010,Now I have some questions about {your/SPs} mouth and teeth. How would you describe the condition of {your/SPs} mouth and teeth? Would you say . . .,Both males and females 2 YEARS - 150 YEARS,,,,,,,,,,,,,
2,OHQ020,How often {do you/does SP} limit the kinds or amounts of food {you/s/he} eat{s} because of problems with {your/his/her} teeth or dentures? Would you say . . .,Both males and females 18 YEARS - 150 YEARS,,,,,,,,,,,,,
3,OHQ030,About how long has it been since {you/SP} last visited a dentist? Include all types of dentists such as orthodontists oral surgeons and all other dental specialists as well as dental hygienists.,Both males and females 2 YEARS - 150 YEARS,,,,,,,,,,,,,
4,OHQ033,What was the main reason {you/SP} last visited the dentist?,Both males and females 2 YEARS - 150 YEARS,,,,,,,,,,,,,
5,OHQ035,,Both males and females 2 YEARS - 150 YEARS,,,,,,,,,,,,,
6,OHQ037,,Both males and females 2 YEARS - 150 YEARS,,,,,,,,,,,,,
7,OHQ040,During the past 3 years {have/has} {you/SP} been to the dentist for routine check-ups or cleanings?,Both males and females 2 YEARS - 150 YEARS,,,,,,,,,,,,,
8,OHQ050,During the past 3 years how often {have you/has SP} gone to the dentist for routine check-ups or cleanings?,Both males and females 2 YEARS - 150 YEARS,,,,,,,,,,,,,
9,OHQ060,Is there a particular dentist or dental clinic that {you/SP} usually {go/goes} to if {you/he/she} need{s} dental care or dental advice?,Both males and females 2 YEARS - 150 YEARS,,,,,,,,,,,,,
10,OHQ070Q,For how long has this been {your/SPs} regular source of dental care?,Both males and females 2 YEARS - 150 YEARS,,,,,,,,,,,,,
11,OHQ070U,UNIT OF MEASURE,Both males and females 2 YEARS - 150 YEARS,,,,,,,,,,,,,
12,OHQ075,,Both males and females 2 YEARS - 150 YEARS,,,,,,,,,,,,,
13,OHQ085,{Do you/Does SP} sip liquids to aid in swallowing any foods?,Both males and females 18 YEARS - 150 YEARS,,,,,,,,,,,,,
14,OHQ095,Does the amount of saliva in {your/SPs} mouth seem to be too little too much or {do you/does s/he} not notice it?,Both males and females 18 YEARS - 150 YEARS,,,,,,,,,,,,,
15,OHQ105,{Do you/Does SP} have difficulties swallowing any foods?,Both males and females 18 YEARS - 150 YEARS,,,,,,,,,,,,,
16,OHQ115,Does {your/SPs} mouth feel dry when {you/s/he} eat{s} a meal?,Both males and females 18 YEARS - 150 YEARS,,,,,,,,,,,,,
