,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,,,,,,,,,,,,
1,DUQ200,,,,,,,,,,,,
2,DUQ210,,,,,,,,,,,,
3,DUQ211,,,,,,,,,,,,
4,DUQ213,,,,,,,,,,,,
5,DUQ215Q,,,,,,,,,,,,
6,DUQ215U,,,,,,,,,,,,
7,DUQ217,,,,,,,,,,,,
8,DUQ219,,,,,,,,,,,,
9,DUQ220Q,,,,,,,,,,,,
10,DUQ220U,,,,,,,,,,,,
11,DUQ230,,,,,,,,,,,,
12,DUQ240,,,,,,,,,,,,
13,DUQ250,,,,,,,,,,,,
14,DUQ260,,,,,,,,,,,,
15,DUQ270Q,,,,,,,,,,,,
16,DUQ270U,,,,,,,,,,,,
17,DUQ272,,,,,,,,,,,,
18,DUQ280,,,,,,,,,,,,
19,DUQ290,,,,,,,,,,,,
20,DUQ300,,,,,,,,,,,,
21,DUQ310Q,,,,,,,,,,,,
22,DUQ310U,,,,,,,,,,,,
23,DUQ320,,,,,,,,,,,,
24,DUQ330,,,,,,,,,,,,
25,DUQ340,,,,,,,,,,,,
26,DUQ350Q,,,,,,,,,,,,
27,DUQ350U,,,,,,,,,,,,
28,DUQ352,,,,,,,,,,,,
29,DUQ360,,,,,,,,,,,,
30,DUQ370,,,,,,,,,,,,
31,DUQ380A,,,,,,,,,,,,
32,DUQ380B,,,,,,,,,,,,
33,DUQ380C,,,,,,,,,,,,
34,DUD380F,,,,,,,,,,,,
35,DUQ390,,,,,,,,,,,,
36,DUQ400Q,,,,,,,,,,,,
37,DUQ400U,,,,,,,,,,,,
38,DUQ410,,,,,,,,,,,,
39,DUQ420,,,,,,,,,,,,
40,DUQ426,,,,,,,,,,,,
41,DUQ430,,,,,,,,,,,,
