,Column,English_Text,Target,English_Instructions,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,Respondent sequence number.,Both males and females 20 YEARS - 39 YEARS,,,,,,,,,,,,,
1,WTSCI2YR,CIDI Subsample 2 year MEC Weight,Both males and females 20 YEARS - 39 YEARS,,,,,,,,,,,,,
2,WTSCI4YR,CIDI Subsample 4 Year MEC Weight,Both males and females 20 YEARS - 39 YEARS,,,,,,,,,,,,,
3,WTSCI01,Adult Mental Health MEC Weight Jack Knife Rep 1,Both males and females 20 YEARS - 39 YEARS,,,,,,,,,,,,,
4,WTSCI02,Adult Mental Health MEC Weight Jack Knife Rep 2,Both males and females 20 YEARS - 39 YEARS,,,,,,,,,,,,,
5,WTSCI03,Adult Mental Health MEC Weight Jack Knife Rep 3,Both males and females 20 YEARS - 39 YEARS,,,,,,,,,,,,,
6,WTSCI04,Adult Mental Health MEC Weight Jack Knife Rep 4,Both males and females 20 YEARS - 39 YEARS,,,,,,,,,,,,,
7,WTSCI05,Adult Mental Health MEC Weight Jack Knife Rep 5,Both males and females 20 YEARS - 39 YEARS,,,,,,,,,,,,,
8,WTSCI06,Adult Mental Health MEC Weight Jack Knife Rep 6,Both males and females 20 YEARS - 39 YEARS,,,,,,,,,,,,,
9,WTSCI07,Adult Mental Health MEC Weight Jack Knife Rep 7,Both males and females 20 YEARS - 39 YEARS,,,,,,,,,,,,,
10,WTSCI08,Adult Mental Health MEC Weight Jack Knife Rep 8,Both males and females 20 YEARS - 39 YEARS,,,,,,,,,,,,,
11,WTSCI09,Adult Mental Health MEC Weight Jack Knife Rep 9,Both males and females 20 YEARS - 39 YEARS,,,,,,,,,,,,,
12,WTSCI10,Adult Mental Health MEC Weight Jack Knife Rep 10,Both males and females 20 YEARS - 39 YEARS,,,,,,,,,,,,,
13,WTSCI11,Adult Mental Health MEC Weight Jack Knife Rep 11,Both males and females 20 YEARS - 39 YEARS,,,,,,,,,,,,,
