,Column,English_Text,Target,English_Instructions,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,Respondent sequence number.,Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
1,HSD010,{First/Next} I have some general questions about {your/SPs} health. Would you say {your/SPs} health in general is . . .,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
2,HSQ470,The next set of questions are about {your/SPs} recent health during the 30 days outlined on the calendar. Thinking about {your/SPs} physical health which includes physical illness and injury for how many days during the past 30 days was {your/his/her} physical health not good?,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
3,HSQ480,Now thinking about {your/SPs} mental health which includes stess depression and problems with emotions for how many days during the past 30 days was {your/his/her} mental health not good?,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
4,HSQ490,During the past 30 days for about how many days did poor physical or mental health keep {you/SP} from doing {your/his/her} usual activities such as self-care work school or recreation?,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
5,HSQ500,Did {you/SP} have a head cold or chest cold that started during those 30 days?,Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
6,HSQ510,Did {you/SP} have a stomach or intestinal illness with vomiting or diarrhea that started during those 30 days?,Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
7,HSQ520,Did {you/SP} have flu pneumonia or ear infections that started during those 30 days?,Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
8,HSD570,During the past 12 months that is since (DISPLAY CURRENT MONTH DISPLAY LAST YEAR) a year ago (have you/has SP) donated blood?,Both males and females 16 YEARS - 150 YEARS,,,,,,,,,,,,,
9,HSQ580,How long ago was {your/SPs} last blood donation?,Both males and females 16 YEARS - 150 YEARS,,,,,,,,,,,,,
10,HSQ590,Except for tests {you/SP} may have had as part of blood donations {have you/has he/has she} ever had {your/his/her} blood tested for the AIDS virus infection?,Both males and females 16 YEARS - 150 YEARS,,,,,,,,,,,,,
11,HSAQUEX,Source of Health Status Data,Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
