,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,,,,,,,,,,,,
1,RHQ010,,,,,,,,,,,,
2,RHQ015,,,,,,,,,,,,
3,RHQ020,,,,,,,,,,,,
4,RHQ030,,,,,,,,,,,,
5,RHQ040,,,,,,,,,,,,
6,RHQ050,,,,,,,,,,,,
7,RHQ060,,,,,,,,,,,,
8,RHQ065,,,,,,,,,,,,
9,RHQ070,,,,,,,,,,,,
10,RHQ075,,,,,,,,,,,,
11,RHD080,,,,,,,,,,,,
12,RHQ085,,,,,,,,,,,,
13,RHQ090,,,,,,,,,,,,
14,RHQ100,,,,,,,,,,,,
15,RHQ110,,,,,,,,,,,,
16,RHD120,,,,,,,,,,,,
17,RHQ125,,,,,,,,,,,,
18,RHD130,,,,,,,,,,,,
19,RHQ135,,,,,,,,,,,,
20,RHQ140,,,,,,,,,,,,
21,RHQ150,,,,,,,,,,,,
22,RHQ160,,,,,,,,,,,,
23,RHQ165,,,,,,,,,,,,
24,RHD170,,,,,,,,,,,,
25,RHQ175,,,,,,,,,,,,
26,RHQ180,,,,,,,,,,,,
27,RHQ190,,,,,,,,,,,,
28,RHQ195,,,,,,,,,,,,
29,RHQ200,,,,,,,,,,,,
30,RHQ210,,,,,,,,,,,,
31,RHQ215,,,,,,,,,,,,
32,RHD230,,,,,,,,,,,,
33,RHQ235,,,,,,,,,,,,
34,RHQ240A,,,,,,,,,,,,
35,RHQ240B,,,,,,,,,,,,
36,RHQ240C,,,,,,,,,,,,
37,RHQ240D,,,,,,,,,,,,
38,RHQ240E,,,,,,,,,,,,
39,RHQ240F,,,,,,,,,,,,
40,RHQ245,,,,,,,,,,,,
41,RHQ250,,,,,,,,,,,,
42,RHQ260,,,,,,,,,,,,
43,RHD270,,,,,,,,,,,,
44,RHQ275,,,,,,,,,,,,
45,RHD280,,,,,,,,,,,,
46,RHQ290,,,,,,,,,,,,
47,RHQ300,,,,,,,,,,,,
48,RHQ310,,,,,,,,,,,,
49,RHQ320,,,,,,,,,,,,
50,RHQ330,,,,,,,,,,,,
51,RHQ335,,,,,,,,,,,,
52,RHQ340,,,,,,,,,,,,
53,RHQ345,,,,,,,,,,,,
54,RHD350,,,,,,,,,,,,
55,RHQ355,,,,,,,,,,,,
56,RHQ360,,,,,,,,,,,,
57,RHQ370,,,,,,,,,,,,
58,RHQ380,,,,,,,,,,,,
59,RHQ390,,,,,,,,,,,,
60,RHQ420,,,,,,,,,,,,
61,RHQ430,,,,,,,,,,,,
62,RHQ435,,,,,,,,,,,,
63,RHD440,,,,,,,,,,,,
64,RHQ450,,,,,,,,,,,,
65,RHQ460Q,,,,,,,,,,,,
66,RHQ460U,,,,,,,,,,,,
67,RHQ465,,,,,,,,,,,,
68,RHD470,,,,,,,,,,,,
69,RHQ510,,,,,,,,,,,,
70,RHQ520,,,,,,,,,,,,
71,RHQ535,,,,,,,,,,,,
72,RHQ540,,,,,,,,,,,,
73,RHQ541A,,,,,,,,,,,,
74,RHQ541B,,,,,,,,,,,,
75,RHQ541C,,,,,,,,,,,,
76,RHQ550,,,,,,,,,,,,
77,RHQ551A,,,,,,,,,,,,
78,RHQ551B,,,,,,,,,,,,
79,RHQ551C,,,,,,,,,,,,
80,RHQ551D,,,,,,,,,,,,
81,RHQ551E,,,,,,,,,,,,
82,RHQ551F,,,,,,,,,,,,
83,RHQ551G,,,,,,,,,,,,
84,RHQ552,,,,,,,,,,,,
85,RHQ554,,,,,,,,,,,,
86,RHQ556,,,,,,,,,,,,
87,RHQ558,,,,,,,,,,,,
88,RHQ560Q,,,,,,,,,,,,
89,RHQ560U,,,,,,,,,,,,
90,RHQ562,,,,,,,,,,,,
91,RHQ564,,,,,,,,,,,,
92,RHQ566,,,,,,,,,,,,
93,RHQ568Q,,,,,,,,,,,,
94,RHQ568U,,,,,,,,,,,,
95,RHQ570,,,,,,,,,,,,
96,RHQ572,,,,,,,,,,,,
97,RHQ574,,,,,,,,,,,,
98,RHQ576Q,,,,,,,,,,,,
99,RHQ576U,,,,,,,,,,,,
100,RHQ578,,,,,,,,,,,,
101,RHQ580,,,,,,,,,,,,
102,RHQ582,,,,,,,,,,,,
103,RHQ584,,,,,,,,,,,,
104,RHQ586Q,,,,,,,,,,,,
105,RHQ586U,,,,,,,,,,,,
106,RHQ596,,,,,,,,,,,,
107,RHQ598,,,,,,,,,,,,
108,RHQ600,,,,,,,,,,,,
109,RHQ602Q,,,,,,,,,,,,
110,RHQ602U,,,,,,,,,,,,
