,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,,,,,,,,,,,,
1,AUQ131,,,,,,,,,,,,
2,AUQ135,,,,,,,,,,,,
3,AUQ136,,,,,,,,,,,,
4,AUQ138,,,,,,,,,,,,
5,AUQ141,,,,,,,,,,,,
6,AUQ150,,,,,,,,,,,,
7,AUQ171,,,,,,,,,,,,
8,AUQ185,,,,,,,,,,,,
9,AUQ191,,,,,,,,,,,,
10,AUQ250,,,,,,,,,,,,
11,AUQ260,,,,,,,,,,,,
12,AUQ270,,,,,,,,,,,,
13,AUQ280,,,,,,,,,,,,
14,AUQ211,,,,,,,,,,,,
15,AUQ290,,,,,,,,,,,,
16,AUQ231,,,,,,,,,,,,
17,AUQ241,,,,,,,,,,,,
