,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,,,,,,,,,,,,
1,AUQ054,,,,,,,,,,,,
2,AUQ055,,,,,,,,,,,,
3,AUQ060,,,,,,,,,,,,
4,AUQ070,,,,,,,,,,,,
5,AUQ080,,,,,,,,,,,,
6,AUQ090,,,,,,,,,,,,
7,AUQ100,,,,,,,,,,,,
8,AUQ110,,,,,,,,,,,,
9,AUQ136,,,,,,,,,,,,
10,AUQ138,,,,,,,,,,,,
11,AUQ137,,,,,,,,,,,,
12,AUQ144,,,,,,,,,,,,
13,AUQ146,,,,,,,,,,,,
14,AUD148,,,,,,,,,,,,
15,AUQ152,,,,,,,,,,,,
16,AUQ390,,,,,,,,,,,,
17,AUQ154,,,,,,,,,,,,
18,AUQ191,,,,,,,,,,,,
19,AUQ250,,,,,,,,,,,,
20,AUQ255,,,,,,,,,,,,
21,AUQ260,,,,,,,,,,,,
22,AUQ270,,,,,,,,,,,,
23,AUQ280,,,,,,,,,,,,
24,AUQ300,,,,,,,,,,,,
25,AUQ310,,,,,,,,,,,,
26,AUQ320,,,,,,,,,,,,
27,AUQ331,,,,,,,,,,,,
28,AUQ340,,,,,,,,,,,,
29,AUQ350,,,,,,,,,,,,
30,AUQ361,,,,,,,,,,,,
31,AUQ370,,,,,,,,,,,,
32,AUQ381,,,,,,,,,,,,
