,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,,,,,,,,,,,,
1,AUQ131,,,,,,,,,,,,
2,AUQ135,,,,,,,,,,,,
3,AUQ136,,,,,,,,,,,,
4,AUQ138,,,,,,,,,,,,
5,AUQ141,,,,,,,,,,,,
6,AUQ150,,,,,,,,,,,,
7,AUQ171,,,,,,,,,,,,
8,AUQ185,,,,,,,,,,,,
9,AUQ187,,,,,,,,,,,,
10,AUQ191,,,,,,,,,,,,
11,AUQ250,,,,,,,,,,,,
12,AUQ260,,,,,,,,,,,,
13,AUQ270,,,,,,,,,,,,
14,AUQ280,,,,,,,,,,,,
15,AUQ211,,,,,,,,,,,,
16,AUQ290,,,,,,,,,,,,
17,AUQ231,,,,,,,,,,,,
18,AUQ241,,,,,,,,,,,,
