,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,,,,,,,,,,,,
1,VIQ010,,,,,,,,,,,,
2,VIQ017,,,,,,,,,,,,
3,VIQ031,,,,,,,,,,,,
4,VIQ041,,,,,,,,,,,,
5,VIQ051A,,,,,,,,,,,,
6,VIQ051B,,,,,,,,,,,,
7,VIQ051C,,,,,,,,,,,,
8,VIQ051D,,,,,,,,,,,,
9,VIQ051E,,,,,,,,,,,,
10,VIQ056,,,,,,,,,,,,
11,VIQ061,,,,,,,,,,,,
12,VIQ071,,,,,,,,,,,,
13,VIQ081,,,,,,,,,,,,
14,VIQ090,,,,,,,,,,,,
15,VIQ100,,,,,,,,,,,,
16,VIQ310,,,,,,,,,,,,
17,VIQ320,,,,,,,,,,,,
