,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,,,,,,,,,,,,
1,SMQ681,,,,,,,,,,,,
2,SMQ690A,,,,,,,,,,,,
3,SMQ710,,,,,,,,,,,,
4,SMQ720,,,,,,,,,,,,
5,SMQ725,,,,,,,,,,,,
6,SMQ690B,,,,,,,,,,,,
7,SMQ740,,,,,,,,,,,,
8,SMQ690C,,,,,,,,,,,,
9,SMQ770,,,,,,,,,,,,
10,SMQ690G,,,,,,,,,,,,
11,SMQ845,,,,,,,,,,,,
12,SMQ690H,,,,,,,,,,,,
13,SMQ849,,,,,,,,,,,,
14,SMQ851,,,,,,,,,,,,
15,SMQ690D,,,,,,,,,,,,
16,SMQ800,,,,,,,,,,,,
17,SMQ690E,,,,,,,,,,,,
18,SMQ817,,,,,,,,,,,,
19,SMQ690K,,,,,,,,,,,,
20,SMQ857O,,,,,,,,,,,,
21,SMQ863,,,,,,,,,,,,
22,SMQ690F,,,,,,,,,,,,
23,SMQ830,,,,,,,,,,,,
24,SMQ840,,,,,,,,,,,,
25,SMDANY,,,,,,,,,,,,
26,SMAQUEX,,,,,,,,,,,,
