,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,,,,,,,,,,,,
1,DIQ010,,,,,,,,,,,,
2,DID040,,,,,,,,,,,,
3,DIQ219,,,,,,,,,,,,
4,DIQ220,,,,,,,,,,,,
5,DIQ159,,,,,,,,,,,,
6,DIQ160,,,,,,,,,,,,
7,DIQ170,,,,,,,,,,,,
8,DIQ180,,,,,,,,,,,,
9,DIQ190A,,,,,,,,,,,,
10,DIQ190B,,,,,,,,,,,,
11,DIQ190C,,,,,,,,,,,,
12,DIQ200A,,,,,,,,,,,,
13,DIQ200B,,,,,,,,,,,,
14,DIQ200C,,,,,,,,,,,,
15,DIQ050,,,,,,,,,,,,
16,DID060,,,,,,,,,,,,
17,DIQ060U,,,,,,,,,,,,
18,DID065,,,,,,,,,,,,
19,DID070,,,,,,,,,,,,
20,DID229,,,,,,,,,,,,
21,DIQ230,,,,,,,,,,,,
22,DIQ240,,,,,,,,,,,,
23,DID250,,,,,,,,,,,,
24,DID260,,,,,,,,,,,,
25,DIQ260U,,,,,,,,,,,,
26,DID270,,,,,,,,,,,,
27,DIQ280,,,,,,,,,,,,
28,DIQ290,,,,,,,,,,,,
29,DIQ295,,,,,,,,,,,,
30,DIQ300S,,,,,,,,,,,,
31,DIQ300D,,,,,,,,,,,,
32,DID310S,,,,,,,,,,,,
33,DID310D,,,,,,,,,,,,
34,DID320,,,,,,,,,,,,
35,DID330,,,,,,,,,,,,
36,DID340,,,,,,,,,,,,
37,DID350,,,,,,,,,,,,
38,DIQ350U,,,,,,,,,,,,
39,DIQ360,,,,,,,,,,,,
40,DIQ080,,,,,,,,,,,,
