,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,,,,,,,,,,,,
1,SLD010H,,,,,,,,,,,,
2,SLQ050,,,,,,,,,,,,
3,SLQ060,,,,,,,,,,,,
