,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,,,,,,,,,,,,
1,CBQ502,,,,,,,,,,,,
2,CBQ503,,,,,,,,,,,,
3,CBQ506,,,,,,,,,,,,
4,CBQ536,,,,,,,,,,,,
5,CBQ541,,,,,,,,,,,,
6,CBQ551,,,,,,,,,,,,
7,CBQ581,,,,,,,,,,,,
8,CBQ586,,,,,,,,,,,,
9,CBQ830,,,,,,,,,,,,
10,CBQ835,,,,,,,,,,,,
11,CBQ840,,,,,,,,,,,,
12,CBQ845,,,,,,,,,,,,
13,CBQ850,,,,,,,,,,,,
14,CBQ855,,,,,,,,,,,,
15,CBQ860,,,,,,,,,,,,
16,CBQ865,,,,,,,,,,,,
17,CBQ870,,,,,,,,,,,,
18,CBQ875,,,,,,,,,,,,
19,CBQ880,,,,,,,,,,,,
20,CBQ885,,,,,,,,,,,,
21,CBQ890,,,,,,,,,,,,
22,CBQ895,,,,,,,,,,,,
23,CBQ900,,,,,,,,,,,,
24,CBQ615,,,,,,,,,,,,
25,CBQ645,,,,,,,,,,,,
26,CBQ700,,,,,,,,,,,,
27,DBQ780,,,,,,,,,,,,
28,DBQ750,,,,,,,,,,,,
29,DBQ760,,,,,,,,,,,,
30,DBQ770,,,,,,,,,,,,
31,CBQ905,,,,,,,,,,,,
32,CBQ910,,,,,,,,,,,,
33,CBQ685,,,,,,,,,,,,
34,CBQ915,,,,,,,,,,,,
35,CBQ920,,,,,,,,,,,,
36,CBQ925,,,,,,,,,,,,
37,CBQ930,,,,,,,,,,,,
38,CBQ935,,,,,,,,,,,,
39,CBQ945,,,,,,,,,,,,
40,CBQ950,,,,,,,,,,,,
41,CBQ708,,,,,,,,,,,,
42,CBQ738a,,,,,,,,,,,,
43,CBQ738b,,,,,,,,,,,,
44,CBQ738c,,,,,,,,,,,,
45,CBQ738d,,,,,,,,,,,,
46,CBQ738e,,,,,,,,,,,,
47,CBQ738f,,,,,,,,,,,,
48,CBQ738g,,,,,,,,,,,,
49,CBQ738h,,,,,,,,,,,,
50,CBQ738i,,,,,,,,,,,,
51,CBQ738j,,,,,,,,,,,,
52,CBQ738k,,,,,,,,,,,,
53,CBQ738cd,,,,,,,,,,,,
54,CBQ751,,,,,,,,,,,,
55,CBQ698a,,,,,,,,,,,,
56,CBQ698b,,,,,,,,,,,,
57,CBQ698c,,,,,,,,,,,,
58,CBQ698d,,,,,,,,,,,,
59,CBQ698e,,,,,,,,,,,,
60,CBQ698f,,,,,,,,,,,,
61,CBQ698g,,,,,,,,,,,,
62,CBQ698h,,,,,,,,,,,,
63,CBQ698i,,,,,,,,,,,,
64,CBQ698cd,,,,,,,,,,,,
65,CBQ695a,,,,,,,,,,,,
66,CBQ695b,,,,,,,,,,,,
67,CBQ695c,,,,,,,,,,,,
68,CBQ785,,,,,,,,,,,,
69,WTDRD1,,,,,,,,,,,,
