,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,,,,,,,,,,,,
1,DED031,,,,,,,,,,,,
2,DEQ034A,,,,,,,,,,,,
3,DEQ034C,,,,,,,,,,,,
4,DEQ034D,,,,,,,,,,,,
5,DEQ038G,,,,,,,,,,,,
6,DEQ038Q,,,,,,,,,,,,
7,DED120,,,,,,,,,,,,
8,DED125,,,,,,,,,,,,
