,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,,,,,,,,,,,,
1,OCQ130,,,,,,,,,,,,
2,OCQ140,,,,,,,,,,,,
3,OCQ150,,,,,,,,,,,,
4,OCQ160,,,,,,,,,,,,
5,OCQ170,,,,,,,,,,,,
6,OCQ180,,,,,,,,,,,,
7,OCQ190,,,,,,,,,,,,
8,OCQ200,,,,,,,,,,,,
9,OCQ210,,,,,,,,,,,,
10,OCD230,,,,,,,,,,,,
11,OCD240,,,,,,,,,,,,
12,OCQ260,,,,,,,,,,,,
13,OCD270,,,,,,,,,,,,
14,OCQ280,,,,,,,,,,,,
15,OCQ290G,,,,,,,,,,,,
16,OCQ290Q,,,,,,,,,,,,
17,OCQ300,,,,,,,,,,,,
18,OCQ310a,,,,,,,,,,,,
19,OCQ310b,,,,,,,,,,,,
20,OCQ310c,,,,,,,,,,,,
21,OCQ320,,,,,,,,,,,,
22,OCQ330a,,,,,,,,,,,,
23,OCQ330b,,,,,,,,,,,,
24,OCQ330c,,,,,,,,,,,,
25,OCQ330d,,,,,,,,,,,,
26,OCQ330e,,,,,,,,,,,,
27,OCQ340,,,,,,,,,,,,
28,OCQ350,,,,,,,,,,,,
29,OCQ360,,,,,,,,,,,,
30,OCQ370,,,,,,,,,,,,
31,OCQ380,,,,,,,,,,,,
32,OCQ390G,,,,,,,,,,,,
33,OCD390,,,,,,,,,,,,
34,OCD395,,,,,,,,,,,,
35,OCQ400,,,,,,,,,,,,
36,OCQ410,,,,,,,,,,,,
37,OCQ420,,,,,,,,,,,,
38,OCQ430,,,,,,,,,,,,
39,OCQ440,,,,,,,,,,,,
40,OCQ450,,,,,,,,,,,,
41,OCQ460,,,,,,,,,,,,
42,OCQ470G,,,,,,,,,,,,
43,OCD470,,,,,,,,,,,,
44,OCD480,,,,,,,,,,,,
