"Tabela","Variavel","Variable_Name","SAS_Label","English_Text","Target","English_Instructions","Tabela_Valores"
"OHXPRL_C","SEQN","SEQN","Respondent sequence number","Respondent sequence number.","Both males and females 13 YEARS - 150 YEARS",NA,NA
"OHXPRL_C","OHAEXSTS","OHAEXSTS","Overall Oral Health Exam Status","Overall Oral Health Exam Status","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""3"", "".""]; Value.Description=[""Complete"", ""Partial"", ""Not done"", ""Missing""]; Count=[""5050"", ""1194"", ""474"", ""0""]; Cumulative=[""5050"", ""6244"", ""6718"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHD27LAM","OHD27LAM","LOA: mid-facial #27 calculated LA","Loss of Attachment: Lower right cuspid (C) mid-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 9"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Calculation cannot be determined"", ""Missing""]; Count=[""2462"", ""90"", ""4166""]; Cumulative=[""2462"", ""2552"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHD27CJS","OHD27CJS","LOA: mesial #27 FGM/CEJ","Loss of Attachment: Lower right cuspid (C) mesio-facial - FGM to CEJ measurement (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""-9 to 4"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2471"", ""81"", ""4166""]; Cumulative=[""2471"", ""2552"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHD27PCS","OHD27PCS","LOA: mesial #27 PD","Loss of Attachment: Lower right cuspid (C) mesio-facial - FGM to sulcus base (pocket depth) (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 7"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2471"", ""81"", ""4166""]; Cumulative=[""2471"", ""2552"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHD27LAS","OHD27LAS","LOA: mesial #27 calculated LA","Loss of Attachment: Lower right cuspid (C) mesio-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 11"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Calculation cannot be determined"", ""Missing""]; Count=[""2471"", ""81"", ""4166""]; Cumulative=[""2471"", ""2552"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHD27CJD","OHD27CJD","LOA: distal #27 FGM/CEJ","Loss of Attachment: Lower right cuspid (C) distal - FGM to CEJ measurement (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""-8 to 3"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2380"", ""172"", ""4166""]; Cumulative=[""2380"", ""2552"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHD27PCD","OHD27PCD","LOA: distal #27 PD","Loss of Attachment: Lower right cuspid (C) distal - FGM to sulcus base (pocket depth) (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 7"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2380"", ""172"", ""4166""]; Cumulative=[""2380"", ""2552"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHD27LAD","OHD27LAD","LOA: distal #27 calculated LA","Loss of Attachment: Lower right cuspid (C) distal - Calculation of : (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 10"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2380"", ""172"", ""4166""]; Cumulative=[""2380"", ""2552"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHD26CJM","OHD26CJM","LOA: mid-facial #26 FGM/CEJ","Loss of Attachment: Lower right lateral incisor (LI) mid-facial - FGM to CEJ measurement (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""-8 to 3"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2421"", ""132"", ""4165""]; Cumulative=[""2421"", ""2553"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHD26PCM","OHD26PCM","LOA: mid-facial #26 PD","Loss of Attachment: Lower right lateral incisor (LI) mid-facial - FGM to sulcus base (pocket depth) (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 3"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2421"", ""132"", ""4165""]; Cumulative=[""2421"", ""2553"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHD26LAM","OHD26LAM","LOA: mid-facial #26 calculated LA","Loss of Attachment: Lower right lateral incisor (LI) mid-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 8"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Calculation cannot be determined"", ""Missing""]; Count=[""2421"", ""132"", ""4165""]; Cumulative=[""2421"", ""2553"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHD26CJS","OHD26CJS","LOA: mesial #26 FGM/CEJ","Loss of Attachment: Lower right lateral incisor (LI) mesio-facial - FGM to CEJ measurement (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""-8 to 3"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2385"", ""168"", ""4165""]; Cumulative=[""2385"", ""2553"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHD26PCS","OHD26PCS","LOA: mesial #26 PD","Loss of Attachment: Lower right lateral incisor (LI) mesio-facial - FGM to sulcus base (pocket depth) (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 5"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2385"", ""168"", ""4165""]; Cumulative=[""2385"", ""2553"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHD26LAS","OHD26LAS","LOA: mesial #26 calculated LA","Loss of Attachment: Lower right lateral incisor (LI) mesio-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 10"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Calculation cannot be determined"", ""Missing""]; Count=[""2385"", ""168"", ""4165""]; Cumulative=[""2385"", ""2553"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHD26CJD","OHD26CJD","LOA: distal #26 FGM/CEJ","Loss of Attachment: Lower right lateral incisor (LI) distal - FGM to CEJ measurement (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""-6 to 3"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2368"", ""185"", ""4165""]; Cumulative=[""2368"", ""2553"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHD26PCD","OHD26PCD","LOA: distal #26 PD","Loss of Attachment: Lower right lateral incisor (LI) distal - FGM to sulcus base (pocket depth) (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 7"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2368"", ""185"", ""4165""]; Cumulative=[""2368"", ""2553"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHD26LAD","OHD26LAD","LOA: distal #26 calculated LA","Loss of Attachment: Lower right lateral incisor (LI) distal - Calculation of : (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 8"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2368"", ""185"", ""4165""]; Cumulative=[""2368"", ""2553"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHD25CJM","OHD25CJM","LOA: mid-facial #25 FGM/CEJ","Loss of Attachment: Lower right central incisor (CI) mid-facial - FGM to CEJ measurement (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""-12 to 2"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2385"", ""169"", ""4164""]; Cumulative=[""2385"", ""2554"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHD25PCM","OHD25PCM","LOA: mid-facial #25 PD","Loss of Attachment: Lower right central incisor (CI) mid-facial - FGM to sulcus base (pocket depth) (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 4"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2385"", ""169"", ""4164""]; Cumulative=[""2385"", ""2554"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHD25LAM","OHD25LAM","LOA: mid-facial #25 calculated LA","Loss of Attachment: Lower right central incisor (CI) mid-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 13"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Calculation cannot be determined"", ""Missing""]; Count=[""2385"", ""169"", ""4164""]; Cumulative=[""2385"", ""2554"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHD25CJS","OHD25CJS","LOA: mesial #25 FGM/CEJ","Loss of Attachment: Lower right central incisor (CI) mesio-facial - FGM to CEJ measurement (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""-9 to 3"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2340"", ""214"", ""4164""]; Cumulative=[""2340"", ""2554"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHD25PCS","OHD25PCS","LOA: mesial #25 PD","Loss of Attachment: Lower right central incisor (CI) mesio-facial - FGM to sulcus base (pocket depth) (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 7"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2340"", ""214"", ""4164""]; Cumulative=[""2340"", ""2554"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHD25LAS","OHD25LAS","LOA: mesial #25 calculated LA","Loss of Attachment: Lower right central incisor (CI) mesio-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 11"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Calculation cannot be determined"", ""Missing""]; Count=[""2340"", ""214"", ""4164""]; Cumulative=[""2340"", ""2554"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHD25CJD","OHD25CJD","LOA: distal #25 FGM/CEJ","Loss of Attachment: Lower right central incisor (CI) distal - FGM to CEJ measurement (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""-7 to 3"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2388"", ""166"", ""4164""]; Cumulative=[""2388"", ""2554"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHD25PCD","OHD25PCD","LOA: distal #25 PD","Loss of Attachment: Lower right central incisor (CI) distal - FGM to sulcus base (pocket depth) (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 7"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2388"", ""166"", ""4164""]; Cumulative=[""2388"", ""2554"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHD25LAD","OHD25LAD","LOA: distal #25 calculated LA","Loss of Attachment: Lower right central incisor (CI) distal - Calculation of : (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 8"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2388"", ""166"", ""4164""]; Cumulative=[""2388"", ""2554"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHX18BPD","OHX18BPD","BOP: distal #18","Periodontal bleeding from probing: Lower left 2nd molar-distal site","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""."", ""1"", ""2"", ""9""]; Value.Description=[""Missing"", ""Bleeding is detected following the probing"", ""No evidence of bleeding following the probing"", ""Cannot be assessed""]; Count=[""4212"", ""211"", ""1710"", ""585""]; Cumulative=[""6718"", ""211"", ""1921"", ""2506""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHX18BPM","OHX18BPM","BOP: midfacial #18"," Periodontal bleeding from probing: Lower left 2nd molar-midfacial site","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""9"", "".""]; Value.Description=[""Bleeding is detected following the probing"", ""No evidence of bleeding following the probing"", ""Cannot be assessed"", ""Missing""]; Count=[""116"", ""1822"", ""568"", ""4212""]; Cumulative=[""116"", ""1938"", ""2506"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHX18BPS","OHX18BPS","BOP: mesial #18","Periodontal bleeding from probing: Lower left 2nd molar-mesial site","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""9"", "".""]; Value.Description=[""Bleeding is detected following the probing"", ""No evidence of bleeding following the probing"", ""Cannot be assessed"", ""Missing""]; Count=[""255"", ""1658"", ""593"", ""4212""]; Cumulative=[""255"", ""1913"", ""2506"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHX19BPD","OHX19BPD","BOP: distal #19","Periodontal bleeding from probing: Lower left 1st molar-distal site","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""9"", "".""]; Value.Description=[""Bleeding is detected following the probing"", ""No evidence of bleeding following the probing"", ""Cannot be assessed"", ""Missing""]; Count=[""255"", ""1623"", ""631"", ""4209""]; Cumulative=[""255"", ""1878"", ""2509"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHX19BPM","OHX19BPM","BOP: midfacial #19","Periodontal bleeding from probing: Lower left 1st molar-midfacial site","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""9"", "".""]; Value.Description=[""Bleeding is detected following the probing"", ""No evidence of bleeding following the probing"", ""Cannot be assessed"", ""Missing""]; Count=[""67"", ""1802"", ""640"", ""4209""]; Cumulative=[""67"", ""1869"", ""2509"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHX19BPS","OHX19BPS","BOP: mesial #19","Periodontal bleeding from probing: Lower left 1st molar-mesial site","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""9"", "".""]; Value.Description=[""Bleeding is detected following the probing"", ""No evidence of bleeding following the probing"", ""Cannot be assessed"", ""Missing""]; Count=[""180"", ""1698"", ""631"", ""4209""]; Cumulative=[""180"", ""1878"", ""2509"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHX20BPD","OHX20BPD","BOP: distal #20","Periodontal bleeding from probing: Lower left 2nd bicuspid-distal site","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""9"", "".""]; Value.Description=[""Bleeding is detected following the probing"", ""No evidence of bleeding following the probing"", ""Can not be assessed"", ""Missing""]; Count=[""208"", ""1998"", ""296"", ""4216""]; Cumulative=[""208"", ""2206"", ""2502"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHX20BPM","OHX20BPM","BOP: midfacial #20","Periodontal bleeding from probing: Lower left 2nd bicuspid-midfacial site","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""9"", "".""]; Value.Description=[""Bleeding is detected following the probing"", ""No evidence of bleeding following the probing"", ""Cannot be assessed"", ""Missing""]; Count=[""46"", ""2119"", ""337"", ""4216""]; Cumulative=[""46"", ""2165"", ""2502"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHX20BPS","OHX20BPS","BOP: mesial #20","Periodontal bleeding from probing: Lower left 2nd bicuspid-mesial site","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""9"", "".""]; Value.Description=[""Bleeding is detected following the probing"", ""No evidence of bleeding following the probing"", ""Cannot be assessed"", ""Missing""]; Count=[""121"", ""1936"", ""445"", ""4216""]; Cumulative=[""121"", ""2057"", ""2502"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHX21BPD","OHX21BPD","BOP: distal #21","Periodontal bleeding from probing: Lower left 1st bicuspid-distal site","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""9"", "".""]; Value.Description=[""Bleeding is detected following the probing"", ""No evidence of bleeding following the probing"", ""Cannot be assessed"", ""Missing""]; Count=[""154"", ""2090"", ""257"", ""4217""]; Cumulative=[""154"", ""2244"", ""2501"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHX21BPM","OHX21BPM","BOP: midfacial #21","Periodontal bleeding from probing: Lower left 1st bicuspid-midfacial site","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""9"", "".""]; Value.Description=[""Bleeding is detected following the probing"", ""No evidence of bleeding following the probing"", ""Can not be assessed"", ""Missing""]; Count=[""57"", ""2167"", ""277"", ""4217""]; Cumulative=[""57"", ""2224"", ""2501"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHX21BPS","OHX21BPS","BOP: mesial #21","Periodontal bleeding from probing: Lower left 1st bicuspid-mesial site","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""9"", "".""]; Value.Description=[""Bleeding is detected following the probing"", ""No evidence of bleeding following the probing"", ""Cannot be assessed"", ""Missing""]; Count=[""149"", ""2051"", ""301"", ""4217""]; Cumulative=[""149"", ""2200"", ""2501"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHX22BPD","OHX22BPD","BOP: distal #22","Periodontal bleeding from probing: Lower left cuspid-distal site","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""9"", "".""]; Value.Description=[""Bleeding is detected following the probing"", ""No evidence of bleeding following the probing"", ""Cannot be assessed"", ""Missing""]; Count=[""204"", ""2169"", ""128"", ""4217""]; Cumulative=[""204"", ""2373"", ""2501"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHX22BPM","OHX22BPM","BOP: midfacial #22","Periodontal bleeding from probing: Lower left cuspid-midfacial site","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""9"", "".""]; Value.Description=[""Bleeding is detected following the probing"", ""No evidence of bleeding following the probing"", ""Cannot be assessed"", ""Missing""]; Count=[""60"", ""2327"", ""114"", ""4217""]; Cumulative=[""60"", ""2387"", ""2501"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHX22BPS","OHX22BPS","BOP: mesial #22","Periodontal bleeding from probing: Lower left cuspid-mesial site","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""9"", "".""]; Value.Description=[""Bleeding is detected following the probing"", ""No evidence of bleeding following the probing"", ""Cannot be assessed"", ""Missing""]; Count=[""222"", ""2156"", ""123"", ""4217""]; Cumulative=[""222"", ""2378"", ""2501"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHX23BPD","OHX23BPD","BOP: distal #23","Periodontal bleeding from probing: Lower left lateral incisor-distal site","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""9"", "".""]; Value.Description=[""Bleeding is detected following the probing"", ""No evidence of bleeding following the probing"", ""Cannot be assessed"", ""Missing""]; Count=[""254"", ""2098"", ""149"", ""4217""]; Cumulative=[""254"", ""2352"", ""2501"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHX23BPM","OHX23BPM","BOP: midfacial #23","Periodontal bleeding from probing: Lower left lateral incisor-midfacial site","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""9"", "".""]; Value.Description=[""Bleeding is detected following the probing"", ""No evidence of bleeding following the probing"", ""Cannot be assessed"", ""Missing""]; Count=[""115"", ""2241"", ""145"", ""4217""]; Cumulative=[""115"", ""2356"", ""2501"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHX23BPS","OHX23BPS","BOP: mesial #23"," Periodontal bleeding from probing: Lower left lateral incisor-mesial site","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""9"", "".""]; Value.Description=[""Bleeding is detected following the probing"", ""No evidence of bleeding following the probing"", ""Cannot be assessed"", ""Missing""]; Count=[""188"", ""2108"", ""205"", ""4217""]; Cumulative=[""188"", ""2296"", ""2501"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHX24BPD","OHX24BPD","BOP: distal #24","Periodontal bleeding from probing: Lower left central incisor-distal site","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""9"", "".""]; Value.Description=[""Bleeding is detected following the probing"", ""No evidence of bleeding following the probing"", ""Cannot be assessed"", ""Missing""]; Count=[""230"", ""2134"", ""137"", ""4217""]; Cumulative=[""230"", ""2364"", ""2501"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHX24BPM","OHX24BPM","BOP: midfacial #24"," Periodontal bleeding from probing: Lower left central incisor-midfacial site","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""9"", "".""]; Value.Description=[""Bleeding is detected following the probing"", ""No evidence of bleeding following the probing"", ""Cannot be assessed"", ""Missing""]; Count=[""105"", ""2236"", ""160"", ""4217""]; Cumulative=[""105"", ""2341"", ""2501"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHX24BPS","OHX24BPS","BOP: mesial #24","Periodontal bleeding from probing: Lower left central incisor-mesial site","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""9"", "".""]; Value.Description=[""Bleeding is detected following the probing"", ""No evidence of bleeding following the probing"", ""Cannot be assessed"", ""Missing""]; Count=[""151"", ""2115"", ""235"", ""4217""]; Cumulative=[""151"", ""2266"", ""2501"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHX31BPD","OHX31BPD","BOP: distal #31","Periodontal bleeding from probing: Lower right 2nd molar-distal site","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""9"", "".""]; Value.Description=[""Bleeding is detected following the probing"", ""No evidence of bleeding following the probing"", ""Cannot be assessed"", ""Missing""]; Count=[""216"", ""1753"", ""588"", ""4161""]; Cumulative=[""216"", ""1969"", ""2557"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHX31BPM","OHX31BPM","BOP: midfacial #31","Periodontal bleeding from probing: Lower right 2nd molar-midfacial site","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""9"", "".""]; Value.Description=[""Bleeding is detected following the probing"", ""No evidence of bleeding following the probing"", ""Cannot be assessed"", ""Missing""]; Count=[""137"", ""1852"", ""568"", ""4161""]; Cumulative=[""137"", ""1989"", ""2557"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHX31BPS","OHX31BPS","BOP: mesial #31","Periodontal bleeding from probing: Lower right 2nd molar-mesial site","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""9"", "".""]; Value.Description=[""Bleeding is detected following the probing"", ""No evidence of bleeding following the probing"", ""Cannot be assessed"", ""Missing""]; Count=[""267"", ""1726"", ""564"", ""4161""]; Cumulative=[""267"", ""1993"", ""2557"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHX30BPD","OHX30BPD","BOP: distal #30","Periodontal bleeding from probing: Lower right 1st molar-distal site","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""9"", "".""]; Value.Description=[""Bleeding is detected following the probing"", ""No evidence of bleeding following the probing"", ""Cannot be assessed"", ""Missing""]; Count=[""288"", ""1697"", ""574"", ""4159""]; Cumulative=[""288"", ""1985"", ""2559"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHX30BPM","OHX30BPM","BOP: midfacial #30","Periodontal bleeding from probing: Lower right 1st molar-midfacial site","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""9"", "".""]; Value.Description=[""Bleeding is detected following the probing"", ""No evidence of bleeding following the probing"", ""Cannot be assessed"", ""Missing""]; Count=[""64"", ""1918"", ""577"", ""4159""]; Cumulative=[""64"", ""1982"", ""2559"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
