"Tabela","Variavel","Variable_Name","SAS_Label","English_Text","Target","English_Instructions","Tabela_Valores"
"DXXT9_H","SEQN","SEQN","Sequence number","Sequence number","Both males and females 40 YEARS - 150 YEARS",NA,NA
"DXXT9_H","DXDLSPST","DXDLSPST","IVA lateral spine scan status","IVA lateral spine scan status","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""3"", ""4"", ""5"", "".""]; Value.Description=[""IVA Lateral Spine scan completed, all vertebra are valid"", ""IVA Lateral Spine scan completed, but one or more vertebrae are invalid"", ""IVA Lateral Spine not scanned, pregnancy"", ""IVA Lateral Spine not scanned, weight > 450 lbs"", ""IVA Lateral Spine not scanned, other reason"", ""Missing""]; Count=[""2875"", ""455"", ""3"", ""1"", ""374"", ""0""]; Cumulative=[""2875"", ""3330"", ""3333"", ""3334"", ""3708"", ""3708""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"DXXT9_H","DXXPT21Y","DXXPT21Y","y-coordinates of outline points 22","y-coordinates of outline points 22","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""115.3 to 341.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3292"", ""416""]; Cumulative=[""3292"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT9_H","DXXPT22X","DXXPT22X","x-coordinates of outline points 23","x-coordinates of outline points 23","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""147.4 to 798"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3292"", ""416""]; Cumulative=[""3292"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT9_H","DXXPT22Y","DXXPT22Y","y-coordinates of outline points 23","y-coordinates of outline points 23","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""116.4 to 343.3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3292"", ""416""]; Cumulative=[""3292"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT9_H","DXXPT23X","DXXPT23X","x-coordinates of outline points 24","x-coordinates of outline points 24","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""151.6 to 802.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3292"", ""416""]; Cumulative=[""3292"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT9_H","DXXPT23Y","DXXPT23Y","y-coordinates of outline points 24","y-coordinates of outline points 24","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""118.4 to 346.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3292"", ""416""]; Cumulative=[""3292"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT9_H","DXXPT24X","DXXPT24X","x-coordinates of outline points 25","x-coordinates of outline points 25","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""155.6 to 806.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3292"", ""416""]; Cumulative=[""3292"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT9_H","DXXPT24Y","DXXPT24Y","y-coordinates of outline points 25","y-coordinates of outline points 25","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""107.6 to 335.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3292"", ""416""]; Cumulative=[""3292"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT9_H","DXXPT25X","DXXPT25X","x-coordinates of outline points 26","x-coordinates of outline points 26","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""162.5 to 810.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3292"", ""416""]; Cumulative=[""3292"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT9_H","DXXPT25Y","DXXPT25Y","y-coordinates of outline points 26","y-coordinates of outline points 26","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""98.8 to 327.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3292"", ""416""]; Cumulative=[""3292"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT9_H","DXXPT26X","DXXPT26X","x-coordinates of outline points 27","x-coordinates of outline points 27","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""163.1 to 810"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3292"", ""416""]; Cumulative=[""3292"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT9_H","DXXPT26Y","DXXPT26Y","y-coordinates of outline points 27","y-coordinates of outline points 27","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""89.7 to 318.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3292"", ""416""]; Cumulative=[""3292"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT9_H","DXXPT27X","DXXPT27X","x-coordinates of outline points 28","x-coordinates of outline points 28","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""163.7 to 809.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3292"", ""416""]; Cumulative=[""3292"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT9_H","DXXPT27Y","DXXPT27Y","y-coordinates of outline points 28","y-coordinates of outline points 28","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""80.7 to 309.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3292"", ""416""]; Cumulative=[""3292"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT9_H","DXXPT28X","DXXPT28X","x-coordinates of outline points 29","x-coordinates of outline points 29","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""164.7 to 810.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3292"", ""416""]; Cumulative=[""3292"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT9_H","DXXPT28Y","DXXPT28Y","y-coordinates of outline points 29","y-coordinates of outline points 29","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""71.4 to 300.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3292"", ""416""]; Cumulative=[""3292"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT9_H","DXXPT29X","DXXPT29X","x-coordinates of outline points 30","x-coordinates of outline points 30","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""166.6 to 810.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3292"", ""416""]; Cumulative=[""3292"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT9_H","DXXPT29Y","DXXPT29Y","y-coordinates of outline points 30","y-coordinates of outline points 30","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""62 to 291.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3292"", ""416""]; Cumulative=[""3292"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT9_H","DXXPT30X","DXXPT30X","x-coordinates of outline points 31","x-coordinates of outline points 31","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""168.7 to 811.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3292"", ""416""]; Cumulative=[""3292"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT9_H","DXXPT30Y","DXXPT30Y","y-coordinates of outline points 31","y-coordinates of outline points 31","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""52.6 to 282.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3292"", ""416""]; Cumulative=[""3292"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT9_H","DXXPT31X","DXXPT31X","x-coordinates of outline points 32","x-coordinates of outline points 32","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""171.1 to 811.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3292"", ""416""]; Cumulative=[""3292"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT9_H","DXXPT31Y","DXXPT31Y","y-coordinates of outline points 32","y-coordinates of outline points 32","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""107.8 to 336.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3292"", ""416""]; Cumulative=[""3292"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT9_H","DXXPT32X","DXXPT32X","x-coordinates of outline points 33","x-coordinates of outline points 33","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""164.9 to 813.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3292"", ""416""]; Cumulative=[""3292"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT9_H","DXXPT32Y","DXXPT32Y","y-coordinates of outline points 33","y-coordinates of outline points 33","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""98.8 to 328"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3292"", ""416""]; Cumulative=[""3292"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT9_H","DXXPT33X","DXXPT33X","x-coordinates of outline points 34","x-coordinates of outline points 34","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""167 to 814.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3292"", ""416""]; Cumulative=[""3292"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT9_H","DXXPT33Y","DXXPT33Y","y-coordinates of outline points 34","y-coordinates of outline points 34","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""89 to 319"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3292"", ""416""]; Cumulative=[""3292"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT9_H","DXXPT34X","DXXPT34X","x-coordinates of outline points 35","x-coordinates of outline points 35","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""168.7 to 815.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3292"", ""416""]; Cumulative=[""3292"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT9_H","DXXPT34Y","DXXPT34Y","y-coordinates of outline points 35","y-coordinates of outline points 35","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""79.9 to 310.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3292"", ""416""]; Cumulative=[""3292"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT9_H","DXXPT35X","DXXPT35X","x-coordinates of outline points 36","x-coordinates of outline points 36","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""170.2 to 815.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3292"", ""416""]; Cumulative=[""3292"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT9_H","DXXPT35Y","DXXPT35Y","y-coordinates of outline points 36","y-coordinates of outline points 36","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""70.2 to 301.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3292"", ""416""]; Cumulative=[""3292"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT9_H","DXXPT36X","DXXPT36X","x-coordinates of outline points 37","x-coordinates of outline points 37","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""172.1 to 816.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3292"", ""416""]; Cumulative=[""3292"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT9_H","DXXPT36Y","DXXPT36Y","y-coordinates of outline points 37","y-coordinates of outline points 37","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""60.3 to 291.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3292"", ""416""]; Cumulative=[""3292"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT9_H","DXXPT37X","DXXPT37X","x-coordinates of outline points 38","x-coordinates of outline points 38","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""174.2 to 816.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3292"", ""416""]; Cumulative=[""3292"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT9_H","DXXPT37Y","DXXPT37Y","y-coordinates of outline points 38","y-coordinates of outline points 38","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""50.6 to 282.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3292"", ""416""]; Cumulative=[""3292"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT9_H","DXXPT38X","DXXPT38X","x-coordinates of outline points 39","x-coordinates of outline points 39","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""176 to 816.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3292"", ""416""]; Cumulative=[""3292"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT9_H","DXXPT38Y","DXXPT38Y","y-coordinates of outline points 39","y-coordinates of outline points 39","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""112.5 to 340.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3292"", ""416""]; Cumulative=[""3292"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT9_H","DXXPT39X","DXXPT39X","x-coordinates of outline points 40","x-coordinates of outline points 40","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""162.6 to 811.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3292"", ""416""]; Cumulative=[""3292"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT9_H","DXXPT39Y","DXXPT39Y","y-coordinates of outline points 40","y-coordinates of outline points 40","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""108.2 to 335.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3292"", ""416""]; Cumulative=[""3292"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT9_H","DXXPT40X","DXXPT40X","x-coordinates of outline points 41","x-coordinates of outline points 41","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""163.3 to 811.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3292"", ""416""]; Cumulative=[""3292"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT9_H","DXXPT40Y","DXXPT40Y","y-coordinates of outline points 41","y-coordinates of outline points 41","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""103.9 to 331.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3292"", ""416""]; Cumulative=[""3292"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT9_H","DXXPT41X","DXXPT41X","x-coordinates of outline points 42","x-coordinates of outline points 42","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""163.9 to 811.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3292"", ""416""]; Cumulative=[""3292"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT9_H","DXXPT41Y","DXXPT41Y","y-coordinates of outline points 42","y-coordinates of outline points 42","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""99.2 to 326.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3292"", ""416""]; Cumulative=[""3292"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT9_H","DXXPT42X","DXXPT42X","x-coordinates of outline points 43","x-coordinates of outline points 43","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""164.4 to 811.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3292"", ""416""]; Cumulative=[""3292"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT9_H","DXXPT42Y","DXXPT42Y","y-coordinates of outline points 43","y-coordinates of outline points 43","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""94.9 to 322.3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3292"", ""416""]; Cumulative=[""3292"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT9_H","DXXPT43X","DXXPT43X","x-coordinates of outline points 44","x-coordinates of outline points 44","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""165 to 811.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3292"", ""416""]; Cumulative=[""3292"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT9_H","DXXPT43Y","DXXPT43Y","y-coordinates of outline points 44","y-coordinates of outline points 44","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""90.5 to 317.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3292"", ""416""]; Cumulative=[""3292"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT9_H","DXXPT44X","DXXPT44X","x-coordinates of outline points 45","x-coordinates of outline points 45","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""165.6 to 811.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3292"", ""416""]; Cumulative=[""3292"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT9_H","DXXPT44Y","DXXPT44Y","y-coordinates of outline points 45","y-coordinates of outline points 45","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""85.8 to 313.3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3292"", ""416""]; Cumulative=[""3292"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT9_H","DXXPT45X","DXXPT45X","x-coordinates of outline points 46","x-coordinates of outline points 46","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""166.5 to 811.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3292"", ""416""]; Cumulative=[""3292"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT9_H","DXXPT45Y","DXXPT45Y","y-coordinates of outline points 46","y-coordinates of outline points 46","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""81.1 to 308.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3292"", ""416""]; Cumulative=[""3292"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT9_H","DXXPT46X","DXXPT46X","x-coordinates of outline points 47","x-coordinates of outline points 47","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""167.3 to 812"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3292"", ""416""]; Cumulative=[""3292"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT9_H","DXXPT46Y","DXXPT46Y","y-coordinates of outline points 47","y-coordinates of outline points 47","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""76 to 304.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3292"", ""416""]; Cumulative=[""3292"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT9_H","DXXPT47X","DXXPT47X","x-coordinates of outline points 48","x-coordinates of outline points 48","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""168.2 to 812.3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3292"", ""416""]; Cumulative=[""3292"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT9_H","DXXPT47Y","DXXPT47Y","y-coordinates of outline points 48","y-coordinates of outline points 48","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""71.3 to 300"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3292"", ""416""]; Cumulative=[""3292"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT9_H","DXXPT48X","DXXPT48X","x-coordinates of outline points 49","x-coordinates of outline points 49","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""168.9 to 812.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3292"", ""416""]; Cumulative=[""3292"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT9_H","DXXPT48Y","DXXPT48Y","y-coordinates of outline points 49","y-coordinates of outline points 49","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""66.6 to 296.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3292"", ""416""]; Cumulative=[""3292"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT9_H","DXXPT49X","DXXPT49X","x-coordinates of outline points 50","x-coordinates of outline points 50","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""169.8 to 812.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3292"", ""416""]; Cumulative=[""3292"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT9_H","DXXPT49Y","DXXPT49Y","y-coordinates of outline points 50","y-coordinates of outline points 50","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""61.6 to 291.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3292"", ""416""]; Cumulative=[""3292"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT9_H","DXXPT50X","DXXPT50X","x-coordinates of outline points 51","x-coordinates of outline points 51","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""170.8 to 812.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3292"", ""416""]; Cumulative=[""3292"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT9_H","DXXPT50Y","DXXPT50Y","y-coordinates of outline points 51","y-coordinates of outline points 51","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""56.9 to 286.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3292"", ""416""]; Cumulative=[""3292"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT9_H","DXXPT51X","DXXPT51X","x-coordinates of outline points 52","x-coordinates of outline points 52","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""172.1 to 813.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3292"", ""416""]; Cumulative=[""3292"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT9_H","DXXPT51Y","DXXPT51Y","y-coordinates of outline points 52","y-coordinates of outline points 52","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""52.2 to 282.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3292"", ""416""]; Cumulative=[""3292"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT9_H","DXXPT52X","DXXPT52X","x-coordinates of outline points 53","x-coordinates of outline points 53","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""173.2 to 813.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3292"", ""416""]; Cumulative=[""3292"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT9_H","DXXPT52Y","DXXPT52Y","y-coordinates of outline points 53","y-coordinates of outline points 53","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""47.9 to 278.3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3292"", ""416""]; Cumulative=[""3292"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT9_H","DXXPT53X","DXXPT53X","x-coordinates of outline points 54","x-coordinates of outline points 54","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""174.3 to 814.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3292"", ""416""]; Cumulative=[""3292"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT9_H","DXXPT53Y","DXXPT53Y","y-coordinates of outline points 54","y-coordinates of outline points 54","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""44.4 to 274"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3292"", ""416""]; Cumulative=[""3292"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT9_H","DXXPT54X","DXXPT54X","x-coordinates of outline points 55","x-coordinates of outline points 55","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""175.1 to 815.3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3292"", ""416""]; Cumulative=[""3292"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT9_H","DXXPT54Y","DXXPT54Y","y-coordinates of outline points 55","y-coordinates of outline points 55","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""45.3 to 271.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3292"", ""416""]; Cumulative=[""3292"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT9_H","DXXPT55X","DXXPT55X","x-coordinates of outline points 56","x-coordinates of outline points 56","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""164.7 to 804.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3292"", ""416""]; Cumulative=[""3292"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT9_H","DXXPT55Y","DXXPT55Y","y-coordinates of outline points 56","y-coordinates of outline points 56","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""45.1 to 270.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3292"", ""416""]; Cumulative=[""3292"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT9_H","DXXPT56X","DXXPT56X","x-coordinates of outline points 57","x-coordinates of outline points 57","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""156 to 795.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3292"", ""416""]; Cumulative=[""3292"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT9_H","DXXPT56Y","DXXPT56Y","y-coordinates of outline points 57","y-coordinates of outline points 57","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""44.5 to 268"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3292"", ""416""]; Cumulative=[""3292"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT9_H","DXXPT57X","DXXPT57X","x-coordinates of outline points 58","x-coordinates of outline points 58","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""147.7 to 787.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3292"", ""416""]; Cumulative=[""3292"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT9_H","DXXPT57Y","DXXPT57Y","y-coordinates of outline points 58","y-coordinates of outline points 58","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""43.6 to 265.3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3292"", ""416""]; Cumulative=[""3292"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
