"Tabela","Variavel","Variable_Name","SAS_Label","English_Text","Target","English_Instructions","Tabela_Valores"
"OHXPER_H","SEQN","SEQN","Respondent sequence number","Respondent sequence number.","Both males and females 30 YEARS - 150 YEARS",NA,NA
"OHXPER_H","OHX07PCA","OHX07PCA","LOA: Max R(LI) ML FGM-sulcus(mm)","Loss of Attachment: Upper right lateral incisor (LI) mesio- lingual - FGM to sulcus base (pocket depth) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 6"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3033"", ""969"", ""667""]; Cumulative=[""3033"", ""4002"", ""4669""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_H","OHX07LAD","OHX07LAD","LOA: Max R(LI) DF calculated AL(mm)","Loss of Attachment: Upper right lateral incisor (LI) distal - Calculation of : (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 10"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3055"", ""947"", ""667""]; Cumulative=[""3055"", ""4002"", ""4669""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_H","OHX07LAM","OHX07LAM","LOA: Max R(LI) MdF calculated AL(mm)","Loss of Attachment: Upper right lateral incisor (LI) mid-facial - Calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 8"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3056"", ""946"", ""667""]; Cumulative=[""3056"", ""4002"", ""4669""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_H","OHX07LAS","OHX07LAS","LOA: Max R(LI) MF calculated AL(mm)","Loss of Attachment: Upper right lateral incisor (LI) mesio-facial - Calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 9"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3057"", ""945"", ""667""]; Cumulative=[""3057"", ""4002"", ""4669""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_H","OHX07LAP","OHX07LAP","LOA: Max R(LI) DL calculated AL(mm)","Loss of Attachment: Upper right lateral incisor (LI) distal - lingual - Calculation of: (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 9"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3040"", ""962"", ""667""]; Cumulative=[""3040"", ""4002"", ""4669""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_H","OHX07LAL","OHX07LAL","LOA: Max R(LI) MdL calculated AL(mm)","Loss of Attachment: Upper right lateral incisor (LI) mid- lingual - Calculation of: (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 9"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3064"", ""938"", ""667""]; Cumulative=[""3064"", ""4002"", ""4669""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_H","OHX07LAA","OHX07LAA","LOA: Max R(LI) ML calculated AL(mm)","Loss of Attachment: Upper right lateral incisor (LI) mesio-lingual - Calculation of: (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 9"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3033"", ""969"", ""667""]; Cumulative=[""3033"", ""4002"", ""4669""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_H","OHX08CJD","OHX08CJD","LOA: Max R(CI) DF FGM-CEJ(mm)","Loss of Attachment: Upper right central incisor (CI) distal - FGM to CEJ measurement (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""-7 to 3"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3080"", ""922"", ""667""]; Cumulative=[""3080"", ""4002"", ""4669""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_H","OHX08CJM","OHX08CJM","LOA: Max R(CI) MdF FGM-CEJ(mm)","Loss of Attachment: Upper right central incisor (CI) mid-facial - FGM to CEJ measurement (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""-6 to 3"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3074"", ""928"", ""667""]; Cumulative=[""3074"", ""4002"", ""4669""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_H","OHX08CJS","OHX08CJS","LOA: Max R(CI) MF FGM-CEJ(mm)","Loss of Attachment: Upper right central incisor (CI) mesio-facial - FGM to CEJ measurement (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""-7 to 3"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3082"", ""920"", ""667""]; Cumulative=[""3082"", ""4002"", ""4669""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_H","OHX08CJP","OHX08CJP","LOA: Max R(CI) DL FGM-CEJ(mm)","Loss of Attachment: Upper right central incisor (CI) distal - lingual - FGM to CEJ measurement (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""-6 to 3"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3043"", ""959"", ""667""]; Cumulative=[""3043"", ""4002"", ""4669""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_H","OHX08CJL","OHX08CJL","LOA: Max R(CI) MdL FGM-CEJ(mm)","Loss of Attachment: Upper right central incisor (CI) mid- lingual - FGM to CEJ measurement (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""-8 to 3"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3080"", ""922"", ""667""]; Cumulative=[""3080"", ""4002"", ""4669""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_H","OHX08CJA","OHX08CJA","LOA: Max R(CI) ML FGM-CEJ(mm)","Loss of Attachment: Upper right central incisor (CI) mesio- lingual - FGM to CEJ measurement (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""-6 to 3"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3074"", ""928"", ""667""]; Cumulative=[""3074"", ""4002"", ""4669""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_H","OHX08PCD","OHX08PCD","LOA: Max R(CI) DF FGM-sulcus(mm)","Loss of Attachment: Upper right central incisor (CI) distal - FGM to sulcus base (pocket depth) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 8"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3080"", ""922"", ""667""]; Cumulative=[""3080"", ""4002"", ""4669""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_H","OHX08PCM","OHX08PCM","LOA: Max R(CI) MdF FGM-sulcus(mm)","Loss of Attachment: Upper right central incisor (CI) mid-facial - FGM to sulcus base (pocket depth) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 7"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3074"", ""928"", ""667""]; Cumulative=[""3074"", ""4002"", ""4669""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_H","OHX08PCS","OHX08PCS","LOA: Max R(CI) MF FGM-sulcus(mm)","Loss of Attachment: Upper right central incisor (CI) mesio-facial - FGM to sulcus base (pocket depth) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 7"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3082"", ""920"", ""667""]; Cumulative=[""3082"", ""4002"", ""4669""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_H","OHX08PCP","OHX08PCP","LOA: Max R(CI) DL FGM-sulcus(mm)","Loss of Attachment: Upper right central incisor (CI) distal - lingual - FGM to sulcus base (pocket depth) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 7"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3043"", ""959"", ""667""]; Cumulative=[""3043"", ""4002"", ""4669""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_H","OHX08PCL","OHX08PCL","LOA: Max R(CI) MdL FGM-sulcus(mm)","Loss of Attachment: Upper right central incisor (CI) mid- lingual - FGM to sulcus base (pocket depth) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 8"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3080"", ""922"", ""667""]; Cumulative=[""3080"", ""4002"", ""4669""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_H","OHX08PCA","OHX08PCA","LOA: Max R(CI) ML FGM-sulcus(mm)","Loss of Attachment: Upper right central incisor (CI) mesio- lingual - FGM to sulcus base (pocket depth) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 8"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3074"", ""928"", ""667""]; Cumulative=[""3074"", ""4002"", ""4669""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_H","OHX08LAD","OHX08LAD","LOA: Max R(CI) DF calculated AL(mm)","Loss of Attachment: Upper right central incisor (CI) distal - Calculation of : (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 12"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3080"", ""922"", ""667""]; Cumulative=[""3080"", ""4002"", ""4669""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_H","OHX08LAM","OHX08LAM","LOA: Max R(CI) MdF calculated AL(mm)","Loss of Attachment: Upper right central incisor (CI) mid-facial - Calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 11"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3074"", ""928"", ""667""]; Cumulative=[""3074"", ""4002"", ""4669""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_H","OHX08LAS","OHX08LAS","LOA: Max R(CI) MF calculated AL(mm)","Loss of Attachment: Upper right central incisor (CI) mesio-facial - Calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 10"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3082"", ""920"", ""667""]; Cumulative=[""3082"", ""4002"", ""4669""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_H","OHX08LAP","OHX08LAP","LOA: Max R(CI) DL calculated AL(mm)","Loss of Attachment: Upper right central incisor (CI) distal - lingual - Calculation of: (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 11"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3043"", ""959"", ""667""]; Cumulative=[""3043"", ""4002"", ""4669""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_H","OHX08LAL","OHX08LAL","LOA: Max R(CI) MdL calculated AL(mm)","Loss of Attachment: Upper right central incisor (CI) mid- lingual - Calculation of: (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 11"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3080"", ""922"", ""667""]; Cumulative=[""3080"", ""4002"", ""4669""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_H","OHX08LAA","OHX08LAA","LOA: Max R(CI) ML calculated AL(mm)","Loss of Attachment: Upper right central incisor (CI) mesio-lingual - Calculation of: (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 11"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3074"", ""928"", ""667""]; Cumulative=[""3074"", ""4002"", ""4669""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_H","OHX09CJD","OHX09CJD","LOA: Max L(CI) DF FGM-CEJ(mm)","Loss of Attachment: Upper left central incisor (CI) distal - FGM to CEJ measurement (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""-7 to 3"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3067"", ""931"", ""671""]; Cumulative=[""3067"", ""3998"", ""4669""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_H","OHX09CJM","OHX09CJM","LOA: Max L(CI) MdF FGM-CEJ(mm)","Loss of Attachment: Upper left central incisor (CI) mid-facial - FGM to CEJ measurement (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""-6 to 3"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3072"", ""926"", ""671""]; Cumulative=[""3072"", ""3998"", ""4669""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_H","OHX09CJS","OHX09CJS","LOA: Max L(CI) MF FGM-CEJ(mm)","Loss of Attachment: Upper left central incisor (CI) mesio-facial - FGM to CEJ measurement (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""-6 to 3"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3071"", ""927"", ""671""]; Cumulative=[""3071"", ""3998"", ""4669""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_H","OHX09CJP","OHX09CJP","LOA: Max L(CI) DL FGM-CEJ(mm)","Loss of Attachment: Upper left central incisor (CI) distal - lingual - FGM to CEJ measurement (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""-6 to 2"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3052"", ""946"", ""671""]; Cumulative=[""3052"", ""3998"", ""4669""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_H","OHX09CJL","OHX09CJL","LOA: Max L(CI) MdL FGM-CEJ(mm)","Loss of Attachment: Upper left central incisor (CI) mid- lingual - FGM to CEJ measurement (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""-6 to 2"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3081"", ""917"", ""671""]; Cumulative=[""3081"", ""3998"", ""4669""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_H","OHX09CJA","OHX09CJA","LOA: Max L(CI) ML FGM-CEJ(mm)","Loss of Attachment: Upper left central incisor (CI) mesio- lingual - FGM to CEJ measurement (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""-7 to 2"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3066"", ""932"", ""671""]; Cumulative=[""3066"", ""3998"", ""4669""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_H","OHX09PCD","OHX09PCD","LOA: Max L(CI) DF FGM-sulcus(mm)","Loss of Attachment: Upper left central incisor (CI) distal - FGM to sulcus base (pocket depth) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 12"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3067"", ""931"", ""671""]; Cumulative=[""3067"", ""3998"", ""4669""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_H","OHX09PCM","OHX09PCM","LOA: Max L(CI) MdF FGM-sulcus(mm)","Loss of Attachment: Upper left central incisor (CI) mid-facial - FGM to sulcus base (pocket depth) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 11"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3072"", ""926"", ""671""]; Cumulative=[""3072"", ""3998"", ""4669""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_H","OHX09PCS","OHX09PCS","LOA: Max L(CI) MF FGM-sulcus(mm)","Loss of Attachment: Upper left central incisor (CI) mesio-facial - FGM to sulcus base (pocket depth) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 7"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3071"", ""927"", ""671""]; Cumulative=[""3071"", ""3998"", ""4669""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_H","OHX09PCP","OHX09PCP","LOA: Max L(CI) DL FGM-sulcus(mm)","Loss of Attachment: Upper left central incisor (CI) distal - lingual - FGM to sulcus base (pocket depth) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 12"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3052"", ""946"", ""671""]; Cumulative=[""3052"", ""3998"", ""4669""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_H","OHX09PCL","OHX09PCL","LOA: Max L(CI) MdL FGM-sulcus(mm)","Loss of Attachment: Upper left central incisor (CI) mid- lingual - FGM to sulcus base (pocket depth) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 8"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3081"", ""917"", ""671""]; Cumulative=[""3081"", ""3998"", ""4669""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_H","OHX09PCA","OHX09PCA","LOA: Max L(CI) ML FGM-sulcus(mm)","Loss of Attachment: Upper left central incisor (CI) mesio- lingual - FGM to sulcus base (pocket depth) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 8"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3066"", ""932"", ""671""]; Cumulative=[""3066"", ""3998"", ""4669""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_H","OHX09LAD","OHX09LAD","LOA: Max L(CI) DF calculated AL(mm)","Loss of Attachment: Upper left central incisor (CI) distal - Calculation of : (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 15"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3067"", ""931"", ""671""]; Cumulative=[""3067"", ""3998"", ""4669""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_H","OHX09LAM","OHX09LAM","LOA: Max L(CI) MdF calculated AL(mm)","Loss of Attachment: Upper left central incisor (CI) mid-facial - Calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 14"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3072"", ""926"", ""671""]; Cumulative=[""3072"", ""3998"", ""4669""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_H","OHX09LAS","OHX09LAS","LOA: Max L(CI) MF calculated AL(mm)","Loss of Attachment: Upper left central incisor (CI) mesio-facial - Calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 10"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3071"", ""927"", ""671""]; Cumulative=[""3071"", ""3998"", ""4669""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_H","OHX09LAP","OHX09LAP","LOA: Max L(CI) DL calculated AL(mm)","Loss of Attachment: Upper left central incisor (CI) distal - lingual - Calculation of: (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 15"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3052"", ""946"", ""671""]; Cumulative=[""3052"", ""3998"", ""4669""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_H","OHX09LAL","OHX09LAL","LOA: Max L(CI) MdL calculated AL(mm)","Loss of Attachment: Upper left central incisor (CI) mid- lingual - Calculation of: (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 12"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3081"", ""917"", ""671""]; Cumulative=[""3081"", ""3998"", ""4669""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_H","OHX09LAA","OHX09LAA","LOA: Max L(CI) ML calculated AL(mm)","Loss of Attachment: Upper left central incisor (CI) mesio-lingual - Calculation of: (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 12"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3066"", ""932"", ""671""]; Cumulative=[""3066"", ""3998"", ""4669""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_H","OHX10CJD","OHX10CJD","LOA: Max L(LI) DF FGM-CEJ(mm)","Loss of Attachment: Upper left lateral incisor (LI) distal - FGM to CEJ measurement (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""-8 to 3"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3077"", ""920"", ""672""]; Cumulative=[""3077"", ""3997"", ""4669""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_H","OHX10CJM","OHX10CJM","LOA: Max L(LI) MdF FGM-CEJ(mm)","Loss of Attachment: Upper left lateral incisor (LI) mid-facial - FGM to CEJ measurement (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""-6 to 2"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3077"", ""920"", ""672""]; Cumulative=[""3077"", ""3997"", ""4669""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_H","OHX10CJS","OHX10CJS","LOA: Max L(LI) MF FGM-CEJ(mm)","Loss of Attachment: Upper left lateral incisor (LI) mesio-facial - FGM to CEJ measurement (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""-7 to 3"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3077"", ""920"", ""672""]; Cumulative=[""3077"", ""3997"", ""4669""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_H","OHX10CJP","OHX10CJP","LOA: Max L(LI) DL FGM-CEJ(mm)","Loss of Attachment: Upper left lateral incisor (LI) distal - lingual - FGM to CEJ measurement (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""-6 to 2"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3067"", ""930"", ""672""]; Cumulative=[""3067"", ""3997"", ""4669""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_H","OHX10CJL","OHX10CJL","LOA: Max L(LI) MdL FGM-CEJ(mm)","Loss of Attachment: Upper left lateral incisor (LI) mid- lingual - FGM to CEJ measurement (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""-5 to 2"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3080"", ""917"", ""672""]; Cumulative=[""3080"", ""3997"", ""4669""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_H","OHX10CJA","OHX10CJA","LOA: Max L(LI) ML FGM-CEJ(mm)","Loss of Attachment: Upper left lateral incisor (LI) mesio- lingual - FGM to CEJ measurement (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""-6 to 2"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3027"", ""970"", ""672""]; Cumulative=[""3027"", ""3997"", ""4669""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_H","OHX10PCD","OHX10PCD","LOA: Max L(LI) DF FGM-sulcus(mm)","Loss of Attachment: Upper left lateral incisor (LI) distal - FGM to sulcus base (pocket depth) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 8"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3077"", ""920"", ""672""]; Cumulative=[""3077"", ""3997"", ""4669""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_H","OHX10PCM","OHX10PCM","LOA: Max L(LI) MdF FGM-sulcus(mm)","Loss of Attachment: Upper left lateral incisor (LI) mid-facial - FGM to sulcus base (pocket depth) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 8"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3077"", ""920"", ""672""]; Cumulative=[""3077"", ""3997"", ""4669""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_H","OHX10PCS","OHX10PCS","LOA: Max L(LI) MF FGM-sulcus(mm)","Loss of Attachment: Upper left lateral incisor (LI) mesio-facial - FGM to sulcus base (pocket depth) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 10"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3077"", ""920"", ""672""]; Cumulative=[""3077"", ""3997"", ""4669""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
