"Tabela","Variavel","Variable_Name","SAS_Label","English_Text","Target","English_Instructions","Tabela_Valores"
"DXXL2_H","SEQN","SEQN","Sequence number","Sequence number","Both males and females 40 YEARS - 150 YEARS",NA,NA
"DXXL2_H","DXDLSPST","DXDLSPST","IVA lateral spine scan status","IVA lateral spine scan status","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""3"", ""4"", ""5"", "".""]; Value.Description=[""IVA Lateral Spine scan completed, all vertebra are valid"", ""IVA Lateral Spine scan completed, but one or more vertebrae are invalid"", ""IVA Lateral Spine not scanned, pregnancy"", ""IVA Lateral Spine not scanned, weight > 450 lbs"", ""IVA Lateral Spine not scanned, other reason"", ""Missing""]; Count=[""2875"", ""455"", ""3"", ""1"", ""374"", ""0""]; Cumulative=[""2875"", ""3330"", ""3333"", ""3334"", ""3708"", ""3708""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"DXXL2_H","DXXPT21Y","DXXPT21Y","y-coordinates of outline points 22","y-coordinates of outline points 22","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""174.3 to 404.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3281"", ""427""]; Cumulative=[""3281"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL2_H","DXXPT22X","DXXPT22X","x-coordinates of outline points 23","x-coordinates of outline points 23","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""530 to 1117.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3281"", ""427""]; Cumulative=[""3281"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL2_H","DXXPT22Y","DXXPT22Y","y-coordinates of outline points 23","y-coordinates of outline points 23","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""175.9 to 406.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3281"", ""427""]; Cumulative=[""3281"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL2_H","DXXPT23X","DXXPT23X","x-coordinates of outline points 24","x-coordinates of outline points 24","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""535.5 to 1122.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3281"", ""427""]; Cumulative=[""3281"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL2_H","DXXPT23Y","DXXPT23Y","y-coordinates of outline points 24","y-coordinates of outline points 24","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""178.3 to 408.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3281"", ""427""]; Cumulative=[""3281"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL2_H","DXXPT24X","DXXPT24X","x-coordinates of outline points 25","x-coordinates of outline points 25","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""540.3 to 1127.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3281"", ""427""]; Cumulative=[""3281"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL2_H","DXXPT24Y","DXXPT24Y","y-coordinates of outline points 25","y-coordinates of outline points 25","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""166.2 to 400.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3281"", ""427""]; Cumulative=[""3281"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL2_H","DXXPT25X","DXXPT25X","x-coordinates of outline points 26","x-coordinates of outline points 26","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""549.3 to 1136.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3281"", ""427""]; Cumulative=[""3281"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL2_H","DXXPT25Y","DXXPT25Y","y-coordinates of outline points 26","y-coordinates of outline points 26","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""156.6 to 392.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3281"", ""427""]; Cumulative=[""3281"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL2_H","DXXPT26X","DXXPT26X","x-coordinates of outline points 27","x-coordinates of outline points 27","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""549.8 to 1136.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3281"", ""427""]; Cumulative=[""3281"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL2_H","DXXPT26Y","DXXPT26Y","y-coordinates of outline points 27","y-coordinates of outline points 27","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""146.5 to 383.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3281"", ""427""]; Cumulative=[""3281"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL2_H","DXXPT27X","DXXPT27X","x-coordinates of outline points 28","x-coordinates of outline points 28","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""549.8 to 1135.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3281"", ""427""]; Cumulative=[""3281"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL2_H","DXXPT27Y","DXXPT27Y","y-coordinates of outline points 28","y-coordinates of outline points 28","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""135.6 to 373.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3281"", ""427""]; Cumulative=[""3281"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL2_H","DXXPT28X","DXXPT28X","x-coordinates of outline points 29","x-coordinates of outline points 29","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""550 to 1135.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3281"", ""427""]; Cumulative=[""3281"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL2_H","DXXPT28Y","DXXPT28Y","y-coordinates of outline points 29","y-coordinates of outline points 29","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""124.6 to 364.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3281"", ""427""]; Cumulative=[""3281"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL2_H","DXXPT29X","DXXPT29X","x-coordinates of outline points 30","x-coordinates of outline points 30","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""550.9 to 1135.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3281"", ""427""]; Cumulative=[""3281"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL2_H","DXXPT29Y","DXXPT29Y","y-coordinates of outline points 30","y-coordinates of outline points 30","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""113.9 to 355.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3281"", ""427""]; Cumulative=[""3281"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL2_H","DXXPT30X","DXXPT30X","x-coordinates of outline points 31","x-coordinates of outline points 31","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""553.3 to 1136.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3281"", ""427""]; Cumulative=[""3281"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL2_H","DXXPT30Y","DXXPT30Y","y-coordinates of outline points 31","y-coordinates of outline points 31","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""102.5 to 345.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3281"", ""427""]; Cumulative=[""3281"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL2_H","DXXPT31X","DXXPT31X","x-coordinates of outline points 32","x-coordinates of outline points 32","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""556.7 to 1137.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3281"", ""427""]; Cumulative=[""3281"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL2_H","DXXPT31Y","DXXPT31Y","y-coordinates of outline points 32","y-coordinates of outline points 32","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""166.1 to 400.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3281"", ""427""]; Cumulative=[""3281"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL2_H","DXXPT32X","DXXPT32X","x-coordinates of outline points 33","x-coordinates of outline points 33","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""551.5 to 1138.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3281"", ""427""]; Cumulative=[""3281"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL2_H","DXXPT32Y","DXXPT32Y","y-coordinates of outline points 33","y-coordinates of outline points 33","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""156.1 to 392.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3281"", ""427""]; Cumulative=[""3281"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL2_H","DXXPT33X","DXXPT33X","x-coordinates of outline points 34","x-coordinates of outline points 34","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""553.5 to 1139.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3281"", ""427""]; Cumulative=[""3281"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL2_H","DXXPT33Y","DXXPT33Y","y-coordinates of outline points 34","y-coordinates of outline points 34","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""145.5 to 383.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3281"", ""427""]; Cumulative=[""3281"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL2_H","DXXPT34X","DXXPT34X","x-coordinates of outline points 35","x-coordinates of outline points 35","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""554.6 to 1140.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3281"", ""427""]; Cumulative=[""3281"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL2_H","DXXPT34Y","DXXPT34Y","y-coordinates of outline points 35","y-coordinates of outline points 35","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""134.6 to 374.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3281"", ""427""]; Cumulative=[""3281"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL2_H","DXXPT35X","DXXPT35X","x-coordinates of outline points 36","x-coordinates of outline points 36","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""555.7 to 1140.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3281"", ""427""]; Cumulative=[""3281"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL2_H","DXXPT35Y","DXXPT35Y","y-coordinates of outline points 36","y-coordinates of outline points 36","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""124.1 to 365"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3281"", ""427""]; Cumulative=[""3281"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL2_H","DXXPT36X","DXXPT36X","x-coordinates of outline points 37","x-coordinates of outline points 37","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""557.2 to 1140.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3281"", ""427""]; Cumulative=[""3281"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL2_H","DXXPT36Y","DXXPT36Y","y-coordinates of outline points 37","y-coordinates of outline points 37","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""111.5 to 355"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3281"", ""427""]; Cumulative=[""3281"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL2_H","DXXPT37X","DXXPT37X","x-coordinates of outline points 38","x-coordinates of outline points 38","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""559.1 to 1140.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3281"", ""427""]; Cumulative=[""3281"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL2_H","DXXPT37Y","DXXPT37Y","y-coordinates of outline points 38","y-coordinates of outline points 38","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""99.2 to 344.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3281"", ""427""]; Cumulative=[""3281"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL2_H","DXXPT38X","DXXPT38X","x-coordinates of outline points 39","x-coordinates of outline points 39","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""561.2 to 1141.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3281"", ""427""]; Cumulative=[""3281"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL2_H","DXXPT38Y","DXXPT38Y","y-coordinates of outline points 39","y-coordinates of outline points 39","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""171.2 to 403.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3281"", ""427""]; Cumulative=[""3281"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL2_H","DXXPT39X","DXXPT39X","x-coordinates of outline points 40","x-coordinates of outline points 40","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""549.3 to 1136.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3281"", ""427""]; Cumulative=[""3281"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL2_H","DXXPT39Y","DXXPT39Y","y-coordinates of outline points 40","y-coordinates of outline points 40","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""166.8 to 399.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3281"", ""427""]; Cumulative=[""3281"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL2_H","DXXPT40X","DXXPT40X","x-coordinates of outline points 41","x-coordinates of outline points 41","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""549.9 to 1137"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3281"", ""427""]; Cumulative=[""3281"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL2_H","DXXPT40Y","DXXPT40Y","y-coordinates of outline points 41","y-coordinates of outline points 41","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""162.6 to 395.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3281"", ""427""]; Cumulative=[""3281"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL2_H","DXXPT41X","DXXPT41X","x-coordinates of outline points 42","x-coordinates of outline points 42","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""550.2 to 1137.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3281"", ""427""]; Cumulative=[""3281"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL2_H","DXXPT41Y","DXXPT41Y","y-coordinates of outline points 42","y-coordinates of outline points 42","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""158.2 to 391.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3281"", ""427""]; Cumulative=[""3281"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL2_H","DXXPT42X","DXXPT42X","x-coordinates of outline points 43","x-coordinates of outline points 43","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""550.5 to 1137.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3281"", ""427""]; Cumulative=[""3281"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL2_H","DXXPT42Y","DXXPT42Y","y-coordinates of outline points 43","y-coordinates of outline points 43","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""153.9 to 387.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3281"", ""427""]; Cumulative=[""3281"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL2_H","DXXPT43X","DXXPT43X","x-coordinates of outline points 44","x-coordinates of outline points 44","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""550.8 to 1137.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3281"", ""427""]; Cumulative=[""3281"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL2_H","DXXPT43Y","DXXPT43Y","y-coordinates of outline points 44","y-coordinates of outline points 44","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""149.1 to 383.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3281"", ""427""]; Cumulative=[""3281"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL2_H","DXXPT44X","DXXPT44X","x-coordinates of outline points 45","x-coordinates of outline points 45","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""551.2 to 1137.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3281"", ""427""]; Cumulative=[""3281"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL2_H","DXXPT44Y","DXXPT44Y","y-coordinates of outline points 45","y-coordinates of outline points 45","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""143 to 378.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3281"", ""427""]; Cumulative=[""3281"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL2_H","DXXPT45X","DXXPT45X","x-coordinates of outline points 46","x-coordinates of outline points 46","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""551.5 to 1137.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3281"", ""427""]; Cumulative=[""3281"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL2_H","DXXPT45Y","DXXPT45Y","y-coordinates of outline points 46","y-coordinates of outline points 46","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""136.9 to 373.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3281"", ""427""]; Cumulative=[""3281"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL2_H","DXXPT46X","DXXPT46X","x-coordinates of outline points 47","x-coordinates of outline points 47","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""551.8 to 1137.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3281"", ""427""]; Cumulative=[""3281"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL2_H","DXXPT46Y","DXXPT46Y","y-coordinates of outline points 47","y-coordinates of outline points 47","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""130.6 to 368.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3281"", ""427""]; Cumulative=[""3281"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL2_H","DXXPT47X","DXXPT47X","x-coordinates of outline points 48","x-coordinates of outline points 48","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""552.4 to 1137.3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3281"", ""427""]; Cumulative=[""3281"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL2_H","DXXPT47Y","DXXPT47Y","y-coordinates of outline points 48","y-coordinates of outline points 48","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""124.3 to 364.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3281"", ""427""]; Cumulative=[""3281"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL2_H","DXXPT48X","DXXPT48X","x-coordinates of outline points 49","x-coordinates of outline points 49","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""553 to 1137.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3281"", ""427""]; Cumulative=[""3281"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL2_H","DXXPT48Y","DXXPT48Y","y-coordinates of outline points 49","y-coordinates of outline points 49","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""117.7 to 359.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3281"", ""427""]; Cumulative=[""3281"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL2_H","DXXPT49X","DXXPT49X","x-coordinates of outline points 50","x-coordinates of outline points 50","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""554 to 1137.3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3281"", ""427""]; Cumulative=[""3281"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL2_H","DXXPT49Y","DXXPT49Y","y-coordinates of outline points 50","y-coordinates of outline points 50","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""112 to 354.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3281"", ""427""]; Cumulative=[""3281"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL2_H","DXXPT50X","DXXPT50X","x-coordinates of outline points 51","x-coordinates of outline points 51","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""555.3 to 1137.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3281"", ""427""]; Cumulative=[""3281"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL2_H","DXXPT50Y","DXXPT50Y","y-coordinates of outline points 51","y-coordinates of outline points 51","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""106.5 to 349.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3281"", ""427""]; Cumulative=[""3281"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL2_H","DXXPT51X","DXXPT51X","x-coordinates of outline points 52","x-coordinates of outline points 52","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""556.8 to 1138.3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3281"", ""427""]; Cumulative=[""3281"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL2_H","DXXPT51Y","DXXPT51Y","y-coordinates of outline points 52","y-coordinates of outline points 52","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""."", ""100.7 to 345.6""]; Value.Description=[""Missing"", ""Range of Values""]; Count=[""427"", ""3281""]; Cumulative=[""3708"", ""3281""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL2_H","DXXPT52X","DXXPT52X","x-coordinates of outline points 53","x-coordinates of outline points 53","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""558.6 to 1139"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3281"", ""427""]; Cumulative=[""3281"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL2_H","DXXPT52Y","DXXPT52Y","y-coordinates of outline points 53","y-coordinates of outline points 53","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""95.1 to 341.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3281"", ""427""]; Cumulative=[""3281"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL2_H","DXXPT53X","DXXPT53X","x-coordinates of outline points 54","x-coordinates of outline points 54","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""560.4 to 1139.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3281"", ""427""]; Cumulative=[""3281"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL2_H","DXXPT53Y","DXXPT53Y","y-coordinates of outline points 54","y-coordinates of outline points 54","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""85.7 to 334.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3281"", ""427""]; Cumulative=[""3281"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL2_H","DXXPT54X","DXXPT54X","x-coordinates of outline points 55","x-coordinates of outline points 55","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""554.4 to 1133.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3281"", ""427""]; Cumulative=[""3281"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL2_H","DXXPT54Y","DXXPT54Y","y-coordinates of outline points 55","y-coordinates of outline points 55","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""85.3 to 333.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3281"", ""427""]; Cumulative=[""3281"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL2_H","DXXPT55X","DXXPT55X","x-coordinates of outline points 56","x-coordinates of outline points 56","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""545.4 to 1124.3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3281"", ""427""]; Cumulative=[""3281"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL2_H","DXXPT55Y","DXXPT55Y","y-coordinates of outline points 56","y-coordinates of outline points 56","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""84.7 to 332.3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3281"", ""427""]; Cumulative=[""3281"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL2_H","DXXPT56X","DXXPT56X","x-coordinates of outline points 57","x-coordinates of outline points 57","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""536.3 to 1114.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3281"", ""427""]; Cumulative=[""3281"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL2_H","DXXPT56Y","DXXPT56Y","y-coordinates of outline points 57","y-coordinates of outline points 57","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""83.9 to 330.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3281"", ""427""]; Cumulative=[""3281"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL2_H","DXXPT57X","DXXPT57X","x-coordinates of outline points 58","x-coordinates of outline points 58","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""527.4 to 1105.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3281"", ""427""]; Cumulative=[""3281"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL2_H","DXXPT57Y","DXXPT57Y","y-coordinates of outline points 58","y-coordinates of outline points 58","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""83.3 to 327.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3281"", ""427""]; Cumulative=[""3281"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
