"Tabela","Variavel","Variable_Name","SAS_Label","English_Text","Target","English_Instructions","Tabela_Valores"
"DXXT7_H","SEQN","SEQN","Sequence number","Sequence number","Both males and females 40 YEARS - 150 YEARS",NA,NA
"DXXT7_H","DXDLSPST","DXDLSPST","IVA lateral spine scan status","IVA lateral spine scan status","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""3"", ""4"", ""5"", "".""]; Value.Description=[""IVA Lateral Spine scan completed, all vertebra are valid"", ""IVA Lateral Spine scan completed, but one or more vertebrae are invalid"", ""IVA Lateral Spine not scanned, pregnancy"", ""IVA Lateral Spine not scanned, weight > 450 lbs"", ""IVA Lateral Spine not scanned, other reason"", ""Missing""]; Count=[""2875"", ""455"", ""3"", ""1"", ""374"", ""0""]; Cumulative=[""2875"", ""3330"", ""3333"", ""3334"", ""3708"", ""3708""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"DXXT7_H","DXXPT21Y","DXXPT21Y","y-coordinates of outline points 22","y-coordinates of outline points 22","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""108.1 to 294.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT22X","DXXPT22X","x-coordinates of outline points 23","x-coordinates of outline points 23","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""109.4 to 678.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT22Y","DXXPT22Y","y-coordinates of outline points 23","y-coordinates of outline points 23","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""109.1 to 295.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT23X","DXXPT23X","x-coordinates of outline points 24","x-coordinates of outline points 24","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""112.4 to 683.3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT23Y","DXXPT23Y","y-coordinates of outline points 24","y-coordinates of outline points 24","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""110.7 to 297.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT24X","DXXPT24X","x-coordinates of outline points 25","x-coordinates of outline points 25","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""115.5 to 687.3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT24Y","DXXPT24Y","y-coordinates of outline points 25","y-coordinates of outline points 25","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""101.2 to 285.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT25X","DXXPT25X","x-coordinates of outline points 26","x-coordinates of outline points 26","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""119.3 to 689.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT25Y","DXXPT25Y","y-coordinates of outline points 26","y-coordinates of outline points 26","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""92.2 to 277.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT26X","DXXPT26X","x-coordinates of outline points 27","x-coordinates of outline points 27","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""119.3 to 686.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT26Y","DXXPT26Y","y-coordinates of outline points 27","y-coordinates of outline points 27","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""82.8 to 268.3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT27X","DXXPT27X","x-coordinates of outline points 28","x-coordinates of outline points 28","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""119.5 to 683.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT27Y","DXXPT27Y","y-coordinates of outline points 28","y-coordinates of outline points 28","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""73.9 to 258.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT28X","DXXPT28X","x-coordinates of outline points 29","x-coordinates of outline points 29","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""120.1 to 680.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT28Y","DXXPT28Y","y-coordinates of outline points 29","y-coordinates of outline points 29","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""65.1 to 249.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT29X","DXXPT29X","x-coordinates of outline points 30","x-coordinates of outline points 30","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""120.7 to 678.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT29Y","DXXPT29Y","y-coordinates of outline points 30","y-coordinates of outline points 30","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""56.8 to 240"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT30X","DXXPT30X","x-coordinates of outline points 31","x-coordinates of outline points 31","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""."", ""122.3 to 676.5""]; Value.Description=[""Missing"", ""Range of Values""]; Count=[""467"", ""3241""]; Cumulative=[""3708"", ""3241""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT30Y","DXXPT30Y","y-coordinates of outline points 31","y-coordinates of outline points 31","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""47.5 to 230.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT31X","DXXPT31X","x-coordinates of outline points 32","x-coordinates of outline points 32","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""124.4 to 674.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT31Y","DXXPT31Y","y-coordinates of outline points 32","y-coordinates of outline points 32","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""101.4 to 286.3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT32X","DXXPT32X","x-coordinates of outline points 33","x-coordinates of outline points 33","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""122.2 to 692.3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT32Y","DXXPT32Y","y-coordinates of outline points 33","y-coordinates of outline points 33","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""92.2 to 277"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT33X","DXXPT33X","x-coordinates of outline points 34","x-coordinates of outline points 34","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""123.5 to 690.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT33Y","DXXPT33Y","y-coordinates of outline points 34","y-coordinates of outline points 34","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""82.7 to 267.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT34X","DXXPT34X","x-coordinates of outline points 35","x-coordinates of outline points 35","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""125 to 687.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT34Y","DXXPT34Y","y-coordinates of outline points 35","y-coordinates of outline points 35","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""73.8 to 258.3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT35X","DXXPT35X","x-coordinates of outline points 36","x-coordinates of outline points 36","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""126.1 to 685.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT35Y","DXXPT35Y","y-coordinates of outline points 36","y-coordinates of outline points 36","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""64.2 to 247.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT36X","DXXPT36X","x-coordinates of outline points 37","x-coordinates of outline points 37","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""127.3 to 682.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT36Y","DXXPT36Y","y-coordinates of outline points 37","y-coordinates of outline points 37","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""55 to 237.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT37X","DXXPT37X","x-coordinates of outline points 38","x-coordinates of outline points 38","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""128.7 to 680.3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT37Y","DXXPT37Y","y-coordinates of outline points 38","y-coordinates of outline points 38","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""45.8 to 227.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT38X","DXXPT38X","x-coordinates of outline points 39","x-coordinates of outline points 39","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""130 to 677.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT38Y","DXXPT38Y","y-coordinates of outline points 39","y-coordinates of outline points 39","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""105.4 to 289.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT39X","DXXPT39X","x-coordinates of outline points 40","x-coordinates of outline points 40","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""120.1 to 691.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT39Y","DXXPT39Y","y-coordinates of outline points 40","y-coordinates of outline points 40","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""100.8 to 285.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT40X","DXXPT40X","x-coordinates of outline points 41","x-coordinates of outline points 41","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""120.3 to 690.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT40Y","DXXPT40Y","y-coordinates of outline points 41","y-coordinates of outline points 41","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""96.5 to 280.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT41X","DXXPT41X","x-coordinates of outline points 42","x-coordinates of outline points 42","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""120.5 to 689.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT41Y","DXXPT41Y","y-coordinates of outline points 42","y-coordinates of outline points 42","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""91.9 to 276"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT42X","DXXPT42X","x-coordinates of outline points 43","x-coordinates of outline points 43","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""120.8 to 687.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT42Y","DXXPT42Y","y-coordinates of outline points 43","y-coordinates of outline points 43","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""87.7 to 271.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT43X","DXXPT43X","x-coordinates of outline points 44","x-coordinates of outline points 44","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""121.1 to 686.3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT43Y","DXXPT43Y","y-coordinates of outline points 44","y-coordinates of outline points 44","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""82.9 to 266.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT44X","DXXPT44X","x-coordinates of outline points 45","x-coordinates of outline points 45","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""121.4 to 685"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT44Y","DXXPT44Y","y-coordinates of outline points 45","y-coordinates of outline points 45","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""78.4 to 262.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT45X","DXXPT45X","x-coordinates of outline points 46","x-coordinates of outline points 46","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""121.8 to 683.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT45Y","DXXPT45Y","y-coordinates of outline points 46","y-coordinates of outline points 46","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""73.4 to 257.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT46X","DXXPT46X","x-coordinates of outline points 47","x-coordinates of outline points 47","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""122.2 to 682.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT46Y","DXXPT46Y","y-coordinates of outline points 47","y-coordinates of outline points 47","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""69 to 252.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT47X","DXXPT47X","x-coordinates of outline points 48","x-coordinates of outline points 48","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""122.9 to 681.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT47Y","DXXPT47Y","y-coordinates of outline points 48","y-coordinates of outline points 48","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""64.5 to 248.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT48X","DXXPT48X","x-coordinates of outline points 49","x-coordinates of outline points 49","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""123.4 to 680.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT48Y","DXXPT48Y","y-coordinates of outline points 49","y-coordinates of outline points 49","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""60 to 243.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT49X","DXXPT49X","x-coordinates of outline points 50","x-coordinates of outline points 50","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""124 to 678.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT49Y","DXXPT49Y","y-coordinates of outline points 50","y-coordinates of outline points 50","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""55.1 to 238.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT50X","DXXPT50X","x-coordinates of outline points 51","x-coordinates of outline points 51","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""124.8 to 677.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT50Y","DXXPT50Y","y-coordinates of outline points 51","y-coordinates of outline points 51","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""50.4 to 234"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT51X","DXXPT51X","x-coordinates of outline points 52","x-coordinates of outline points 52","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""125.6 to 676.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT51Y","DXXPT51Y","y-coordinates of outline points 52","y-coordinates of outline points 52","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""46 to 229.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT52X","DXXPT52X","x-coordinates of outline points 53","x-coordinates of outline points 53","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""126.4 to 675.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT52Y","DXXPT52Y","y-coordinates of outline points 53","y-coordinates of outline points 53","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""42.1 to 225.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT53X","DXXPT53X","x-coordinates of outline points 54","x-coordinates of outline points 54","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""127.2 to 675.3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT53Y","DXXPT53Y","y-coordinates of outline points 54","y-coordinates of outline points 54","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""38.6 to 221.3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT54X","DXXPT54X","x-coordinates of outline points 55","x-coordinates of outline points 55","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""128.4 to 672.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT54Y","DXXPT54Y","y-coordinates of outline points 55","y-coordinates of outline points 55","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""38.5 to 221.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT55X","DXXPT55X","x-coordinates of outline points 56","x-coordinates of outline points 56","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""120.1 to 662.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT55Y","DXXPT55Y","y-coordinates of outline points 56","y-coordinates of outline points 56","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""38.5 to 222.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT56X","DXXPT56X","x-coordinates of outline points 57","x-coordinates of outline points 57","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""112.5 to 654.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT56Y","DXXPT56Y","y-coordinates of outline points 57","y-coordinates of outline points 57","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""38.4 to 223.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT57X","DXXPT57X","x-coordinates of outline points 58","x-coordinates of outline points 58","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""105 to 645.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT57Y","DXXPT57Y","y-coordinates of outline points 58","y-coordinates of outline points 58","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""38.4 to 223.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
