"Tabela","Variavel","Variable_Name","SAS_Label","English_Text","Target","English_Instructions","Tabela_Valores"
"OHXPRU_B","SEQN","SEQN","Respondent sequence number","Respondent sequence number.","Both males and females 13 YEARS - 150 YEARS",NA,NA
"OHXPRU_B","OHAEXSTS","OHAEXSTS","Overall Oral Health Exam Status","Overall Oral Health Exam Status","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""3"", "".""]; Value.Description=[""Complete"", ""Partial"", ""Not done"", ""Missing""]; Count=[""5488"", ""1147"", ""495"", ""0""]; Cumulative=[""5488"", ""6635"", ""7130"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHD11LAM","OHD11LAM","LOA: mid-facial #11 calculated LA","Loss of Attachment: Upper left cuspid (C) mid-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 12"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Calculation cannot be determined"", ""Missing""]; Count=[""2516"", ""272"", ""4342""]; Cumulative=[""2516"", ""2788"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHD11CJS","OHD11CJS","LOA: mesial #11 FGM/CEJ","Loss of Attachment: Upper left cuspid (C) mesio-facial - FGM to CEJ measurement (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""-7 to 3"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2554"", ""233"", ""4343""]; Cumulative=[""2554"", ""2787"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHD11PCS","OHD11PCS","LOA: mesial #11 PD","Loss of Attachment: Upper left cuspid (C) mesio-facial - FGM to sulcus base (pocket depth) (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 7"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2554"", ""233"", ""4343""]; Cumulative=[""2554"", ""2787"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHD11LAS","OHD11LAS","LOA: mesial #11 calculated LA","Loss of Attachment: Upper left cuspid (C) mesio-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 14"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Calculation cannot be determined"", ""Missing""]; Count=[""2554"", ""233"", ""4343""]; Cumulative=[""2554"", ""2787"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHD11CJD","OHD11CJD","LOA: distal #11 FGM/CEJ","Loss of Attachment: Upper left cuspid (C) distal - FGM to CEJ measurement (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""-8 to 4"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2559"", ""229"", ""4342""]; Cumulative=[""2559"", ""2788"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHD11PCD","OHD11PCD","LOA: distal #11 PD","Loss of Attachment: Upper left cuspid (C) distal - FGM to sulcus base (pocket depth) (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 10"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2559"", ""229"", ""4342""]; Cumulative=[""2559"", ""2788"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHD11LAD","OHD11LAD","LOA: distal #11 calculated LA","Loss of Attachment: Upper left cuspid (C) distal - Calculation of : (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 12"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2559"", ""229"", ""4342""]; Cumulative=[""2559"", ""2788"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHD10CJM","OHD10CJM","LOA: mid-facial #10 FGM/CEJ","Loss of Attachment: Upper left lateral incisor (LI) mid-facial - FGM to CEJ measurement (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""-6 to 3"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2461"", ""328"", ""4341""]; Cumulative=[""2461"", ""2789"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHD10PCM","OHD10PCM","LOA: mid-facial #10 PD","Loss of Attachment: Upper left lateral incisor (LI) mid-facial - FGM to sulcus base (pocket depth) (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 7"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2461"", ""328"", ""4341""]; Cumulative=[""2461"", ""2789"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHD10LAM","OHD10LAM","LOA: mid-facial #10 calculated LA","Loss of Attachment: Upper left lateral incisor (LI) mid-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 9"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Calculation cannot be determined"", ""Missing""]; Count=[""2461"", ""328"", ""4341""]; Cumulative=[""2461"", ""2789"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHD10CJS","OHD10CJS","LOA: mesial #10 FGM/CEJ","Loss of Attachment: Upper left lateral incisor (LI) mesio-facial - FGM to CEJ measurement (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""-6 to 4"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2493"", ""296"", ""4341""]; Cumulative=[""2493"", ""2789"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHD10PCS","OHD10PCS","LOA: mesial #10 PD","Loss of Attachment: Upper left lateral incisor (LI) mesio-facial - FGM to sulcus base (pocket depth) (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 7"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2493"", ""296"", ""4341""]; Cumulative=[""2493"", ""2789"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHD10LAS","OHD10LAS","LOA: mesial #10 calculated LA","Loss of Attachment: Upper left lateral incisor (LI) mesio-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 12"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Calculation cannot be determined"", ""Missing""]; Count=[""2493"", ""296"", ""4341""]; Cumulative=[""2493"", ""2789"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHD10CJD","OHD10CJD","LOA: distal #10 FGM/CEJ","Loss of Attachment: Upper left lateral incisor (LI) distal - FGM to CEJ measurement (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""-6 to 3"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2498"", ""291"", ""4341""]; Cumulative=[""2498"", ""2789"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHD10PCD","OHD10PCD","LOA: distal #10 PD","Loss of Attachment: Upper left lateral incisor (LI) distal - FGM to sulcus base (pocket depth) (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 8"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2498"", ""291"", ""4341""]; Cumulative=[""2498"", ""2789"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHD10LAD","OHD10LAD","LOA: distal #10 calculated LA","Loss of Attachment: Upper left lateral incisor (LI) distal - Calculation of : (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 10"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2498"", ""291"", ""4341""]; Cumulative=[""2498"", ""2789"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHD09CJM","OHD09CJM","LOA: mid-facial #9 FGM/CEJ","Loss of Attachment: Upper left central incisor (CI) mid-facial - FGM to CEJ measurement (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""-5 to 3"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2509"", ""279"", ""4342""]; Cumulative=[""2509"", ""2788"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHD09PCM","OHD09PCM","LOA: mid-facial #9 PD","Loss of Attachment: Upper left central incisor (CI) mid-facial - FGM to sulcus base (pocket depth) (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 4"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2509"", ""279"", ""4342""]; Cumulative=[""2509"", ""2788"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHD09LAM","OHD09LAM","LOA: mid-facial #9 calculated LA","Loss of Attachment: Upper left central incisor (CI) mid-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 6"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Calculation cannot be determined"", ""Missing""]; Count=[""2509"", ""279"", ""4342""]; Cumulative=[""2509"", ""2788"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHD09CJS","OHD09CJS","LOA: mesial #9 FGM/CEJ","Loss of Attachment: Upper left central incisor (CI) mesio-facial - FGM to CEJ measurement (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""-4 to 3"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2542"", ""246"", ""4342""]; Cumulative=[""2542"", ""2788"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHD09PCS","OHD09PCS","LOA: mesial #9 PD","Loss of Attachment: Upper left central incisor (CI) mesio-facial - FGM to sulcus base (pocket depth) (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 6"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2542"", ""246"", ""4342""]; Cumulative=[""2542"", ""2788"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHD09LAS","OHD09LAS","LOA: mesial #9 calculated LA","Loss of Attachment: Upper left central incisor (CI) mesio-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 7"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Calculation cannot be determined"", ""Missing""]; Count=[""2542"", ""246"", ""4342""]; Cumulative=[""2542"", ""2788"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHD09CJD","OHD09CJD","LOA: distal #9 FGM/CEJ","Loss of Attachment: Upper left central incisor (CI) distal - FGM to CEJ measurement (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""-3 to 3"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2543"", ""245"", ""4342""]; Cumulative=[""2543"", ""2788"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHD09PCD","OHD09PCD","LOA: distal #9 PD","Loss of Attachment: Upper left central incisor (CI) distal - FGM to sulcus base (pocket depth) (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 5"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2543"", ""245"", ""4342""]; Cumulative=[""2543"", ""2788"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHD09LAD","OHD09LAD","LOA: distal #9 calculated LA","Loss of Attachment: Upper left central incisor (CI) distal - Calculation of : (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm)","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 7"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2543"", ""245"", ""4342""]; Cumulative=[""2543"", ""2788"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHX02BPD","OHX02BPD","BOP: distal #2","Periodontal bleeding from probing: Upper right 2nd molar-distal site","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""9"", "".""]; Value.Description=[""Bleeding is detected following the probing"", ""No evidence of bleeding following the probing"", ""Cannot be assessed"", ""Missing""]; Count=[""345"", ""1960"", ""499"", ""4326""]; Cumulative=[""345"", ""2305"", ""2804"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHX02BPM","OHX02BPM","BOP: midfacial #2","Periodontal bleeding from probing: Upper right 2nd molar-midfacial site","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""9"", "".""]; Value.Description=[""Bleeding is detected following the probing"", ""No evidence of bleeding following the probing"", ""Cannot be assessed"", ""Missing""]; Count=[""298"", ""2010"", ""496"", ""4326""]; Cumulative=[""298"", ""2308"", ""2804"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHX02BPS","OHX02BPS","BOP: mesial #2","Periodontal bleeding from probing: Upper right 2nd molar-mesial site","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""9"", "".""]; Value.Description=[""Bleeding is detected following the probing"", ""No evidence of bleeding following the probing"", ""Cannot be assessed"", ""Missing""]; Count=[""652"", ""1665"", ""487"", ""4326""]; Cumulative=[""652"", ""2317"", ""2804"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHX03BPD","OHX03BPD","BOP: distal #3","Periodontal bleeding from probing: Upper right 1st molar-distal site","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""9"", "".""]; Value.Description=[""Bleeding is detected following the probing"", ""No evidence of bleeding following the probing"", ""Cannot be assessed"", ""Missing""]; Count=[""628"", ""1699"", ""475"", ""4328""]; Cumulative=[""628"", ""2327"", ""2802"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHX03BPM","OHX03BPM","BOP: midfacial #3","Periodontal bleeding from probing: Upper right 1st molar-midfacial site","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""9"", "".""]; Value.Description=[""Bleeding is detected following the probing"", ""No evidence of bleeding following the probing"", ""Cannot be assessed"", ""Missing""]; Count=[""213"", ""2098"", ""491"", ""4328""]; Cumulative=[""213"", ""2311"", ""2802"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHX03BPS","OHX03BPS","BOP: mesial #3","Periodontal bleeding from probing: Upper right 1st molar-mesial site","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""9"", "".""]; Value.Description=[""Bleeding is detected following the probing"", ""No evidence of bleeding following the probing"", ""Cannot be assessed"", ""Missing""]; Count=[""459"", ""1867"", ""476"", ""4328""]; Cumulative=[""459"", ""2326"", ""2802"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHX04BPD","OHX04BPD","BOP: distal #4","Periodontal bleeding from probing: Upper right 2nd bicuspid-distal site","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""9"", "".""]; Value.Description=[""Bleeding is detected following the probing"", ""No evidence of bleeding following the probing"", ""Cannot be assessed"", ""Missing""]; Count=[""439"", ""1944"", ""418"", ""4329""]; Cumulative=[""439"", ""2383"", ""2801"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHX04BPM","OHX04BPM","BOP: midfacial #4"," Periodontal bleeding from probing: Upper right 2nd bicuspid-midfacial site","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""9"", "".""]; Value.Description=[""Bleeding is detected following the probing"", ""No evidence of bleeding following the probing"", ""Cannot be assessed"", ""Missing""]; Count=[""135"", ""2206"", ""460"", ""4329""]; Cumulative=[""135"", ""2341"", ""2801"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHX04BPS","OHX04BPS","BOP: mesial #4","Periodontal bleeding from probing: Upper right 2nd bicuspid-mesial site","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""9"", "".""]; Value.Description=[""Bleeding is detected following the probing"", ""No evidence of bleeding following the probing"", ""Cannot be assessed"", ""Missing""]; Count=[""343"", ""2037"", ""421"", ""4329""]; Cumulative=[""343"", ""2380"", ""2801"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHX05BPD","OHX05BPD","BOP: distal #5","Periodontal bleeding from probing: Upper right 1st bicuspid-distal site","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""9"", "".""]; Value.Description=[""Bleeding is detected following the probing"", ""No evidence of bleeding following the probing"", ""Cannot be assessed"", ""Missing""]; Count=[""353"", ""1965"", ""483"", ""4329""]; Cumulative=[""353"", ""2318"", ""2801"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHX05BPM","OHX05BPM","BOP: midfacial #5","Periodontal bleeding from probing: Upper right 1st bicuspid-midfacial site","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""9"", "".""]; Value.Description=[""Bleeding is detected following the probing"", ""No evidence of bleeding following the probing"", ""Cannot be assessed"", ""Missing""]; Count=[""109"", ""2174"", ""518"", ""4329""]; Cumulative=[""109"", ""2283"", ""2801"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHX05BPS","OHX05BPS","BOP: mesial #5","Periodontal bleeding from probing: Upper right 1st bicuspid-mesial site","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""9"", "".""]; Value.Description=[""Bleeding is detected following the probing"", ""No evidence of bleeding following the probing"", ""Cannot be assessed"", ""Missing""]; Count=[""290"", ""2032"", ""479"", ""4329""]; Cumulative=[""290"", ""2322"", ""2801"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHX06BPD","OHX06BPD","BOP: distal #6","Periodontal bleeding from probing: Upper right cuspid-distal site","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""9"", "".""]; Value.Description=[""Bleeding is detected following the probing"", ""No evidence of bleeding following the probing"", ""Cannot be assessed"", ""Missing""]; Count=[""308"", ""2266"", ""225"", ""4331""]; Cumulative=[""308"", ""2574"", ""2799"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHX06BPM","OHX06BPM","BOP: midfacial #6"," Periodontal bleeding from probing: Upper right cuspid-midfacial site","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""9"", "".""]; Value.Description=[""Bleeding is detected following the probing"", ""No evidence of bleeding following the probing"", ""Cannot be assessed"", ""Missing""]; Count=[""137"", ""2396"", ""266"", ""4331""]; Cumulative=[""137"", ""2533"", ""2799"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHX06BPS","OHX06BPS","BOP: mesial #6","Periodontal bleeding from probing: Upper right cuspid-mesial site","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""9"", "".""]; Value.Description=[""Bleeding is detected following the probing"", ""No evidence of bleeding following the probing"", ""Cannot be assessed"", ""Missing""]; Count=[""383"", ""2192"", ""224"", ""4331""]; Cumulative=[""383"", ""2575"", ""2799"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHX07BPD","OHX07BPD","BOP: distal #7","Periodontal bleeding from probing: Upper right lateral incisor-distal site","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""9"", "".""]; Value.Description=[""Bleeding is detected following the probing"", ""No evidence of bleeding following the probing"", ""Cannot be assessed"", ""Missing""]; Count=[""370"", ""2140"", ""290"", ""4330""]; Cumulative=[""370"", ""2510"", ""2800"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHX07BPM","OHX07BPM","BOP: midfacial #7","Periodontal bleeding from probing: Upper right lateral incisor-midfacial site","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""9"", "".""]; Value.Description=[""Bleeding is detected following the probing"", ""No evidence of bleeding following the probing"", ""Cannot be assessed"", ""Missing""]; Count=[""157"", ""2309"", ""334"", ""4330""]; Cumulative=[""157"", ""2466"", ""2800"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHX07BPS","OHX07BPS","BOP: mesial #7","Periodontal bleeding from probing: Upper right lateral incisor-mesial site","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""9"", "".""]; Value.Description=[""Bleeding is detected following the probing"", ""No evidence of bleeding following the probing"", ""Cannot be assessed"", ""Missing""]; Count=[""350"", ""2154"", ""296"", ""4330""]; Cumulative=[""350"", ""2504"", ""2800"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHX08BPD","OHX08BPD","BOP: distal #8","Periodontal bleeding from probing: Upper right central incisor-distal site","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""9"", "".""]; Value.Description=[""Bleeding is detected following the probing"", ""No evidence of bleeding following the probing"", ""Cannot be assessed"", ""Missing""]; Count=[""346"", ""2199"", ""255"", ""4330""]; Cumulative=[""346"", ""2545"", ""2800"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHX08BPM","OHX08BPM","BOP: midfacial #8","Periodontal bleeding from probing: Upper right central incisor-midfacial site","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""9"", "".""]; Value.Description=[""Bleeding is detected following the probing"", ""No evidence of bleeding following the probing"", ""Cannot be assessed"", ""Missing""]; Count=[""122"", ""2382"", ""296"", ""4330""]; Cumulative=[""122"", ""2504"", ""2800"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHX08BPS","OHX08BPS","BOP: mesial #8","Periodontal bleeding from probing: Upper right central incisor-mesial site","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""9"", "".""]; Value.Description=[""Bleeding is detected following the probing"", ""No evidence of bleeding following the probing"", ""Cannot be assessed"", ""Missing""]; Count=[""186"", ""2357"", ""257"", ""4330""]; Cumulative=[""186"", ""2543"", ""2800"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHX15BPD","OHX15BPD","BOP: distal #15","Periodontal bleeding from probing: Upper left 2nd molar-distal site","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""9"", "".""]; Value.Description=[""Bleeding is detected following the probing"", ""No evidence of bleeding following the probing"", ""Cannot be assessed"", ""Missing""]; Count=[""379"", ""1915"", ""497"", ""4339""]; Cumulative=[""379"", ""2294"", ""2791"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHX15BPM","OHX15BPM","BOP: midfacial #15","Periodontal bleeding from probing: Upper left 2nd molar-midfacial site","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""9"", "".""]; Value.Description=[""Bleeding is detected following the probing"", ""No evidence of bleeding following the probing"", ""Cannot be assessed"", ""Missing""]; Count=[""323"", ""1985"", ""483"", ""4339""]; Cumulative=[""323"", ""2308"", ""2791"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHX15BPS","OHX15BPS","BOP: mesial #15","Periodontal bleeding from probing: Upper left 2nd molar-mesial site","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""9"", "".""]; Value.Description=[""Bleeding is detected following the probing"", ""No evidence of bleeding following the probing"", ""Cannot be assessed"", ""Missing""]; Count=[""636"", ""1677"", ""478"", ""4339""]; Cumulative=[""636"", ""2313"", ""2791"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHX14BPD","OHX14BPD","BOP: distal #14","Periodontal bleeding from probing: Upper left 1st molar-distal site","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""9"", "".""]; Value.Description=[""Bleeding is detected following the probing"", ""No evidence of bleeding following the probing"", ""Cannot be assessed"", ""Missing""]; Count=[""645"", ""1627"", ""521"", ""4337""]; Cumulative=[""645"", ""2272"", ""2793"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHX14BPM","OHX14BPM","BOP: midfacial #14","Periodontal bleeding from probing: Upper left 1st molar-midfacial site","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""3"", ""9"", "".""]; Value.Description=[""Bleeding is detected following the probing"", ""No evidence of bleeding following the probing"", ""Cannot be assessed"", ""9"", ""Missing""]; Count=[""212"", ""2040"", ""0"", ""541"", ""4337""]; Cumulative=[""212"", ""2252"", ""2252"", ""2793"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
