,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,,,,,,,,,,,,
1,WTDRD1,,,,,,,,,,,,
2,WTDR2D,,,,,,,,,,,,
3,DR1DRSTZ,,,,,,,,,,,,
4,DR1EXMER,,,,,,,,,,,,
5,DRDINT,,,,,,,,,,,,
6,DR1DBIH,,,,,,,,,,,,
7,DR1DAY,,,,,,,,,,,,
8,DR1LANG,,,,,,,,,,,,
9,DS1LOC,,,,,,,,,,,,
10,DSDPID,,,,,,,,,,,,
11,DSDSUPP,,,,,,,,,,,,
12,DS1MTCH,,,,,,,,,,,,
13,DS1ANTA,,,,,,,,,,,,
14,DS1ACTSS,,,,,,,,,,,,
15,DS1IKCAL,,,,,,,,,,,,
16,DS1IPROT,,,,,,,,,,,,
17,DS1ICARB,,,,,,,,,,,,
18,DS1ISUGR,,,,,,,,,,,,
19,DS1IFIBE,,,,,,,,,,,,
20,DS1ITFAT,,,,,,,,,,,,
21,DS1ISFAT,,,,,,,,,,,,
22,DS1IMFAT,,,,,,,,,,,,
23,DS1IPFAT,,,,,,,,,,,,
24,DS1ICHOL,,,,,,,,,,,,
25,DS1ILYCO,,,,,,,,,,,,
26,DS1ILZ,,,,,,,,,,,,
27,DS1IVB1,,,,,,,,,,,,
28,DS1IVB2,,,,,,,,,,,,
29,DS1INIAC,,,,,,,,,,,,
30,DS1IVB6,,,,,,,,,,,,
31,DS1IFA,,,,,,,,,,,,
32,DS1IFDFE,,,,,,,,,,,,
33,DS1ICHL,,,,,,,,,,,,
34,DS1IVB12,,,,,,,,,,,,
35,DS1IVC,,,,,,,,,,,,
36,DS1IVK,,,,,,,,,,,,
37,DS1IVD,,,,,,,,,,,,
38,DS1ICALC,,,,,,,,,,,,
39,DS1IPHOS,,,,,,,,,,,,
40,DS1IMAGN,,,,,,,,,,,,
41,DS1IIRON,,,,,,,,,,,,
42,DS1IZINC,,,,,,,,,,,,
43,DS1ICOPP,,,,,,,,,,,,
44,DS1ISODI,,,,,,,,,,,,
45,DS1IPOTA,,,,,,,,,,,,
46,DS1ISELE,,,,,,,,,,,,
47,DS1ICAFF,,,,,,,,,,,,
48,DS1IIODI,,,,,,,,,,,,
