,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,,,,,,,,,,,,
1,WTDRD1,,,,,,,,,,,,
2,WTDR2D,,,,,,,,,,,,
3,DR1ILINE,,,,,,,,,,,,
4,DR1DRSTZ,,,,,,,,,,,,
5,DR1EXMER,,,,,,,,,,,,
6,DRABF,,,,,,,,,,,,
7,DRDINT,,,,,,,,,,,,
8,DR1DBIH,,,,,,,,,,,,
9,DR1DAY,,,,,,,,,,,,
10,DR1LANG,,,,,,,,,,,,
11,DR1CCMNM,,,,,,,,,,,,
12,DR1CCMTX,,,,,,,,,,,,
13,DR1_020,,,,,,,,,,,,
14,DR1_030Z,,,,,,,,,,,,
15,DR1FS,,,,,,,,,,,,
16,DR1_040Z,,,,,,,,,,,,
17,DR1IFDCD,,,,,,,,,,,,
18,DR1MC,,,,,,,,,,,,
19,DR1IGRMS,,,,,,,,,,,,
20,DR1IKCAL,,,,,,,,,,,,
21,DR1IPROT,,,,,,,,,,,,
22,DR1ICARB,,,,,,,,,,,,
23,DR1ISUGR,,,,,,,,,,,,
24,DR1IFIBE,,,,,,,,,,,,
25,DR1ITFAT,,,,,,,,,,,,
26,DR1ISFAT,,,,,,,,,,,,
27,DR1IMFAT,,,,,,,,,,,,
28,DR1IPFAT,,,,,,,,,,,,
29,DR1ICHOL,,,,,,,,,,,,
30,DR1IATOC,,,,,,,,,,,,
31,DR1IATOA,,,,,,,,,,,,
32,DR1IRET,,,,,,,,,,,,
33,DR1IVARA,,,,,,,,,,,,
34,DR1IACAR,,,,,,,,,,,,
35,DR1IBCAR,,,,,,,,,,,,
36,DR1ICRYP,,,,,,,,,,,,
37,DR1ILYCO,,,,,,,,,,,,
38,DR1ILZ,,,,,,,,,,,,
39,DR1IVB1,,,,,,,,,,,,
40,DR1IVB2,,,,,,,,,,,,
41,DR1INIAC,,,,,,,,,,,,
42,DR1IVB6,,,,,,,,,,,,
43,DR1IFOLA,,,,,,,,,,,,
44,DR1IFA,,,,,,,,,,,,
45,DR1IFF,,,,,,,,,,,,
46,DR1IFDFE,,,,,,,,,,,,
47,DR1ICHL,,,,,,,,,,,,
48,DR1IVB12,,,,,,,,,,,,
49,DR1IB12A,,,,,,,,,,,,
50,DR1IVC,,,,,,,,,,,,
51,DR1IVD,,,,,,,,,,,,
52,DR1IVK,,,,,,,,,,,,
53,DR1ICALC,,,,,,,,,,,,
54,DR1IPHOS,,,,,,,,,,,,
55,DR1IMAGN,,,,,,,,,,,,
56,DR1IIRON,,,,,,,,,,,,
57,DR1IZINC,,,,,,,,,,,,
58,DR1ICOPP,,,,,,,,,,,,
59,DR1ISODI,,,,,,,,,,,,
60,DR1IPOTA,,,,,,,,,,,,
61,DR1ISELE,,,,,,,,,,,,
62,DR1ICAFF,,,,,,,,,,,,
63,DR1ITHEO,,,,,,,,,,,,
64,DR1IALCO,,,,,,,,,,,,
65,DR1IMOIS,,,,,,,,,,,,
66,DR1IS040,,,,,,,,,,,,
67,DR1IS060,,,,,,,,,,,,
68,DR1IS080,,,,,,,,,,,,
69,DR1IS100,,,,,,,,,,,,
70,DR1IS120,,,,,,,,,,,,
71,DR1IS140,,,,,,,,,,,,
72,DR1IS160,,,,,,,,,,,,
73,DR1IS180,,,,,,,,,,,,
74,DR1IM161,,,,,,,,,,,,
75,DR1IM181,,,,,,,,,,,,
76,DR1IM201,,,,,,,,,,,,
77,DR1IM221,,,,,,,,,,,,
78,DR1IP182,,,,,,,,,,,,
79,DR1IP183,,,,,,,,,,,,
80,DR1IP184,,,,,,,,,,,,
81,DR1IP204,,,,,,,,,,,,
82,DR1IP205,,,,,,,,,,,,
83,DR1IP225,,,,,,,,,,,,
84,DR1IP226,,,,,,,,,,,,
