,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,,,,,,,,,,,,
1,WTDRD1,,,,,,,,,,,,
2,WTDR2D,,,,,,,,,,,,
3,DR1DRSTZ,,,,,,,,,,,,
4,DR1EXMER,,,,,,,,,,,,
5,DRDINT,,,,,,,,,,,,
6,DR1DBIH,,,,,,,,,,,,
7,DR1DAY,,,,,,,,,,,,
8,DR1LANG,,,,,,,,,,,,
9,DR1MRESP,,,,,,,,,,,,
10,DR1HELP,,,,,,,,,,,,
11,DS1DSCNT,,,,,,,,,,,,
12,DS1DS,,,,,,,,,,,,
13,DS1ANCNT,,,,,,,,,,,,
14,DS1AN,,,,,,,,,,,,
15,DS1TKCAL,,,,,,,,,,,,
16,DS1TPROT,,,,,,,,,,,,
17,DS1TCARB,,,,,,,,,,,,
18,DS1TSUGR,,,,,,,,,,,,
19,DS1TFIBE,,,,,,,,,,,,
20,DS1TTFAT,,,,,,,,,,,,
21,DS1TSFAT,,,,,,,,,,,,
22,DS1TMFAT,,,,,,,,,,,,
23,DS1TPFAT,,,,,,,,,,,,
24,DS1TCHOL,,,,,,,,,,,,
25,DS1TLYCO,,,,,,,,,,,,
26,DS1TLZ,,,,,,,,,,,,
27,DS1TVB1,,,,,,,,,,,,
28,DS1TVB2,,,,,,,,,,,,
29,DS1TNIAC,,,,,,,,,,,,
30,DS1TVB6,,,,,,,,,,,,
31,DS1TVB12,,,,,,,,,,,,
32,DS1TFA,,,,,,,,,,,,
33,DS1TFDFE,,,,,,,,,,,,
34,DS1TCHL,,,,,,,,,,,,
35,DS1TVC,,,,,,,,,,,,
36,DS1TVK,,,,,,,,,,,,
37,DS1TVD,,,,,,,,,,,,
38,DS1TCALC,,,,,,,,,,,,
39,DS1TPHOS,,,,,,,,,,,,
40,DS1TMAGN,,,,,,,,,,,,
41,DS1TIRON,,,,,,,,,,,,
42,DS1TZINC,,,,,,,,,,,,
43,DS1TCOPP,,,,,,,,,,,,
44,DS1TSODI,,,,,,,,,,,,
45,DS1TPOTA,,,,,,,,,,,,
46,DS1TSELE,,,,,,,,,,,,
47,DS1TCAFF,,,,,,,,,,,,
48,DS1TIODI,,,,,,,,,,,,
