,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,DBD100,,,,,,,,,,,,
1,DBQ095Z,,,,,,,,,,,,
2,DR1_300,,,,,,,,,,,,
3,DR1_320Z,,,,,,,,,,,,
4,DR1_330Z,,,,,,,,,,,,
5,DR1BWATZ,,,,,,,,,,,,
6,DR1DAY,,,,,,,,,,,,
7,DR1DBIH,,,,,,,,,,,,
8,DR1DRSTZ,,,,,,,,,,,,
9,DR1EXMER,,,,,,,,,,,,
10,DR1HELP,,,,,,,,,,,,
11,DR1LANG,,,,,,,,,,,,
12,DR1MRESP,,,,,,,,,,,,
13,DR1SKY,,,,,,,,,,,,
14,DR1STY,,,,,,,,,,,,
15,DR1TACAR,,,,,,,,,,,,
16,DR1TALCO,,,,,,,,,,,,
17,DR1TATOA,,,,,,,,,,,,
18,DR1TATOC,,,,,,,,,,,,
19,DR1TB12A,,,,,,,,,,,,
20,DR1TBCAR,,,,,,,,,,,,
21,DR1TCAFF,,,,,,,,,,,,
22,DR1TCALC,,,,,,,,,,,,
23,DR1TCARB,,,,,,,,,,,,
24,DR1TCHL,,,,,,,,,,,,
25,DR1TCHOL,,,,,,,,,,,,
26,DR1TCOPP,,,,,,,,,,,,
27,DR1TCRYP,,,,,,,,,,,,
28,DR1TFA,,,,,,,,,,,,
29,DR1TFDFE,,,,,,,,,,,,
30,DR1TFF,,,,,,,,,,,,
31,DR1TFIBE,,,,,,,,,,,,
32,DR1TFOLA,,,,,,,,,,,,
33,DR1TIRON,,,,,,,,,,,,
34,DR1TKCAL,,,,,,,,,,,,
35,DR1TLYCO,,,,,,,,,,,,
36,DR1TLZ,,,,,,,,,,,,
37,DR1TM161,,,,,,,,,,,,
38,DR1TM181,,,,,,,,,,,,
39,DR1TM201,,,,,,,,,,,,
40,DR1TM221,,,,,,,,,,,,
41,DR1TMAGN,,,,,,,,,,,,
42,DR1TMFAT,,,,,,,,,,,,
43,DR1TMOIS,,,,,,,,,,,,
44,DR1TNIAC,,,,,,,,,,,,
45,DR1TNUMF,,,,,,,,,,,,
46,DR1TP182,,,,,,,,,,,,
47,DR1TP183,,,,,,,,,,,,
48,DR1TP184,,,,,,,,,,,,
49,DR1TP204,,,,,,,,,,,,
50,DR1TP205,,,,,,,,,,,,
51,DR1TP225,,,,,,,,,,,,
52,DR1TP226,,,,,,,,,,,,
53,DR1TPFAT,,,,,,,,,,,,
54,DR1TPHOS,,,,,,,,,,,,
55,DR1TPOTA,,,,,,,,,,,,
56,DR1TPROT,,,,,,,,,,,,
57,DR1TRET,,,,,,,,,,,,
58,DR1TS040,,,,,,,,,,,,
59,DR1TS060,,,,,,,,,,,,
60,DR1TS080,,,,,,,,,,,,
61,DR1TS100,,,,,,,,,,,,
