,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,,,,,,,,,,,,
1,WTDRD1,,,,,,,,,,,,
2,WTDR2D,,,,,,,,,,,,
3,DR1DRSTZ,,,,,,,,,,,,
4,DR1EXMER,,,,,,,,,,,,
5,DRABF,,,,,,,,,,,,
6,DRDINT,,,,,,,,,,,,
7,DR1DBIH,,,,,,,,,,,,
8,DR1DAY,,,,,,,,,,,,
9,DR1LANG,,,,,,,,,,,,
10,DR1MNRSP,,,,,,,,,,,,
11,DR1HELPD,,,,,,,,,,,,
12,DBQ095Z,,,,,,,,,,,,
13,DBD100,,,,,,,,,,,,
14,DRQSPREP,,,,,,,,,,,,
15,DRQSDIET,,,,,,,,,,,,
16,DRQSDT1,,,,,,,,,,,,
17,DRQSDT2,,,,,,,,,,,,
18,DRQSDT3,,,,,,,,,,,,
19,DRQSDT4,,,,,,,,,,,,
20,DRQSDT5,,,,,,,,,,,,
21,DRQSDT6,,,,,,,,,,,,
22,DRQSDT7,,,,,,,,,,,,
23,DRQSDT8,,,,,,,,,,,,
24,DRQSDT9,,,,,,,,,,,,
25,DRQSDT10,,,,,,,,,,,,
26,DRQSDT11,,,,,,,,,,,,
27,DRQSDT12,,,,,,,,,,,,
28,DRQSDT91,,,,,,,,,,,,
29,DR1TNUMF,,,,,,,,,,,,
30,DR1TKCAL,,,,,,,,,,,,
31,DR1TPROT,,,,,,,,,,,,
32,DR1TCARB,,,,,,,,,,,,
33,DR1TSUGR,,,,,,,,,,,,
34,DR1TFIBE,,,,,,,,,,,,
35,DR1TTFAT,,,,,,,,,,,,
36,DR1TSFAT,,,,,,,,,,,,
37,DR1TMFAT,,,,,,,,,,,,
38,DR1TPFAT,,,,,,,,,,,,
39,DR1TCHOL,,,,,,,,,,,,
40,DR1TATOC,,,,,,,,,,,,
41,DR1TATOA,,,,,,,,,,,,
42,DR1TRET,,,,,,,,,,,,
43,DR1TVARA,,,,,,,,,,,,
44,DR1TACAR,,,,,,,,,,,,
45,DR1TBCAR,,,,,,,,,,,,
46,DR1TCRYP,,,,,,,,,,,,
