,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,DR1DAY,,,,,,,,,,,,
1,DR1DBIH,,,,,,,,,,,,
2,DR1DRSTZ,,,,,,,,,,,,
3,DR1EXMER,,,,,,,,,,,,
4,DR1HELP,,,,,,,,,,,,
5,DR1LANG,,,,,,,,,,,,
6,DR1MRESP,,,,,,,,,,,,
7,DRDINT,,,,,,,,,,,,
8,DS1AN,,,,,,,,,,,,
9,DS1ANCNT,,,,,,,,,,,,
10,DS1DS,,,,,,,,,,,,
11,DS1DSCNT,,,,,,,,,,,,
12,DS1TCAFF,,,,,,,,,,,,
13,DS1TCALC,,,,,,,,,,,,
14,DS1TCARB,,,,,,,,,,,,
15,DS1TCHL,,,,,,,,,,,,
16,DS1TCHOL,,,,,,,,,,,,
17,DS1TCOPP,,,,,,,,,,,,
18,DS1TFA,,,,,,,,,,,,
19,DS1TFDFE,,,,,,,,,,,,
20,DS1TFIBE,,,,,,,,,,,,
21,DS1TIODI,,,,,,,,,,,,
22,DS1TIRON,,,,,,,,,,,,
23,DS1TKCAL,,,,,,,,,,,,
24,DS1TLYCO,,,,,,,,,,,,
25,DS1TLZ,,,,,,,,,,,,
26,DS1TMAGN,,,,,,,,,,,,
27,DS1TMFAT,,,,,,,,,,,,
28,DS1TNIAC,,,,,,,,,,,,
29,DS1TPFAT,,,,,,,,,,,,
30,DS1TPHOS,,,,,,,,,,,,
31,DS1TPOTA,,,,,,,,,,,,
32,DS1TPROT,,,,,,,,,,,,
33,DS1TSELE,,,,,,,,,,,,
34,DS1TSFAT,,,,,,,,,,,,
35,DS1TSODI,,,,,,,,,,,,
36,DS1TSUGR,,,,,,,,,,,,
37,DS1TTFAT,,,,,,,,,,,,
38,DS1TVB1,,,,,,,,,,,,
39,DS1TVB12,,,,,,,,,,,,
40,DS1TVB2,,,,,,,,,,,,
41,DS1TVB6,,,,,,,,,,,,
42,DS1TVC,,,,,,,,,,,,
43,DS1TVD,,,,,,,,,,,,
44,DS1TVK,,,,,,,,,,,,
45,DS1TZINC,,,,,,,,,,,,
46,SEQN,,,,,,,,,,,,
47,WTDR2DPP,,,,,,,,,,,,
48,WTDRD1PP,,,,,,,,,,,,
