,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,wasGeneratedBy
0,SEQN,,,,,,,,,,
1,WTDRD1,,,,,,,,,,
2,WTDR2D,,,,,,,,,,
3,DR2DRSTZ,,,,,,,,,,
4,DR2EXMER,,,,,,,,,,
5,DRABF,,,,,,,,,,
6,DRDINT,,,,,,,,,,
7,DR2DAY,,,,,,,,,,
8,DR2LANG,,,,,,,,,,
9,DR2MNRSP,,,,,,,,,,
10,DR2HELPD,,,,,,,,,,
11,DR2TNUMF,,,,,,,,,,
12,DR2TKCAL,,,,,,,,,,
13,DR2TPROT,,,,,,,,,,
14,DR2TCARB,,,,,,,,,,
15,DR2TSUGR,,,,,,,,,,
16,DR2TFIBE,,,,,,,,,,
17,DR2TTFAT,,,,,,,,,,
18,DR2TSFAT,,,,,,,,,,
19,DR2TMFAT,,,,,,,,,,
20,DR2TPFAT,,,,,,,,,,
21,DR2TCHOL,,,,,,,,,,
22,DR2TATOC,,,,,,,,,,
23,DR2TATOA,,,,,,,,,,
24,DR2TRET,,,,,,,,,,
25,DR2TVARA,,,,,,,,,,
26,DR2TACAR,,,,,,,,,,
27,DR2TBCAR,,,,,,,,,,
28,DR2TCRYP,,,,,,,,,,
29,DR2TLYCO,,,,,,,,,,
30,DR2TLZ,,,,,,,,,,
31,DR2TVB1,,,,,,,,,,
32,DR2TVB2,,,,,,,,,,
33,DR2TNIAC,,,,,,,,,,
34,DR2TVB6,,,,,,,,,,
35,DR2TFOLA,,,,,,,,,,
36,DR2TFA,,,,,,,,,,
37,DR2TFF,,,,,,,,,,
38,DR2TFDFE,,,,,,,,,,
39,DR2TVB12,,,,,,,,,,
40,DR2TB12A,,,,,,,,,,
41,DR2TVC,,,,,,,,,,
42,DR2TVK,,,,,,,,,,
43,DR2TCALC,,,,,,,,,,
44,DR2TPHOS,,,,,,,,,,
45,DR2TMAGN,,,,,,,,,,
46,DR2TIRON,,,,,,,,,,
47,DR2TZINC,,,,,,,,,,
48,DR2TCOPP,,,,,,,,,,
49,DR2TSODI,,,,,,,,,,
50,DR2TPOTA,,,,,,,,,,
51,DR2TSELE,,,,,,,,,,
52,DR2TCAFF,,,,,,,,,,
53,DR2TTHEO,,,,,,,,,,
54,DR2TALCO,,,,,,,,,,
55,DR2TMOIS,,,,,,,,,,
56,DR2TS040,,,,,,,,,,
57,DR2TS060,,,,,,,,,,
58,DR2TS080,,,,,,,,,,
59,DR2TS100,,,,,,,,,,
60,DR2TS120,,,,,,,,,,
61,DR2TS140,,,,,,,,,,
62,DR2TS160,,,,,,,,,,
63,DR2TS180,,,,,,,,,,
64,DR2TM161,,,,,,,,,,
65,DR2TM181,,,,,,,,,,
66,DR2TM201,,,,,,,,,,
67,DR2TM221,,,,,,,,,,
68,DR2TP182,,,,,,,,,,
69,DR2TP183,,,,,,,,,,
70,DR2TP184,,,,,,,,,,
71,DR2TP204,,,,,,,,,,
72,DR2TP205,,,,,,,,,,
73,DR2TP225,,,,,,,,,,
74,DR2TP226,,,,,,,,,,
75,DR2_300,,,,,,,,,,
76,DR2_320,,,,,,,,,,
77,DR2_330,,,,,,,,,,
78,DR2BWATR,,,,,,,,,,
79,DR2CWATR,,,,,,,,,,
80,DR2TWS,,,,,,,,,,
81,DR2TCHL,,,,,,,,,,
82,DR2_320Z,,,,,,,,,,
83,DR2_330Z,,,,,,,,,,
84,DR2BWATZ,,,,,,,,,,
85,DR2DBIH,,,,,,,,,,
86,DR2TVD,,,,,,,,,,
87,DR2STY,,,,,,,,,,
88,DR2SKY,,,,,,,,,,
89,DR2MRESP,,,,,,,,,,
90,DR2HELP,,,,,,,,,,
91,DR2TWSZ,,,,,,,,,,
92,WTDR2DPP,,,,,,,,,,
93,WTDRD1PP,,,,,,,,,,
