,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,wasGeneratedBy
0,SEQN,,,,,,,,,,
1,WTDRD1,,,,,,,,,,
2,WTDR4YR,,,,,,,,,,
3,DRDDRSTZ,,,,,,,,,,
4,DRDEXMER,,,,,,,,,,
5,DRDDAY,,,,,,,,,,
6,DRALANG,,,,,,,,,,
7,DRDRESP,,,,,,,,,,
8,DRXTNUMF,,,,,,,,,,
9,DRXTKCAL,,,,,,,,,,
10,DRXTPROT,,,,,,,,,,
11,DRXTCARB,,,,,,,,,,
12,DRXTSUGR,,,,,,,,,,
13,DRXTFIBE,,,,,,,,,,
14,DRXTTFAT,,,,,,,,,,
15,DRXTSFAT,,,,,,,,,,
16,DRXTMFAT,,,,,,,,,,
17,DRXTPFAT,,,,,,,,,,
18,DRXTCHOL,,,,,,,,,,
19,DRXTATOC,,,,,,,,,,
20,DRXTRET,,,,,,,,,,
21,DRXTVARA,,,,,,,,,,
22,DRXTACAR,,,,,,,,,,
23,DRXTBCAR,,,,,,,,,,
24,DRXTCRYP,,,,,,,,,,
25,DRXTLYCO,,,,,,,,,,
26,DRXTLZ,,,,,,,,,,
27,DRXTVB1,,,,,,,,,,
28,DRXTVB2,,,,,,,,,,
29,DRXTNIAC,,,,,,,,,,
30,DRXTVB6,,,,,,,,,,
31,DRXTFOLA,,,,,,,,,,
32,DRXTFA,,,,,,,,,,
33,DRXTFF,,,,,,,,,,
34,DRXTFDFE,,,,,,,,,,
35,DRXTVB12,,,,,,,,,,
36,DRXTVC,,,,,,,,,,
37,DRXTVK,,,,,,,,,,
38,DRXTCALC,,,,,,,,,,
39,DRXTPHOS,,,,,,,,,,
40,DRXTMAGN,,,,,,,,,,
41,DRXTIRON,,,,,,,,,,
42,DRXTZINC,,,,,,,,,,
43,DRXTCOPP,,,,,,,,,,
44,DRDTSODI,,,,,,,,,,
45,DRXTPOTA,,,,,,,,,,
46,DRXTSELE,,,,,,,,,,
47,DRXTCAFF,,,,,,,,,,
48,DRXTTHEO,,,,,,,,,,
49,DRXTALCO,,,,,,,,,,
50,DRXTMOIS,,,,,,,,,,
