,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,wasGeneratedBy
0,SEQN,,,,,,,,,,
1,DSD010,,,,,,,,,,
2,DSDCOUNT,,,,,,,,,,
