,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,wasGeneratedBy
0,SEQN,,,,,,,,,,
1,WTDRD1,,,,,,,,,,
2,WTDR4YR,,,,,,,,,,
3,DRXILINE,,,,,,,,,,
4,DRDDRSTZ,,,,,,,,,,
5,DRDDAY,,,,,,,,,,
6,DRALANG,,,,,,,,,,
7,DRXCCMNM,,,,,,,,,,
8,DRDCCMTZ,,,,,,,,,,
9,DRD020,,,,,,,,,,
10,DRD030Z,,,,,,,,,,
11,DRD040Z,,,,,,,,,,
12,DRDIFDCD,,,,,,,,,,
13,DRXIGRMS,,,,,,,,,,
14,DRXIKCAL,,,,,,,,,,
15,DRXIPROT,,,,,,,,,,
16,DRXICARB,,,,,,,,,,
17,DRXISUGR,,,,,,,,,,
18,DRXIFIBE,,,,,,,,,,
19,DRXITFAT,,,,,,,,,,
20,DRXISFAT,,,,,,,,,,
21,DRXIMFAT,,,,,,,,,,
22,DRXIPFAT,,,,,,,,,,
23,DRXICHOL,,,,,,,,,,
24,DRXIATOC,,,,,,,,,,
25,DRXIRET,,,,,,,,,,
26,DRXIVARA,,,,,,,,,,
27,DRXIACAR,,,,,,,,,,
28,DRXIBCAR,,,,,,,,,,
29,DRXICRYP,,,,,,,,,,
30,DRXILYCO,,,,,,,,,,
31,DRXILZ,,,,,,,,,,
32,DRXIVB1,,,,,,,,,,
33,DRXIVB2,,,,,,,,,,
34,DRXINIAC,,,,,,,,,,
35,DRXIVB6,,,,,,,,,,
36,DRXIFOLA,,,,,,,,,,
37,DRXIFA,,,,,,,,,,
38,DRXIFF,,,,,,,,,,
39,DRXIFDFE,,,,,,,,,,
40,DRXIVB12,,,,,,,,,,
41,DRXIVC,,,,,,,,,,
42,DRXIVK,,,,,,,,,,
43,DRXICALC,,,,,,,,,,
44,DRXIPHOS,,,,,,,,,,
45,DRXIMAGN,,,,,,,,,,
46,DRXIIRON,,,,,,,,,,
47,DRXIZINC,,,,,,,,,,
48,DRXICOPP,,,,,,,,,,
49,DRDISODI,,,,,,,,,,
50,DRXIPOTA,,,,,,,,,,
51,DRXISELE,,,,,,,,,,
52,DRXICAFF,,,,,,,,,,
53,DRXITHEO,,,,,,,,,,
54,DRXIALCO,,,,,,,,,,
55,DRXIMOIS,,,,,,,,,,
56,DRXIS040,,,,,,,,,,
57,DRXIS060,,,,,,,,,,
58,DRXIS080,,,,,,,,,,
59,DRXIS100,,,,,,,,,,
60,DRXIS120,,,,,,,,,,
61,DRXIS140,,,,,,,,,,
62,DRXIS160,,,,,,,,,,
63,DRXIS180,,,,,,,,,,
64,DRXIM161,,,,,,,,,,
65,DRXIM181,,,,,,,,,,
66,DRXIM201,,,,,,,,,,
67,DRXIM221,,,,,,,,,,
68,DRXIP182,,,,,,,,,,
69,DRXIP183,,,,,,,,,,
70,DRXIP184,,,,,,,,,,
71,DRXIP204,,,,,,,,,,
72,DRXIP205,,,,,,,,,,
73,DRXIP225,,,,,,,,,,
74,DRXIP226,,,,,,,,,,
75,DRDDRSTS,,,,,,,,,,
76,DRDINTMD,,,,,,,,,,
77,DRDCCMTY,,,,,,,,,,
78,DRD030,,,,,,,,,,
79,DRD040,,,,,,,,,,
80,DRDCFF,,,,,,,,,,
81,DRDMRUF,,,,,,,,,,
82,DRDISODF,,,,,,,,,,
83,DRXIVAIU,,,,,,,,,,
84,DRXIVARE,,,,,,,,,,
85,DRXICARO,,,,,,,,,,
86,DRXIVE,,,,,,,,,,
87,DRXIWATE,,,,,,,,,,
