,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,wasGeneratedBy
0,SEQN,,,,,,,,,,
1,DSDCOUNT,,,,,,,,,,
2,DSDANCNT,,,,,,,,,,
3,DSD010,,,,,,,,,,
4,DSD010AN,,,,,,,,,,
5,DSQTKCAL,,,,,,,,,,
6,DSQTPROT,,,,,,,,,,
7,DSQTCARB,,,,,,,,,,
8,DSQTSUGR,,,,,,,,,,
9,DSQTFIBE,,,,,,,,,,
10,DSQTTFAT,,,,,,,,,,
11,DSQTSFAT,,,,,,,,,,
12,DSQTMFAT,,,,,,,,,,
13,DSQTPFAT,,,,,,,,,,
14,DSQTCHOL,,,,,,,,,,
15,DSQTLYCO,,,,,,,,,,
16,DSQTLZ,,,,,,,,,,
17,DSQTVB1,,,,,,,,,,
18,DSQTVB2,,,,,,,,,,
19,DSQTNIAC,,,,,,,,,,
20,DSQTVB6,,,,,,,,,,
21,DSQTFA,,,,,,,,,,
22,DSQTFDFE,,,,,,,,,,
23,DSQTCHL,,,,,,,,,,
24,DSQTVB12,,,,,,,,,,
25,DSQTVC,,,,,,,,,,
26,DSQTVK,,,,,,,,,,
27,DSQTVD,,,,,,,,,,
28,DSQTCALC,,,,,,,,,,
29,DSQTPHOS,,,,,,,,,,
30,DSQTMAGN,,,,,,,,,,
31,DSQTIRON,,,,,,,,,,
32,DSQTZINC,,,,,,,,,,
33,DSQTCOPP,,,,,,,,,,
34,DSQTSODI,,,,,,,,,,
35,DSQTPOTA,,,,,,,,,,
36,DSQTSELE,,,,,,,,,,
37,DSQTCAFF,,,,,,,,,,
38,DSQTIODI,,,,,,,,,,
