,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,wasGeneratedBy
0,SEQN,,,,,,,,,,
1,WTDRD1,,,,,,,,,,
2,WTDR2D,,,,,,,,,,
3,DR1DRSTZ,,,,,,,,,,
4,DR1EXMER,,,,,,,,,,
5,DRDINT,,,,,,,,,,
6,DR1DAY,,,,,,,,,,
7,DR1LANG,,,,,,,,,,
8,DR1MNRSP,,,,,,,,,,
9,DR1HELPD,,,,,,,,,,
10,DS1DS,,,,,,,,,,
11,DS1DSCNT,,,,,,,,,,
12,DS1AN,,,,,,,,,,
13,DS1ANCNT,,,,,,,,,,
14,DS1TKCAL,,,,,,,,,,
15,DS1TPROT,,,,,,,,,,
16,DS1TCARB,,,,,,,,,,
17,DS1TSUGR,,,,,,,,,,
18,DS1TFIBE,,,,,,,,,,
19,DS1TTFAT,,,,,,,,,,
20,DS1TSFAT,,,,,,,,,,
21,DS1TMFAT,,,,,,,,,,
22,DS1TPFAT,,,,,,,,,,
23,DS1TCHOL,,,,,,,,,,
24,DS1TLYCO,,,,,,,,,,
25,DS1TLZ,,,,,,,,,,
26,DS1TVB1,,,,,,,,,,
27,DS1TVB2,,,,,,,,,,
28,DS1TNIAC,,,,,,,,,,
29,DS1TVB6,,,,,,,,,,
30,DS1TFA,,,,,,,,,,
31,DS1TFDFE,,,,,,,,,,
32,DS1TCHL,,,,,,,,,,
33,DS1TVB12,,,,,,,,,,
34,DS1TVC,,,,,,,,,,
35,DS1TVK,,,,,,,,,,
36,DS1TVD,,,,,,,,,,
37,DS1TCALC,,,,,,,,,,
38,DS1TPHOS,,,,,,,,,,
39,DS1TMAGN,,,,,,,,,,
40,DS1TIRON,,,,,,,,,,
41,DS1TZINC,,,,,,,,,,
42,DS1TCOPP,,,,,,,,,,
43,DS1TSODI,,,,,,,,,,
44,DS1TPOTA,,,,,,,,,,
45,DS1TSELE,,,,,,,,,,
46,DS1TCAFF,,,,,,,,,,
47,DR1DBIH,,,,,,,,,,
48,DS1TIODI,,,,,,,,,,
49,DR1MRESP,,,,,,,,,,
50,DR1HELP,,,,,,,,,,
51,WTDR2DPP,,,,,,,,,,
52,WTDRD1PP,,,,,,,,,,
