,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,wasGeneratedBy
0,SEQN,,,,,,,,,,
1,ACQ005,,,,,,,,,,
2,ACD010A,,,,,,,,,,
3,ACD010B,,,,,,,,,,
4,ACD010C,,,,,,,,,,
5,ACQ015,,,,,,,,,,
6,ACQ020,,,,,,,,,,
7,ACQ030,,,,,,,,,,
8,ACD040,,,,,,,,,,
9,ACQ050,,,,,,,,,,
10,ACQ060,,,,,,,,,,
11,ACD070,,,,,,,,,,
12,ACD080,,,,,,,,,,
13,ACQBOX1,,,,,,,,,,
14,ACD011A,,,,,,,,,,
15,ACD011B,,,,,,,,,,
16,ACD011C,,,,,,,,,,
17,ACD110,,,,,,,,,,
