,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,wasGeneratedBy
0,SEQN,,,,,,,,,,
1,OSQ010a,,,,,,,,,,
2,OSQ010b,,,,,,,,,,
3,OSQ010c,,,,,,,,,,
4,OSQ020a,,,,,,,,,,
5,OSQ020b,,,,,,,,,,
6,OSQ020c,,,,,,,,,,
7,OSQ025,,,,,,,,,,
8,OSQ030aa,,,,,,,,,,
9,OSQ040aa,,,,,,,,,,
10,OSQ045aa,,,,,,,,,,
11,OSD050aa,,,,,,,,,,
12,OSQ030ab,,,,,,,,,,
13,OSQ040ab,,,,,,,,,,
14,OSD050ab,,,,,,,,,,
15,OSQ030ac,,,,,,,,,,
16,OSQ040ac,,,,,,,,,,
17,OSD050ac,,,,,,,,,,
18,OSQ030ba,,,,,,,,,,
19,OSQ040ba,,,,,,,,,,
20,OSQ045ba,,,,,,,,,,
21,OSD050ba,,,,,,,,,,
22,OSQ030bb,,,,,,,,,,
23,OSQ040bb,,,,,,,,,,
24,OSD050bb,,,,,,,,,,
25,OSQ030bc,,,,,,,,,,
26,OSQ040bc,,,,,,,,,,
27,OSD050bc,,,,,,,,,,
28,OSQ030bd,,,,,,,,,,
29,OSQ040bd,,,,,,,,,,
30,OSD050bd,,,,,,,,,,
31,OSQ030be,,,,,,,,,,
32,OSQ040be,,,,,,,,,,
33,OSQ030ca,,,,,,,,,,
34,OSQ040ca,,,,,,,,,,
35,OSQ045ca,,,,,,,,,,
36,OSD050ca,,,,,,,,,,
37,OSQ030cb,,,,,,,,,,
38,OSQ040cb,,,,,,,,,,
39,OSD050cb,,,,,,,,,,
40,OSQ030cc,,,,,,,,,,
41,OSQ040cc,,,,,,,,,,
42,OSD050cc,,,,,,,,,,
43,OSQ030cd,,,,,,,,,,
44,OSQ040cd,,,,,,,,,,
45,OSD050cd,,,,,,,,,,
46,OSQ030ce,,,,,,,,,,
47,OSQ040ce,,,,,,,,,,
48,OSD050ce,,,,,,,,,,
49,OSQ030cf,,,,,,,,,,
50,OSQ040cf,,,,,,,,,,
51,OSD050cf,,,,,,,,,,
52,OSQ060,,,,,,,,,,
53,OSQ070,,,,,,,,,,
54,OSD030aa,,,,,,,,,,
55,OSQ045,,,,,,,,,,
56,OSD030ab,,,,,,,,,,
57,OSD030ba,,,,,,,,,,
58,OSD030bb,,,,,,,,,,
59,OSD030bc,,,,,,,,,,
60,OSD030bd,,,,,,,,,,
61,OSD030be,,,,,,,,,,
62,OSD030bf,,,,,,,,,,
63,OSQ040bf,,,,,,,,,,
64,OSD030ca,,,,,,,,,,
65,OSD030cb,,,,,,,,,,
66,OSD030cc,,,,,,,,,,
67,OSD030cd,,,,,,,,,,
68,OSD030ce,,,,,,,,,,
69,OSD030cf,,,,,,,,,,
70,OSD030cg,,,,,,,,,,
71,OSQ040cg,,,,,,,,,,
72,OSD030ch,,,,,,,,,,
73,OSQ040ch,,,,,,,,,,
74,OSD030ci,,,,,,,,,,
75,OSQ040ci,,,,,,,,,,
76,OSD030cj,,,,,,,,,,
77,OSQ040cj,,,,,,,,,,
78,OSD050cj,,,,,,,,,,
79,OSD030ac,,,,,,,,,,
80,OSD050be,,,,,,,,,,
81,OSD050bf,,,,,,,,,,
82,OSD030bg,,,,,,,,,,
83,OSQ040bg,,,,,,,,,,
84,OSD050bg,,,,,,,,,,
85,OSQ080,,,,,,,,,,
86,OSQ090a,,,,,,,,,,
87,OSQ100a,,,,,,,,,,
88,OSD110a,,,,,,,,,,
89,OSQ120a,,,,,,,,,,
90,OSQ090b,,,,,,,,,,
91,OSQ100b,,,,,,,,,,
92,OSD110b,,,,,,,,,,
93,OSQ120b,,,,,,,,,,
94,OSQ090c,,,,,,,,,,
95,OSQ100c,,,,,,,,,,
96,OSD110c,,,,,,,,,,
97,OSQ120c,,,,,,,,,,
98,OSQ090d,,,,,,,,,,
99,OSQ100d,,,,,,,,,,
100,OSD110d,,,,,,,,,,
101,OSQ120d,,,,,,,,,,
102,OSQ090e,,,,,,,,,,
103,OSQ100e,,,,,,,,,,
104,OSD110e,,,,,,,,,,
105,OSQ120e,,,,,,,,,,
106,OSQ090f,,,,,,,,,,
107,OSQ100f,,,,,,,,,,
108,OSD110f,,,,,,,,,,
109,OSQ120f,,,,,,,,,,
110,OSQ090g,,,,,,,,,,
111,OSQ100g,,,,,,,,,,
112,OSD110g,,,,,,,,,,
113,OSQ120g,,,,,,,,,,
114,OSQ090h,,,,,,,,,,
115,OSQ100h,,,,,,,,,,
116,OSD110h,,,,,,,,,,
117,OSQ120h,,,,,,,,,,
118,OSQ090i,,,,,,,,,,
119,OSQ100i,,,,,,,,,,
120,OSD110i,,,,,,,,,,
121,OSQ120i,,,,,,,,,,
122,OSQ090j,,,,,,,,,,
123,OSQ100j,,,,,,,,,,
124,OSD110j,,,,,,,,,,
125,OSQ120j,,,,,,,,,,
126,OSQ129,,,,,,,,,,
127,OSQ130,,,,,,,,,,
128,OSQ140q,,,,,,,,,,
129,OSQ140u,,,,,,,,,,
130,OSQ150,,,,,,,,,,
131,OSQ160a,,,,,,,,,,
132,OSQ160b,,,,,,,,,,
133,OSQ170,,,,,,,,,,
134,OSQ180,,,,,,,,,,
135,OSQ190,,,,,,,,,,
136,OSQ200,,,,,,,,,,
137,OSQ210,,,,,,,,,,
138,OSQ220,,,,,,,,,,
139,OSD030ad,,,,,,,,,,
140,OSQ040ad,,,,,,,,,,
141,OSD050ad,,,,,,,,,,
142,OSD030ae,,,,,,,,,,
143,OSQ040ae,,,,,,,,,,
144,OSD050ae,,,,,,,,,,
145,OSD030bh,,,,,,,,,,
146,OSQ040bh,,,,,,,,,,
147,OSD030bi,,,,,,,,,,
148,OSQ040bi,,,,,,,,,,
149,OSD030bj,,,,,,,,,,
150,OSQ040bj,,,,,,,,,,
151,OSQ072,,,,,,,,,,
152,OSQ050aa,,,,,,,,,,
153,OSQ050ab,,,,,,,,,,
154,OSQ050ba,,,,,,,,,,
155,OSQ050bb,,,,,,,,,,
156,OSQ050bc,,,,,,,,,,
157,OSQ050bd,,,,,,,,,,
158,OSQ050ca,,,,,,,,,,
159,OSQ050cb,,,,,,,,,,
160,OSD030BF,,,,,,,,,,
161,OSQ040BF,,,,,,,,,,
