,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,wasGeneratedBy
0,SEQN,,,,,,,,,,
1,MPQ010,,,,,,,,,,
2,MPQ020,,,,,,,,,,
3,MPQ030,,,,,,,,,,
4,MPD040,,,,,,,,,,
5,MPD050a,,,,,,,,,,
6,MPD050b,,,,,,,,,,
7,MPD050c,,,,,,,,,,
8,MPD050d,,,,,,,,,,
9,MPD050e,,,,,,,,,,
10,MPD050f,,,,,,,,,,
11,MPD050g,,,,,,,,,,
12,MPD050h,,,,,,,,,,
13,MPD050i,,,,,,,,,,
14,MPD050j,,,,,,,,,,
15,MPD050k,,,,,,,,,,
16,MPD050l,,,,,,,,,,
17,MPD050m,,,,,,,,,,
18,MPD050n,,,,,,,,,,
19,MPD050o,,,,,,,,,,
20,MPD050p,,,,,,,,,,
21,MPQ060,,,,,,,,,,
22,MPQ070,,,,,,,,,,
23,MPQ080,,,,,,,,,,
24,MPQ090,,,,,,,,,,
25,MPQ100,,,,,,,,,,
26,MPQ110,,,,,,,,,,
27,MPQ120a,,,,,,,,,,
28,MPQ120b,,,,,,,,,,
29,MPQ120c,,,,,,,,,,
30,MPQ120d,,,,,,,,,,
31,MPQ120e,,,,,,,,,,
32,MPQ120f,,,,,,,,,,
33,MPQ120g,,,,,,,,,,
34,MPQ120h,,,,,,,,,,
35,MPQ120i,,,,,,,,,,
36,MPQ120j,,,,,,,,,,
37,MPQ120k,,,,,,,,,,
38,MPQ120l,,,,,,,,,,
39,MPQ120m,,,,,,,,,,
40,MPQ120n,,,,,,,,,,
41,MPQ120o,,,,,,,,,,
42,MPQ120p,,,,,,,,,,
43,MPQ120q,,,,,,,,,,
44,MPQ120r,,,,,,,,,,
45,MPQ120s,,,,,,,,,,
46,MPQ120t,,,,,,,,,,
47,MPQ120u,,,,,,,,,,
48,MPQ120v,,,,,,,,,,
49,MPQ120w,,,,,,,,,,
50,MPQ120x,,,,,,,,,,
51,MPQ120y,,,,,,,,,,
52,MPQ120z,,,,,,,,,,
53,MPQ120aa,,,,,,,,,,
54,MPQ120ab,,,,,,,,,,
55,MPQ120ac,,,,,,,,,,
56,MPQ120ad,,,,,,,,,,
57,MPQ120ae,,,,,,,,,,
58,MPQ120af,,,,,,,,,,
59,MPD050A,,,,,,,,,,
60,MPD050B,,,,,,,,,,
61,MPD050C,,,,,,,,,,
62,MPD050D,,,,,,,,,,
63,MPD050E,,,,,,,,,,
64,MPD050F,,,,,,,,,,
65,MPD050G,,,,,,,,,,
66,MPD050H,,,,,,,,,,
67,MPD050I,,,,,,,,,,
68,MPD050J,,,,,,,,,,
69,MPD050K,,,,,,,,,,
70,MPD050L,,,,,,,,,,
71,MPD050M,,,,,,,,,,
72,MPD050N,,,,,,,,,,
73,MPD050O,,,,,,,,,,
74,MPD050P,,,,,,,,,,
75,MPQ120A,,,,,,,,,,
76,MPQ120B,,,,,,,,,,
77,MPQ120C,,,,,,,,,,
78,MPQ120D,,,,,,,,,,
79,MPQ120E,,,,,,,,,,
80,MPQ120F,,,,,,,,,,
81,MPQ120G,,,,,,,,,,
82,MPQ120H,,,,,,,,,,
83,MPQ120I,,,,,,,,,,
84,MPQ120J,,,,,,,,,,
85,MPQ120K,,,,,,,,,,
86,MPQ120L,,,,,,,,,,
87,MPQ120M,,,,,,,,,,
88,MPQ120N,,,,,,,,,,
89,MPQ120O,,,,,,,,,,
90,MPQ120P,,,,,,,,,,
91,MPQ120Q,,,,,,,,,,
92,MPQ120R,,,,,,,,,,
93,MPQ120S,,,,,,,,,,
94,MPQ120T,,,,,,,,,,
95,MPQ120U,,,,,,,,,,
96,MPQ120V,,,,,,,,,,
97,MPQ120W,,,,,,,,,,
98,MPQ120X,,,,,,,,,,
99,MPQ120Y,,,,,,,,,,
100,MPQ120Z,,,,,,,,,,
101,MPQ120AA,,,,,,,,,,
102,MPQ120AB,,,,,,,,,,
103,MPQ120AC,,,,,,,,,,
104,MPQ120AD,,,,,,,,,,
105,MPQ120AE,,,,,,,,,,
106,MPQ120AF,,,,,,,,,,
107,MPD050q,,,,,,,,,,
