,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,wasGeneratedBy
0,SEQN,,,,,,,,,,
1,RDQ005A,,,,,,,,,,
2,RDD030,,,,,,,,,,
3,RDD040,,,,,,,,,,
4,RDQ050,,,,,,,,,,
5,RDD060,,,,,,,,,,
6,RDQ070,,,,,,,,,,
7,RDQ080,,,,,,,,,,
8,RDQ090,,,,,,,,,,
9,RDQ100,,,,,,,,,,
10,RDQ105,,,,,,,,,,
11,RDD120,,,,,,,,,,
12,RDD134,,,,,,,,,,
13,RDQ135,,,,,,,,,,
14,RDQ137,,,,,,,,,,
15,RDQ140,,,,,,,,,,
16,RDQ031,,,,,,,,,,
17,RDQ134,,,,,,,,,,
18,RDQ136,,,,,,,,,,
19,AGQ030,,,,,,,,,,
20,RDQ010,,,,,,,,,,
21,RDQ020G,,,,,,,,,,
22,RDQ020Q,,,,,,,,,,
23,RDQ030,,,,,,,,,,
24,RDQ040,,,,,,,,,,
25,RDQ060,,,,,,,,,,
26,RDQ110,,,,,,,,,,
27,RDQ120,,,,,,,,,,
28,RDQ130,,,,,,,,,,
29,RDQ133,,,,,,,,,,
