,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,wasGeneratedBy
0,SEQN,,,,,,,,,,
1,SLD012,,,,,,,,,,
2,SLD013,,,,,,,,,,
3,SLQ030,,,,,,,,,,
4,SLQ040,,,,,,,,,,
5,SLQ050,,,,,,,,,,
6,SLQ120,,,,,,,,,,
7,SLQ300,,,,,,,,,,
8,SLQ310,,,,,,,,,,
9,SLQ320,,,,,,,,,,
10,SLQ330,,,,,,,,,,
11,SLD010H,,,,,,,,,,
12,SLD020M,,,,,,,,,,
13,SLQ060,,,,,,,,,,
14,SLQ070A,,,,,,,,,,
15,SLQ070B,,,,,,,,,,
16,SLQ070C,,,,,,,,,,
17,SLQ070D,,,,,,,,,,
18,SLQ080,,,,,,,,,,
19,SLQ090,,,,,,,,,,
20,SLQ100,,,,,,,,,,
21,SLQ110,,,,,,,,,,
22,SLQ130,,,,,,,,,,
23,SLQ140,,,,,,,,,,
24,SLQ150,,,,,,,,,,
25,SLQ160,,,,,,,,,,
26,SLQ170,,,,,,,,,,
27,SLQ180,,,,,,,,,,
28,SLQ190,,,,,,,,,,
29,SLQ200,,,,,,,,,,
30,SLQ210,,,,,,,,,,
31,SLQ220,,,,,,,,,,
32,SLQ230,,,,,,,,,,
33,SLQ240,,,,,,,,,,
