,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,wasGeneratedBy
0,SEQN,,,,,,,,,,
1,OHQ010,,,,,,,,,,
2,OHQ020,,,,,,,,,,
3,OHQ030,,,,,,,,,,
4,OHQ033,,,,,,,,,,
5,OHQ035,,,,,,,,,,
6,OHQ037,,,,,,,,,,
7,OHQ040,,,,,,,,,,
8,OHQ050,,,,,,,,,,
9,OHQ060,,,,,,,,,,
10,OHQ070Q,,,,,,,,,,
11,OHQ070U,,,,,,,,,,
12,OHQ075,,,,,,,,,,
13,OHQ085,,,,,,,,,,
14,OHQ095,,,,,,,,,,
15,OHQ105,,,,,,,,,,
16,OHQ115,,,,,,,,,,
17,OHQ075b,,,,,,,,,,
18,OHQ600,,,,,,,,,,
19,OHQ620,,,,,,,,,,
20,OHQ630,,,,,,,,,,
21,OHQ640,,,,,,,,,,
22,OHQ650,,,,,,,,,,
23,OHQ660,,,,,,,,,,
24,OHQ670,,,,,,,,,,
25,OHQ680,,,,,,,,,,
26,OHD691,,,,,,,,,,
27,OHD700,,,,,,,,,,
28,OHD711A,,,,,,,,,,
29,OHD711B,,,,,,,,,,
30,OHD711C,,,,,,,,,,
31,OHD711D,,,,,,,,,,
32,OHD711E,,,,,,,,,,
33,OHD711G,,,,,,,,,,
34,OHD721,,,,,,,,,,
35,OHD730,,,,,,,,,,
36,OHD740,,,,,,,,,,
37,OHD750,,,,,,,,,,
38,OHQ755,,,,,,,,,,
39,OHQ760,,,,,,,,,,
40,OHQ770,,,,,,,,,,
41,OHQ780A,,,,,,,,,,
42,OHQ780B,,,,,,,,,,
43,OHQ780C,,,,,,,,,,
44,OHQ780D,,,,,,,,,,
45,OHQ780E,,,,,,,,,,
46,OHQ780F,,,,,,,,,,
47,OHQ780G,,,,,,,,,,
48,OHQ780H,,,,,,,,,,
49,OHQ780I,,,,,,,,,,
50,OHQ780J,,,,,,,,,,
51,OHQ780K,,,,,,,,,,
52,OHQ011,,,,,,,,,,
53,OHQ835,,,,,,,,,,
54,OHQ845,,,,,,,,,,
55,OHQ850,,,,,,,,,,
56,OHQ855,,,,,,,,,,
57,OHQ860,,,,,,,,,,
58,OHQ865,,,,,,,,,,
59,OHQ870,,,,,,,,,,
60,OHQ875,,,,,,,,,,
61,OHQ605,,,,,,,,,,
62,OHQ610,,,,,,,,,,
63,OHQ612,,,,,,,,,,
64,OHQ614,,,,,,,,,,
65,OHQ616,,,,,,,,,,
66,OHQ847,,,,,,,,,,
67,OHQ880,,,,,,,,,,
68,OHQ885,,,,,,,,,,
69,OHQ890,,,,,,,,,,
70,OHQ895,,,,,,,,,,
71,OHQ900,,,,,,,,,,
72,OHQ550,,,,,,,,,,
73,OHQ555G,,,,,,,,,,
74,OHQ555Q,,,,,,,,,,
75,OHQ555U,,,,,,,,,,
76,OHQ560G,,,,,,,,,,
77,OHQ560Q,,,,,,,,,,
78,OHQ560U,,,,,,,,,,
79,OHQ565,,,,,,,,,,
80,OHQ570Q,,,,,,,,,,
81,OHQ570U,,,,,,,,,,
82,OHQ575G,,,,,,,,,,
83,OHQ575Q,,,,,,,,,,
84,OHQ575U,,,,,,,,,,
85,OHQ580,,,,,,,,,,
86,OHQ585Q,,,,,,,,,,
87,OHQ585U,,,,,,,,,,
88,OHQ590G,,,,,,,,,,
89,OHQ590Q,,,,,,,,,,
90,OHQ590U,,,,,,,,,,
91,OHQ592,,,,,,,,,,
92,OHQ846,,,,,,,,,,
93,OHQ848G,,,,,,,,,,
94,OHQ848Q,,,,,,,,,,
95,OHQ849,,,,,,,,,,
96,OHQ566,,,,,,,,,,
97,OHQ571Q,,,,,,,,,,
98,OHQ571U,,,,,,,,,,
99,OHQ576G,,,,,,,,,,
100,OHQ576Q,,,,,,,,,,
101,OHQ576U,,,,,,,,,,
102,OHQ080,,,,,,,,,,
103,OHQ090,,,,,,,,,,
104,OHQ100,,,,,,,,,,
105,OHQ110,,,,,,,,,,
