,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,wasGeneratedBy
0,SEQN,,,,,,,,,,
1,WTSCI2YR,,,,,,,,,,
2,WTSCI4YR,,,,,,,,,,
3,CIAORDER,,,,,,,,,,
4,CIQD001,,,,,,,,,,
5,CIQD002,,,,,,,,,,
6,CIQD003,,,,,,,,,,
7,CIQD004,,,,,,,,,,
8,CIQD005,,,,,,,,,,
9,CIQD006,,,,,,,,,,
10,CIQD007,,,,,,,,,,
11,CIQD008,,,,,,,,,,
12,CIQD009,,,,,,,,,,
13,CIQD010,,,,,,,,,,
14,CIQD011,,,,,,,,,,
15,CIQD012,,,,,,,,,,
16,CIQD013,,,,,,,,,,
17,CIQD014,,,,,,,,,,
18,CIQD015,,,,,,,,,,
19,CIQD016,,,,,,,,,,
20,CIQD017,,,,,,,,,,
21,CIQD018,,,,,,,,,,
22,CIQD019,,,,,,,,,,
23,CIQD020,,,,,,,,,,
24,CIQD020Z,,,,,,,,,,
25,CIQD021,,,,,,,,,,
26,CIQD021Z,,,,,,,,,,
27,CIQD022,,,,,,,,,,
28,CIQD023,,,,,,,,,,
29,CIQD024,,,,,,,,,,
30,CIQD025,,,,,,,,,,
31,CIQD026,,,,,,,,,,
32,CIQD027,,,,,,,,,,
33,CIQD028,,,,,,,,,,
34,CIQD029,,,,,,,,,,
35,CIQD030,,,,,,,,,,
36,CIQD031,,,,,,,,,,
37,CIQD032,,,,,,,,,,
38,CIQD033,,,,,,,,,,
39,CIQD034,,,,,,,,,,
40,CIQD035,,,,,,,,,,
41,CIQD036,,,,,,,,,,
42,CIQD037,,,,,,,,,,
43,CIQD037Z,,,,,,,,,,
44,CIQD038,,,,,,,,,,
45,CIQD040,,,,,,,,,,
46,CIQD041,,,,,,,,,,
47,CIQD042,,,,,,,,,,
48,CIQD043,,,,,,,,,,
49,CIQD044,,,,,,,,,,
50,CIQD045,,,,,,,,,,
51,CIQD046,,,,,,,,,,
52,CIQD047,,,,,,,,,,
53,CIQD048,,,,,,,,,,
54,CIQD049,,,,,,,,,,
55,CIQD050,,,,,,,,,,
56,CIQD050Z,,,,,,,,,,
57,CIQD051,,,,,,,,,,
58,CIQD051Z,,,,,,,,,,
59,CIQD052,,,,,,,,,,
60,CIQD053,,,,,,,,,,
61,CIQD054,,,,,,,,,,
62,CIQD054Z,,,,,,,,,,
63,CIQD055,,,,,,,,,,
64,CIQD055Z,,,,,,,,,,
65,CIQD056,,,,,,,,,,
66,CIQD057,,,,,,,,,,
67,CIQD058,,,,,,,,,,
68,CIQD059,,,,,,,,,,
69,CIQD060,,,,,,,,,,
70,CIQD061,,,,,,,,,,
71,CIQD062,,,,,,,,,,
72,CIQD064,,,,,,,,,,
73,CIQD064Z,,,,,,,,,,
74,CIQD065,,,,,,,,,,
75,CIQD066,,,,,,,,,,
76,CIQD067,,,,,,,,,,
77,CIQD068,,,,,,,,,,
78,CIQD069,,,,,,,,,,
79,CIQD071,,,,,,,,,,
80,CIQD071Z,,,,,,,,,,
81,CIQD072,,,,,,,,,,
