,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,wasGeneratedBy
0,SEQN,,,,,,,,,,
1,ARQ010,,,,,,,,,,
2,ARQ020A,,,,,,,,,,
3,ARQ020B,,,,,,,,,,
4,ARQ020C,,,,,,,,,,
5,ARQ020D,,,,,,,,,,
6,ARQ020E,,,,,,,,,,
7,ARQ020F,,,,,,,,,,
8,ARQ020G,,,,,,,,,,
9,ARQ200,,,,,,,,,,
10,ARQ205,,,,,,,,,,
11,ARQ021AA,,,,,,,,,,
12,ARQ021BA,,,,,,,,,,
13,ARQ021CA,,,,,,,,,,
14,ARQ022A,,,,,,,,,,
15,ARQ022AA,,,,,,,,,,
16,ARQ023GA,,,,,,,,,,
17,ARQ023QA,,,,,,,,,,
18,ARQ024A,,,,,,,,,,
19,ARQ025A,,,,,,,,,,
20,ARD026A,,,,,,,,,,
21,ARQ021AB,,,,,,,,,,
22,ARQ021BB,,,,,,,,,,
23,ARQ021CB,,,,,,,,,,
24,ARQ022B,,,,,,,,,,
25,ARQ022AB,,,,,,,,,,
26,ARQ023GB,,,,,,,,,,
27,ARQ023QB,,,,,,,,,,
28,ARQ024B,,,,,,,,,,
29,ARQ025B,,,,,,,,,,
30,ARD026B,,,,,,,,,,
31,ARQ021AC,,,,,,,,,,
32,ARQ021BC,,,,,,,,,,
33,ARQ021CC,,,,,,,,,,
34,ARQ022C,,,,,,,,,,
35,ARQ022AC,,,,,,,,,,
36,ARQ023GC,,,,,,,,,,
37,ARQ023QC,,,,,,,,,,
38,ARQ024C,,,,,,,,,,
39,ARQ025C,,,,,,,,,,
40,ARD026C,,,,,,,,,,
41,ARQ021AD,,,,,,,,,,
42,ARQ021BD,,,,,,,,,,
43,ARQ021CD,,,,,,,,,,
44,ARQ022D,,,,,,,,,,
45,ARQ022AD,,,,,,,,,,
46,ARQ023GD,,,,,,,,,,
47,ARQ023QD,,,,,,,,,,
48,ARQ024D,,,,,,,,,,
49,ARQ025D,,,,,,,,,,
50,ARD026D,,,,,,,,,,
51,ARQ021AE,,,,,,,,,,
52,ARQ021BE,,,,,,,,,,
53,ARQ021CE,,,,,,,,,,
54,ARQ022E,,,,,,,,,,
55,ARQ022AE,,,,,,,,,,
56,ARQ023GE,,,,,,,,,,
57,ARQ023QE,,,,,,,,,,
58,ARQ024E,,,,,,,,,,
59,ARQ025E,,,,,,,,,,
60,ARD026E,,,,,,,,,,
61,ARQ021AF,,,,,,,,,,
62,ARQ021BF,,,,,,,,,,
63,ARQ021CF,,,,,,,,,,
64,ARQ022F,,,,,,,,,,
65,ARQ022AF,,,,,,,,,,
66,ARQ023GF,,,,,,,,,,
67,ARQ023QF,,,,,,,,,,
68,ARQ024F,,,,,,,,,,
69,ARQ025F,,,,,,,,,,
70,ARD026F,,,,,,,,,,
71,ARQ021AG,,,,,,,,,,
72,ARQ021BG,,,,,,,,,,
73,ARQ021CG,,,,,,,,,,
74,ARQ022G,,,,,,,,,,
75,ARQ022AG,,,,,,,,,,
76,ARQ023GG,,,,,,,,,,
77,ARQ023QG,,,,,,,,,,
78,ARQ024G,,,,,,,,,,
79,ARQ025G,,,,,,,,,,
80,ARD026G,,,,,,,,,,
81,ARQ230,,,,,,,,,,
82,ARQ030A,,,,,,,,,,
83,ARQ034A,,,,,,,,,,
84,ARQ030B,,,,,,,,,,
85,ARQ034B,,,,,,,,,,
86,ARQ030C,,,,,,,,,,
87,ARQ034C,,,,,,,,,,
88,ARQ030D,,,,,,,,,,
89,ARQ034D,,,,,,,,,,
90,ARQ030E,,,,,,,,,,
91,ARQ034E,,,,,,,,,,
92,ARQ040,,,,,,,,,,
93,ARQ050,,,,,,,,,,
94,ARQ060,,,,,,,,,,
95,ARQ070,,,,,,,,,,
96,ARQ073,,,,,,,,,,
97,ARQ077,,,,,,,,,,
98,ARQ080,,,,,,,,,,
99,ARQ220,,,,,,,,,,
100,ARQ100,,,,,,,,,,
101,ARQ110,,,,,,,,,,
102,ARQ112A,,,,,,,,,,
103,ARQ112B,,,,,,,,,,
104,ARQ113,,,,,,,,,,
105,ARQ118AA,,,,,,,,,,
106,ARQ118AB,,,,,,,,,,
107,ARQ118AC,,,,,,,,,,
108,ARQ118AD,,,,,,,,,,
109,ARD118AE,,,,,,,,,,
110,ARQ118AJ,,,,,,,,,,
111,ARQ118AM,,,,,,,,,,
112,ARQ118AN,,,,,,,,,,
113,ARD118AO,,,,,,,,,,
114,ARQ118BA,,,,,,,,,,
115,ARQ118BB,,,,,,,,,,
116,ARQ118BC,,,,,,,,,,
117,ARQ118BD,,,,,,,,,,
118,ARD118BE,,,,,,,,,,
119,ARQ118BJ,,,,,,,,,,
120,ARQ118BM,,,,,,,,,,
121,ARQ118BN,,,,,,,,,,
122,ARD118BO,,,,,,,,,,
123,ARD125A,,,,,,,,,,
124,ARD130A,,,,,,,,,,
125,ARQ125C,,,,,,,,,,
126,ARQ135C,,,,,,,,,,
127,ARQ125D,,,,,,,,,,
128,ARQ135D,,,,,,,,,,
129,ARQ125E,,,,,,,,,,
