,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,wasGeneratedBy
0,SEQN,,,,,,,,,,
1,HUQ010,,,,,,,,,,
2,HUQ020,,,,,,,,,,
3,HUQ030,,,,,,,,,,
4,HUQ040,,,,,,,,,,
5,HUQ050,,,,,,,,,,
6,HUQ060,,,,,,,,,,
7,HUD070,,,,,,,,,,
8,HUQ080,,,,,,,,,,
9,HUQ081,,,,,,,,,,
10,HUQ082,,,,,,,,,,
11,HUQ084,,,,,,,,,,
12,HUQ086,,,,,,,,,,
13,HUQ088a,,,,,,,,,,
14,HUQ088b,,,,,,,,,,
15,HUQ088c,,,,,,,,,,
16,HUQ089,,,,,,,,,,
17,HUQ090,,,,,,,,,,
18,HUQ071,,,,,,,,,,
19,HUD080,,,,,,,,,,
20,HUQ015,,,,,,,,,,
21,HUQ085,,,,,,,,,,
22,HUQ041,,,,,,,,,,
23,HUQ051,,,,,,,,,,
24,HUQ061,,,,,,,,,,
25,HUQ042,,,,,,,,,,
26,HUQ055,,,,,,,,,,
27,HUQ070,,,,,,,,,,
28,HUD062,,,,,,,,,,
