,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,wasGeneratedBy
0,SEQN,,,,,,,,,,
1,WHQ030M,,,,,,,,,,
2,WHQ500,,,,,,,,,,
3,WHQ520,,,,,,,,,,
4,WHD010,,,,,,,,,,
5,WHD020,,,,,,,,,,
6,WHD050,,,,,,,,,,
7,WHD080A,,,,,,,,,,
8,WHD080B,,,,,,,,,,
9,WHD080C,,,,,,,,,,
10,WHD080D,,,,,,,,,,
11,WHD080E,,,,,,,,,,
12,WHD080F,,,,,,,,,,
13,WHD080G,,,,,,,,,,
14,WHD080H,,,,,,,,,,
15,WHD080I,,,,,,,,,,
16,WHD080J,,,,,,,,,,
17,WHD080K,,,,,,,,,,
18,WHD080L,,,,,,,,,,
19,WHD080M,,,,,,,,,,
20,WHD080N,,,,,,,,,,
21,WHD080O,,,,,,,,,,
22,WHD080P,,,,,,,,,,
23,WHD080Q,,,,,,,,,,
24,WHD080R,,,,,,,,,,
25,WHD080S,,,,,,,,,,
26,WHD080T,,,,,,,,,,
27,WHD080U,,,,,,,,,,
28,WHD110,,,,,,,,,,
29,WHD120,,,,,,,,,,
30,WHD130,,,,,,,,,,
31,WHD140,,,,,,,,,,
32,WHQ030,,,,,,,,,,
33,WHQ040,,,,,,,,,,
34,WHQ060,,,,,,,,,,
35,WHQ070,,,,,,,,,,
36,WHQ150,,,,,,,,,,
37,WHQ225,,,,,,,,,,
38,WHQ510A,,,,,,,,,,
39,WHQ510B,,,,,,,,,,
40,WHQ510C,,,,,,,,,,
41,WHQ510D,,,,,,,,,,
42,WHQ510E,,,,,,,,,,
43,WHQ510F,,,,,,,,,,
44,WHQ510G,,,,,,,,,,
45,WHQ510H,,,,,,,,,,
46,WHQ510I,,,,,,,,,,
47,WHQ510J,,,,,,,,,,
48,WHQ510K,,,,,,,,,,
49,WHQ510L,,,,,,,,,,
50,WHQ510M,,,,,,,,,,
51,WHQ510N,,,,,,,,,,
52,WHQ510O,,,,,,,,,,
53,WHQ510U,,,,,,,,,,
54,WHQ530,,,,,,,,,,
55,WHQ540,,,,,,,,,,
56,WHQ550,,,,,,,,,,
57,WHQ560,,,,,,,,,,
58,WHQ570,,,,,,,,,,
59,WHQ580,,,,,,,,,,
60,WHQ510P,,,,,,,,,,
61,WHQ055,,,,,,,,,,
62,WHQ090,,,,,,,,,,
63,WHD100a,,,,,,,,,,
64,WHD100b,,,,,,,,,,
65,WHD100c,,,,,,,,,,
66,WHD100d,,,,,,,,,,
67,WHD100e,,,,,,,,,,
68,WHD100f,,,,,,,,,,
69,WHD100g,,,,,,,,,,
70,WHD100h,,,,,,,,,,
71,WHD100i,,,,,,,,,,
72,WHD100j,,,,,,,,,,
73,WHD100k,,,,,,,,,,
74,WHD100l,,,,,,,,,,
75,WHD100M,,,,,,,,,,
76,WHD100N,,,,,,,,,,
77,WHQ270,,,,,,,,,,
78,WHQ280A,,,,,,,,,,
79,WHQ280B,,,,,,,,,,
80,WHQ280C,,,,,,,,,,
81,WHQ280D,,,,,,,,,,
82,WHQ280E,,,,,,,,,,
83,WHQ185,,,,,,,,,,
84,WHD100A,,,,,,,,,,
85,WHD100B,,,,,,,,,,
86,WHD100C,,,,,,,,,,
87,WHD100D,,,,,,,,,,
88,WHD100E,,,,,,,,,,
89,WHD100F,,,,,,,,,,
90,WHD100G,,,,,,,,,,
91,WHD100H,,,,,,,,,,
92,WHD100I,,,,,,,,,,
93,WHD100J,,,,,,,,,,
94,WHD100K,,,,,,,,,,
95,WHD100L,,,,,,,,,,
96,WHD100O,,,,,,,,,,
97,WHD100P,,,,,,,,,,
98,WHD100Q,,,,,,,,,,
99,WHD100R,,,,,,,,,,
100,WHD100S,,,,,,,,,,
101,WHQ210,,,,,,,,,,
102,WHD220,,,,,,,,,,
103,WHQ105,,,,,,,,,,
104,WHQ115a,,,,,,,,,,
105,WHQ125,,,,,,,,,,
106,WHD045,,,,,,,,,,
107,WHD100T,,,,,,,,,,
108,WHD080u,,,,,,,,,,
109,WHQ115A,,,,,,,,,,
110,WHQ190,,,,,,,,,,
111,WHQ200,,,,,,,,,,
112,WHD040,,,,,,,,,,
113,WHD060,,,,,,,,,,
114,WHQ080C,,,,,,,,,,
115,WHQ080E,,,,,,,,,,
116,WHQ080G,,,,,,,,,,
117,WHQ080H,,,,,,,,,,
118,WHQ080I,,,,,,,,,,
119,WHQ080J,,,,,,,,,,
120,WHQ080K,,,,,,,,,,
121,WHQ100a,,,,,,,,,,
122,WHQ100b,,,,,,,,,,
123,WHQ100e,,,,,,,,,,
124,WHQ100g,,,,,,,,,,
125,WHQ100h,,,,,,,,,,
126,WHQ100i,,,,,,,,,,
127,WHQ100j,,,,,,,,,,
128,WHQ100k,,,,,,,,,,
129,WHD150,,,,,,,,,,
130,WHD160,,,,,,,,,,
131,WHD170,,,,,,,,,,
