,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,wasGeneratedBy
0,SEQN,,,,,,,,,,
1,OCD150,,,,,,,,,,
2,OCD180,,,,,,,,,,
3,OCQ200,,,,,,,,,,
4,OCQ210,,,,,,,,,,
5,OCD230,,,,,,,,,,
6,OCD240,,,,,,,,,,
7,OCQ260,,,,,,,,,,
8,OCD270,,,,,,,,,,
9,OCQ290G,,,,,,,,,,
10,OCQ290Q,,,,,,,,,,
11,OCD310B,,,,,,,,,,
12,OCQ340,,,,,,,,,,
13,OCQ350,,,,,,,,,,
14,OCQ360,,,,,,,,,,
15,OCQ370,,,,,,,,,,
16,OCQ380,,,,,,,,,,
17,OCD390G,,,,,,,,,,
18,OCD390,,,,,,,,,,
19,OCD395,,,,,,,,,,
20,OCQ400,,,,,,,,,,
21,OCQ410,,,,,,,,,,
22,OCQ420,,,,,,,,,,
23,OCQ430,,,,,,,,,,
24,OCQ440,,,,,,,,,,
25,OCQ450,,,,,,,,,,
26,OCQ460,,,,,,,,,,
27,OCQ470G,,,,,,,,,,
28,OCD470,,,,,,,,,,
29,OCD480,,,,,,,,,,
30,OCQ180,,,,,,,,,,
31,OCQ295,,,,,,,,,,
32,OCD470G,,,,,,,,,,
33,OCD231,,,,,,,,,,
34,OCD241,,,,,,,,,,
35,OCQ265,,,,,,,,,,
36,OCD392,,,,,,,,,,
37,OCD391,,,,,,,,,,
38,OCQ500,,,,,,,,,,
39,OCQ510,,,,,,,,,,
40,OCQ520,,,,,,,,,,
41,OCQ530,,,,,,,,,,
42,OCQ540,,,,,,,,,,
43,OCQ550,,,,,,,,,,
44,OCQ560,,,,,,,,,,
45,OCQ570,,,,,,,,,,
46,OCQ580,,,,,,,,,,
47,OCQ275,,,,,,,,,,
48,OCQ600,,,,,,,,,,
49,OCQ610,,,,,,,,,,
50,OCQ630,,,,,,,,,,
51,OCQ640,,,,,,,,,,
52,OCQ660,,,,,,,,,,
53,OCQ670,,,,,,,,,,
54,OCQ215,,,,,,,,,,
55,OCQ383,,,,,,,,,,
56,OCQ130,,,,,,,,,,
57,OCQ140,,,,,,,,,,
58,OCQ150,,,,,,,,,,
59,OCQ160,,,,,,,,,,
60,OCQ170,,,,,,,,,,
61,OCQ190,,,,,,,,,,
62,OCQ280,,,,,,,,,,
63,OCQ300,,,,,,,,,,
64,OCQ310a,,,,,,,,,,
65,OCQ310b,,,,,,,,,,
66,OCQ310c,,,,,,,,,,
67,OCQ320,,,,,,,,,,
68,OCQ330a,,,,,,,,,,
69,OCQ330b,,,,,,,,,,
70,OCQ330c,,,,,,,,,,
71,OCQ330d,,,,,,,,,,
72,OCQ330e,,,,,,,,,,
73,OCQ390G,,,,,,,,,,
74,OCD383,,,,,,,,,,
