,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,wasGeneratedBy
0,SEQN,,,,,,,,,,
1,KIQ081,,,,,,,,,,
2,KIQ101,,,,,,,,,,
3,KIQ106,,,,,,,,,,
4,KIQ121,,,,,,,,,,
5,KIQ141,,,,,,,,,,
6,KIQ161,,,,,,,,,,
7,KIQ170A,,,,,,,,,,
8,KID182,,,,,,,,,,
9,KIQ321,,,,,,,,,,
10,KIQ341,,,,,,,,,,
11,KIQ361,,,,,,,,,,
12,KIQ381,,,,,,,,,,
13,KIQ400,,,,,,,,,,
14,KIQ182,,,,,,,,,,
15,KIQBOX1,,,,,,,,,,
16,KIQ490,,,,,,,,,,
17,KIQBOX2,,,,,,,,,,
18,KIQBOX3,,,,,,,,,,
19,KIQ020,,,,,,,,,,
20,KIQ080,,,,,,,,,,
21,KIQ100,,,,,,,,,,
22,KIQ120,,,,,,,,,,
23,KIQ140,,,,,,,,,,
24,KIQ160,,,,,,,,,,
25,KIQ180,,,,,,,,,,
26,KIQ200,,,,,,,,,,
27,KIQ220,,,,,,,,,,
28,KIQ240,,,,,,,,,,
29,KIQ260,,,,,,,,,,
30,KIQ280,,,,,,,,,,
31,KIQ300,,,,,,,,,,
32,KIQ320,,,,,,,,,,
33,KIQ040,,,,,,,,,,
34,KIQ060,,,,,,,,,,
35,KIQ340,,,,,,,,,,
36,KIQ360,,,,,,,,,,
37,KIQ380,,,,,,,,,,
38,KIAQUEX,,,,,,,,,,
39,KIQ022,,,,,,,,,,
40,KIQ025,,,,,,,,,,
41,KIQ042,,,,,,,,,,
42,KIQ043,,,,,,,,,,
43,KIQ044,,,,,,,,,,
44,KIQ045,,,,,,,,,,
45,KIQ046,,,,,,,,,,
46,KIQ047,,,,,,,,,,
47,KIQ048,,,,,,,,,,
48,KIQ050,,,,,,,,,,
49,KIQ052,,,,,,,,,,
50,KIDUQUEX,,,,,,,,,,
51,KIQ005,,,,,,,,,,
52,KIQ010,,,,,,,,,,
53,KIQ430,,,,,,,,,,
54,KIQ450,,,,,,,,,,
55,KIQ470,,,,,,,,,,
56,KIQ048A,,,,,,,,,,
57,KIQ480,,,,,,,,,,
58,KIQ026,,,,,,,,,,
59,KID028,,,,,,,,,,
60,KIQ029,,,,,,,,,,
61,KIQ481,,,,,,,,,,
