,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,wasGeneratedBy
0,SEQN,,,,,,,,,,
1,WTSCI2YR,,,,,,,,,,
2,WTSCI4YR,,,,,,,,,,
3,WTSCI01,,,,,,,,,,
4,WTSCI02,,,,,,,,,,
5,WTSCI03,,,,,,,,,,
6,WTSCI04,,,,,,,,,,
7,WTSCI05,,,,,,,,,,
8,WTSCI06,,,,,,,,,,
9,WTSCI07,,,,,,,,,,
10,WTSCI08,,,,,,,,,,
11,WTSCI09,,,,,,,,,,
12,WTSCI10,,,,,,,,,,
13,WTSCI11,,,,,,,,,,
14,WTSCI12,,,,,,,,,,
15,WTSCI13,,,,,,,,,,
16,WTSCI14,,,,,,,,,,
17,WTSCI15,,,,,,,,,,
18,WTSCI16,,,,,,,,,,
19,WTSCI17,,,,,,,,,,
20,WTSCI18,,,,,,,,,,
21,WTSCI19,,,,,,,,,,
22,WTSCI20,,,,,,,,,,
23,WTSCI21,,,,,,,,,,
24,WTSCI22,,,,,,,,,,
25,WTSCI23,,,,,,,,,,
26,WTSCI24,,,,,,,,,,
27,WTSCI25,,,,,,,,,,
28,WTSCI26,,,,,,,,,,
29,WTSCI27,,,,,,,,,,
30,WTSCI28,,,,,,,,,,
31,WTSCI29,,,,,,,,,,
32,WTSCI30,,,,,,,,,,
33,WTSCI31,,,,,,,,,,
34,WTSCI32,,,,,,,,,,
35,WTSCI33,,,,,,,,,,
36,WTSCI34,,,,,,,,,,
37,WTSCI35,,,,,,,,,,
38,WTSCI36,,,,,,,,,,
39,WTSCI37,,,,,,,,,,
40,WTSCI38,,,,,,,,,,
41,WTSCI39,,,,,,,,,,
42,WTSCI40,,,,,,,,,,
43,WTSCI41,,,,,,,,,,
44,WTSCI42,,,,,,,,,,
45,WTSCI43,,,,,,,,,,
46,WTSCI44,,,,,,,,,,
47,WTSCI45,,,,,,,,,,
48,WTSCI46,,,,,,,,,,
49,WTSCI47,,,,,,,,,,
50,WTSCI48,,,,,,,,,,
51,WTSCI49,,,,,,,,,,
52,WTSCI50,,,,,,,,,,
53,WTSCI51,,,,,,,,,,
54,WTSCI52,,,,,,,,,,
55,CIAORDER,,,,,,,,,,
56,CIQP01,,,,,,,,,,
57,CIQP02,,,,,,,,,,
58,CIQP03,,,,,,,,,,
59,CIQP04,,,,,,,,,,
60,CIQP05,,,,,,,,,,
61,CIQP06,,,,,,,,,,
62,CIQP07,,,,,,,,,,
63,CIQP08,,,,,,,,,,
64,CIQP09,,,,,,,,,,
65,CIQP10ZZ,,,,,,,,,,
66,CIQP11,,,,,,,,,,
67,CIQP12,,,,,,,,,,
68,CIQP13A,,,,,,,,,,
69,CIQP13B,,,,,,,,,,
70,CIQP13C,,,,,,,,,,
71,CIQP13D,,,,,,,,,,
72,CIQP13E,,,,,,,,,,
73,CIQP13F,,,,,,,,,,
74,CIQP13G,,,,,,,,,,
75,CIQP13H,,,,,,,,,,
76,CIQP13I,,,,,,,,,,
77,CIQP13J,,,,,,,,,,
78,CIQP13K,,,,,,,,,,
79,CIQP13L,,,,,,,,,,
