,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,wasGeneratedBy
0,SEQN,,,,,,,,,,
1,DED011,,,,,,,,,,
2,DED021,,,,,,,,,,
3,DED031,,,,,,,,,,
4,DED041,,,,,,,,,,
5,DED051,,,,,,,,,,
6,DED061,,,,,,,,,,
7,DED071,,,,,,,,,,
8,DED082A,,,,,,,,,,
9,DED082B,,,,,,,,,,
10,DED082C,,,,,,,,,,
11,DED082D,,,,,,,,,,
12,DED082E,,,,,,,,,,
13,DED082F,,,,,,,,,,
14,DED082G,,,,,,,,,,
15,DED082H,,,,,,,,,,
16,DED082I,,,,,,,,,,
17,DED082J,,,,,,,,,,
18,DEQ034A,,,,,,,,,,
19,DEQ034B,,,,,,,,,,
20,DEQ034C,,,,,,,,,,
21,DEQ034D,,,,,,,,,,
22,DEQ036,,,,,,,,,,
23,DEQ038G,,,,,,,,,,
24,DED038Q,,,,,,,,,,
25,DEQ053,,,,,,,,,,
26,DEQ055,,,,,,,,,,
27,DEQ057,,,,,,,,,,
28,DEQ083A,,,,,,,,,,
29,DEQ083B,,,,,,,,,,
30,DED083C,,,,,,,,,,
31,DED083D,,,,,,,,,,
32,DEQ083E,,,,,,,,,,
33,DEQ083F,,,,,,,,,,
34,DEQ083G,,,,,,,,,,
35,DEQ083H,,,,,,,,,,
36,DEQ083I,,,,,,,,,,
37,DED083U,,,,,,,,,,
38,DEQ038Q,,,,,,,,,,
39,DED120,,,,,,,,,,
40,DED125,,,,,,,,,,
41,DEQ010,,,,,,,,,,
42,DEQ020,,,,,,,,,,
43,DEQ030,,,,,,,,,,
44,DEQ040,,,,,,,,,,
45,DEQ050,,,,,,,,,,
46,DEQ060,,,,,,,,,,
47,DEQ070,,,,,,,,,,
48,DED080A,,,,,,,,,,
49,DED080B,,,,,,,,,,
50,DED080C,,,,,,,,,,
51,DED080D,,,,,,,,,,
52,DED080E,,,,,,,,,,
53,DED080F,,,,,,,,,,
54,DED080G,,,,,,,,,,
55,DED080H,,,,,,,,,,
56,DED080I,,,,,,,,,,
57,DED080J,,,,,,,,,,
58,DEQ090,,,,,,,,,,
59,DED100A,,,,,,,,,,
60,DED100B,,,,,,,,,,
61,DED100C,,,,,,,,,,
62,DED100D,,,,,,,,,,
63,DEQ110,,,,,,,,,,
