,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,wasGeneratedBy
0,SEQN,,,,,,,,,,
1,CFD010,,,,,,,,,,
2,CFQ020,,,,,,,,,,
3,CFD030,,,,,,,,,,
4,CFD040,,,,,,,,,,
5,CFD050,,,,,,,,,,
6,CFDFINSH,,,,,,,,,,
7,CFDRIGHT,,,,,,,,,,
8,CFASTAT,,,,,,,,,,
9,CFALANG,,,,,,,,,,
10,CFDCCS,,,,,,,,,,
11,CFDCRNC,,,,,,,,,,
12,CFDCST1,,,,,,,,,,
13,CFDCST2,,,,,,,,,,
14,CFDCST3,,,,,,,,,,
15,CFDCSR,,,,,,,,,,
16,CFDCIT1,,,,,,,,,,
17,CFDCIT2,,,,,,,,,,
18,CFDCIT3,,,,,,,,,,
19,CFDCIR,,,,,,,,,,
20,CFDAPP,,,,,,,,,,
21,CFDARNC,,,,,,,,,,
22,CFDAST,,,,,,,,,,
23,CFDDPP,,,,,,,,,,
24,CFDDRNC,,,,,,,,,,
25,CFDDS,,,,,,,,,,
