,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,wasGeneratedBy
0,SEQN,,,,,,,,,,
1,BAQ010,,,,,,,,,,
2,BAQ020A,,,,,,,,,,
3,BAQ020B,,,,,,,,,,
4,BAQ020C,,,,,,,,,,
5,BAQ030A,,,,,,,,,,
6,BAQ030B,,,,,,,,,,
7,BAQ040,,,,,,,,,,
8,BAQ060A,,,,,,,,,,
9,BAQ060B,,,,,,,,,,
10,BAQ060C,,,,,,,,,,
11,BAQ060D,,,,,,,,,,
12,BAQ060E,,,,,,,,,,
13,BAQ060F,,,,,,,,,,
14,BAQ060G,,,,,,,,,,
15,BAQ060H,,,,,,,,,,
16,BAQ070,,,,,,,,,,
17,BAQ075,,,,,,,,,,
18,BAQ080A,,,,,,,,,,
19,BAQ080B,,,,,,,,,,
20,BAQ080C,,,,,,,,,,
21,BAQ080D,,,,,,,,,,
22,BAQ090,,,,,,,,,,
23,BAQ100,,,,,,,,,,
24,BAQ050,,,,,,,,,,
25,BAQ321A,,,,,,,,,,
26,BAQ321B,,,,,,,,,,
27,BAQ321C,,,,,,,,,,
28,BAQ321D,,,,,,,,,,
29,BAQ341,,,,,,,,,,
30,BAQ391A,,,,,,,,,,
31,BAQ391B,,,,,,,,,,
32,BAQ401,,,,,,,,,,
33,BAQ421,,,,,,,,,,
34,BAQ431,,,,,,,,,,
35,BAQ491,,,,,,,,,,
36,BAQ530,,,,,,,,,,
37,BAQ550,,,,,,,,,,
38,BAQ560,,,,,,,,,,
