,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,wasGeneratedBy
0,SEQN,,,,,,,,,,
1,FSD160,,,,,,,,,,
2,FSD170N,,,,,,,,,,
3,FSD180,,,,,,,,,,
4,FSD190,,,,,,,,,,
5,FSD200,,,,,,,,,,
6,FSQ400,,,,,,,,,,
7,FSQ410,,,,,,,,,,
8,FSQ420,,,,,,,,,,
9,FSQ430,,,,,,,,,,
10,FSQ440,,,,,,,,,,
11,FSD450,,,,,,,,,,
12,FSQ460,,,,,,,,,,
13,FSQ470,,,,,,,,,,
14,FSQ480,,,,,,,,,,
15,FSQ490,,,,,,,,,,
16,FSQ500,,,,,,,,,,
17,FSQ510,,,,,,,,,,
18,FSD520,,,,,,,,,,
19,FSD655,,,,,,,,,,
20,FSD660C,,,,,,,,,,
21,FSD665,,,,,,,,,,
22,FSQ650,,,,,,,,,,
23,FSD660M,,,,,,,,,,
24,FSD670,,,,,,,,,,
25,HHfdsec,,,,,,,,,,
26,ADfdsec,,,,,,,,,,
27,CHfdsec,,,,,,,,,,
28,FSD032A,,,,,,,,,,
29,FSD032B,,,,,,,,,,
30,FSD032C,,,,,,,,,,
31,FSQBOX1,,,,,,,,,,
32,FSD032D,,,,,,,,,,
33,FSD032E,,,,,,,,,,
34,FSQBOX2,,,,,,,,,,
35,FSQBOX3,,,,,,,,,,
36,FSD032F,,,,,,,,,,
37,FSD041,,,,,,,,,,
38,FSD052,,,,,,,,,,
39,FSD061,,,,,,,,,,
40,FSD071,,,,,,,,,,
41,FSD081,,,,,,,,,,
42,FSDBOX4,,,,,,,,,,
43,FSD092,,,,,,,,,,
44,FSD102,,,,,,,,,,
45,FSQBOX5,,,,,,,,,,
46,FSD111,,,,,,,,,,
47,FSD122,,,,,,,,,,
48,FSD132,,,,,,,,,,
49,FSD141,,,,,,,,,,
50,FSD146,,,,,,,,,,
51,FSDHH,,,,,,,,,,
52,FSDAD,,,,,,,,,,
53,FSDCH,,,,,,,,,,
54,FSD151,,,,,,,,,,
55,FSDBOX6,,,,,,,,,,
56,FSQ450,,,,,,,,,,
57,FSQ520,,,,,,,,,,
58,FSQ170,,,,,,,,,,
59,FSQ162,,,,,,,,,,
60,FSD650C,,,,,,,,,,
61,FSD670C,,,,,,,,,,
62,FSD650M,,,,,,,,,,
63,FSD670M,,,,,,,,,,
64,FSD401,,,,,,,,,,
65,FSD411,,,,,,,,,,
66,FSD421,,,,,,,,,,
67,FSD431,,,,,,,,,,
68,FSD451,,,,,,,,,,
69,FSDBOX7,,,,,,,,,,
70,FSQ210,,,,,,,,,,
71,FSQ220,,,,,,,,,,
72,FSD650,,,,,,,,,,
73,FSD660,,,,,,,,,,
74,FSQBOX4,,,,,,,,,,
75,FSQBOX6,,,,,,,,,,
76,FSQBOX7,,,,,,,,,,
77,FSQ165,,,,,,,,,,
78,FSQ171,,,,,,,,,,
79,FSD225,,,,,,,,,,
80,FSQ235,,,,,,,,,,
81,FSQBOX8,,,,,,,,,,
82,FSQBOX9,,,,,,,,,,
83,FSD650ZC,,,,,,,,,,
84,FSD660ZC,,,,,,,,,,
85,FSD675,,,,,,,,,,
86,FSD680,,,,,,,,,,
87,FSD670ZC,,,,,,,,,,
88,FSQ690,,,,,,,,,,
89,FSQ695,,,,,,,,,,
90,FSQBOX10,,,,,,,,,,
91,FSD650ZW,,,,,,,,,,
92,FSQBOX11,,,,,,,,,,
93,FSD660ZW,,,,,,,,,,
94,FSD670ZW,,,,,,,,,,
95,FSD440,,,,,,,,,,
96,FSD230,,,,,,,,,,
97,FSQ012,,,,,,,,,,
98,FSD012N,,,,,,,,,,
99,FSD165N,,,,,,,,,,
100,FSD230N,,,,,,,,,,
101,FSD795,,,,,,,,,,
102,FSD235,,,,,,,,,,
103,FSD855,,,,,,,,,,
104,FSD860,,,,,,,,,,
105,FSQ865,,,,,,,,,,
106,FSQ760,,,,,,,,,,
107,FSD760N,,,,,,,,,,
108,FSQ653,,,,,,,,,,
109,FSD652ZW,,,,,,,,,,
110,FSD672ZW,,,,,,,,,,
111,FSD652CW,,,,,,,,,,
112,FSD010,,,,,,,,,,
113,FSD162,,,,,,,,,,
