,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,wasGeneratedBy
0,SEQN,,,,,,,,,,
1,ALQ010,,,,,,,,,,
2,ALD020,,,,,,,,,,
3,ALD030,,,,,,,,,,
4,ALD040,,,,,,,,,,
5,ALD100,,,,,,,,,,
6,ALQ110,,,,,,,,,,
7,ALQ120Q,,,,,,,,,,
8,ALQ120U,,,,,,,,,,
9,ALQ130,,,,,,,,,,
10,ALQ140Q,,,,,,,,,,
11,ALQ140U,,,,,,,,,,
12,ALQ150,,,,,,,,,,
13,ALQ101,,,,,,,,,,
14,ALQ141Q,,,,,,,,,,
15,ALQ141U,,,,,,,,,,
16,ALQ151,,,,,,,,,,
17,ALQ155,,,,,,,,,,
18,ALQ154,,,,,,,,,,
19,ALQ160,,,,,,,,,,
20,ALQ111,,,,,,,,,,
21,ALQ121,,,,,,,,,,
22,ALQ142,,,,,,,,,,
23,ALQ270,,,,,,,,,,
24,ALQ280,,,,,,,,,,
25,ALQ290,,,,,,,,,,
26,ALQ170,,,,,,,,,,
27,ALQ100,,,,,,,,,,
