,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,wasGeneratedBy
0,SEQN,,,,,,,,,,
1,CBQ502,,,,,,,,,,
2,CBQ503,,,,,,,,,,
3,CBQ505,,,,,,,,,,
4,CBQ510,,,,,,,,,,
5,CBQ515,,,,,,,,,,
6,CBQ520,,,,,,,,,,
7,CBQ525,,,,,,,,,,
8,CBQ530,,,,,,,,,,
9,CBQ535,,,,,,,,,,
10,CBQ540,,,,,,,,,,
11,CBQ545,,,,,,,,,,
12,CBQ550,,,,,,,,,,
13,CBQ555,,,,,,,,,,
14,CBQ560,,,,,,,,,,
15,CBQ565,,,,,,,,,,
16,CBQ570,,,,,,,,,,
17,CBQ575,,,,,,,,,,
18,CBQ580,,,,,,,,,,
19,CBQ585,,,,,,,,,,
20,CBQ590,,,,,,,,,,
21,CBQ595,,,,,,,,,,
22,CBQ600,,,,,,,,,,
23,CBQ605,,,,,,,,,,
24,CBQ610,,,,,,,,,,
25,DBQ890,,,,,,,,,,
26,CBQ660,,,,,,,,,,
27,CBQ665,,,,,,,,,,
28,CBQ670,,,,,,,,,,
29,CBQ675,,,,,,,,,,
30,CBQ680,,,,,,,,,,
31,DBQ750,,,,,,,,,,
32,DBQ760,,,,,,,,,,
33,DBQ770,,,,,,,,,,
34,CBQ685,,,,,,,,,,
35,CBQ695A,,,,,,,,,,
36,CBQ695B,,,,,,,,,,
37,CBQ695C,,,,,,,,,,
38,DBQ780,,,,,,,,,,
39,CBQ700,,,,,,,,,,
40,CBD707,,,,,,,,,,
41,CBD710,,,,,,,,,,
42,CBD715,,,,,,,,,,
43,CBD720,,,,,,,,,,
44,CBD725,,,,,,,,,,
45,CBD730,,,,,,,,,,
46,CBD735,,,,,,,,,,
47,CBD740,,,,,,,,,,
48,CBD745,,,,,,,,,,
49,DBD930,,,,,,,,,,
50,DBD935,,,,,,,,,,
51,DBD940,,,,,,,,,,
52,DBD945,,,,,,,,,,
53,CBD760,,,,,,,,,,
54,CBD765,,,,,,,,,,
55,CBD770,,,,,,,,,,
56,CBQ785,,,,,,,,,,
57,WTDRD1,,,,,,,,,,
58,CBQ738a,,,,,,,,,,
59,CBQ738b,,,,,,,,,,
60,CBQ738c,,,,,,,,,,
61,CBQ738d,,,,,,,,,,
62,CBQ738e,,,,,,,,,,
63,CBQ738f,,,,,,,,,,
64,CBQ738g,,,,,,,,,,
65,CBQ738h,,,,,,,,,,
66,CBQ738i,,,,,,,,,,
67,CBQ738j,,,,,,,,,,
68,CBQ738k,,,,,,,,,,
69,CBQ738cd,,,,,,,,,,
70,CBD751,,,,,,,,,,
71,CBQ698a,,,,,,,,,,
72,CBQ698b,,,,,,,,,,
73,CBQ698c,,,,,,,,,,
74,CBQ698d,,,,,,,,,,
75,CBQ698e,,,,,,,,,,
76,CBQ698f,,,,,,,,,,
77,CBQ698g,,,,,,,,,,
78,CBQ698h,,,,,,,,,,
79,CBQ698i,,,,,,,,,,
80,CBQ698cd,,,,,,,,,,
81,CBQ790,,,,,,,,,,
82,CBQ795,,,,,,,,,,
83,CBQ800,,,,,,,,,,
84,CBQ805,,,,,,,,,,
85,CBQ810,,,,,,,,,,
86,CBQ815,,,,,,,,,,
87,CBQ820,,,,,,,,,,
88,CBQ825,,,,,,,,,,
89,CBQ506,,,,,,,,,,
90,CBQ536,,,,,,,,,,
91,CBQ541,,,,,,,,,,
92,CBQ551,,,,,,,,,,
93,CBQ581,,,,,,,,,,
94,CBQ586,,,,,,,,,,
95,CBQ830,,,,,,,,,,
96,CBQ835,,,,,,,,,,
97,CBQ840,,,,,,,,,,
98,CBQ845,,,,,,,,,,
99,CBQ850,,,,,,,,,,
100,CBQ855,,,,,,,,,,
101,CBQ860,,,,,,,,,,
102,CBQ865,,,,,,,,,,
103,CBQ870,,,,,,,,,,
104,CBQ875,,,,,,,,,,
105,CBQ880,,,,,,,,,,
106,CBQ885,,,,,,,,,,
107,CBQ890,,,,,,,,,,
108,CBQ895,,,,,,,,,,
109,CBQ900,,,,,,,,,,
110,CBQ905,,,,,,,,,,
111,CBQ910,,,,,,,,,,
112,CBQ915,,,,,,,,,,
113,CBQ920,,,,,,,,,,
114,CBQ925,,,,,,,,,,
115,CBQ930,,,,,,,,,,
116,CBQ935,,,,,,,,,,
117,CBQ945,,,,,,,,,,
118,CBQ950,,,,,,,,,,
119,CBQ708,,,,,,,,,,
120,CBQ751,,,,,,,,,,
121,CBQ695a,,,,,,,,,,
122,CBQ695b,,,,,,,,,,
123,CBQ695c,,,,,,,,,,
124,CBD925,,,,,,,,,,
125,WTDRD1PP,,,,,,,,,,
