,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,wasGeneratedBy
0,SEQN,,,,,,,,,,
1,SMD460,,,,,,,,,,
2,SMD470,,,,,,,,,,
3,SMD410,,,,,,,,,,
4,SMD415,,,,,,,,,,
5,SMD415A,,,,,,,,,,
6,SMD415B,,,,,,,,,,
7,SMD415C,,,,,,,,,,
8,SMD430,,,,,,,,,,
9,SMD440,,,,,,,,,,
10,SMD450,,,,,,,,,,
11,SMD480,,,,,,,,,,
