,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,wasGeneratedBy
0,SEQN,,,,,,,,,,
1,AGQ010,,,,,,,,,,
2,AGD020,,,,,,,,,,
3,AGQ030,,,,,,,,,,
4,AGQ040,,,,,,,,,,
5,AGD050,,,,,,,,,,
6,AGQ060,,,,,,,,,,
7,AGQ070,,,,,,,,,,
8,AGQ080A,,,,,,,,,,
9,AGQ080B,,,,,,,,,,
10,AGQ080C,,,,,,,,,,
11,AGQ090,,,,,,,,,,
12,AGQ100,,,,,,,,,,
13,AGQ110A,,,,,,,,,,
14,AGQ110B,,,,,,,,,,
15,AGQ110C,,,,,,,,,,
16,AGQ110D,,,,,,,,,,
17,AGQ120,,,,,,,,,,
18,AGQ130,,,,,,,,,,
19,AGQ140,,,,,,,,,,
20,AGQ150,,,,,,,,,,
21,AGQ160,,,,,,,,,,
22,AGD170,,,,,,,,,,
23,AGQ180,,,,,,,,,,
