,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,wasGeneratedBy
0,SEQN,,,,,,,,,,
1,PADACTIV,,,,,,,,,,
2,PADLEVEL,,,,,,,,,,
3,PADTIMES,,,,,,,,,,
4,PADDURAT,,,,,,,,,,
5,PADMETS,,,,,,,,,,
6,PAAQUEX,,,,,,,,,,
7,PAQ706,,,,,,,,,,
8,PAQ710,,,,,,,,,,
9,PAQ715,,,,,,,,,,
10,PAQ711,,,,,,,,,,
11,PAD020,,,,,,,,,,
12,PAQ050Q,,,,,,,,,,
13,PAQ050U,,,,,,,,,,
14,PAD080,,,,,,,,,,
15,PAQ100,,,,,,,,,,
16,PAD120,,,,,,,,,,
17,PAD160,,,,,,,,,,
18,PAQ180,,,,,,,,,,
19,PAD200,,,,,,,,,,
20,PAD320,,,,,,,,,,
21,PAD440,,,,,,,,,,
22,PAD460,,,,,,,,,,
23,PAD480,,,,,,,,,,
24,PAQ500,,,,,,,,,,
25,PAQ520,,,,,,,,,,
26,PAQ540,,,,,,,,,,
27,PAQ560,,,,,,,,,,
28,PAD590,,,,,,,,,,
29,PAD600,,,,,,,,,,
30,PAQ605,,,,,,,,,,
31,PAQ610,,,,,,,,,,
32,PAD615,,,,,,,,,,
33,PAQ620,,,,,,,,,,
34,PAQ625,,,,,,,,,,
35,PAD630,,,,,,,,,,
36,PAQ635,,,,,,,,,,
37,PAQ640,,,,,,,,,,
38,PAD645,,,,,,,,,,
39,PAQ650,,,,,,,,,,
40,PAQ655,,,,,,,,,,
41,PAD660,,,,,,,,,,
42,PAQ665,,,,,,,,,,
43,PAQ670,,,,,,,,,,
44,PAD675,,,,,,,,,,
45,PAD680,,,,,,,,,,
46,PAQ722,,,,,,,,,,
47,PAQ724a,,,,,,,,,,
48,PAQ724b,,,,,,,,,,
49,PAQ724c,,,,,,,,,,
50,PAQ724d,,,,,,,,,,
51,PAQ724e,,,,,,,,,,
52,PAQ724f,,,,,,,,,,
53,PAQ724g,,,,,,,,,,
54,PAQ724h,,,,,,,,,,
55,PAQ724i,,,,,,,,,,
56,PAQ724j,,,,,,,,,,
57,PAQ724k,,,,,,,,,,
58,PAQ724l,,,,,,,,,,
59,PAQ724m,,,,,,,,,,
60,PAQ724n,,,,,,,,,,
61,PAQ724o,,,,,,,,,,
62,PAQ724p,,,,,,,,,,
63,PAQ724q,,,,,,,,,,
64,PAQ724r,,,,,,,,,,
65,PAQ724s,,,,,,,,,,
66,PAQ724t,,,,,,,,,,
67,PAQ724u,,,,,,,,,,
68,PAQ724v,,,,,,,,,,
69,PAQ724w,,,,,,,,,,
70,PAQ724x,,,,,,,,,,
71,PAQ724y,,,,,,,,,,
72,PAQ724z,,,,,,,,,,
73,PAQ724aa,,,,,,,,,,
74,PAQ724ab,,,,,,,,,,
75,PAQ724ac,,,,,,,,,,
76,PAQ724ad,,,,,,,,,,
77,PAQ724ae,,,,,,,,,,
78,PAQ724af,,,,,,,,,,
79,PAQ724cm,,,,,,,,,,
80,PAQ731,,,,,,,,,,
81,PAD733,,,,,,,,,,
82,PAQ677,,,,,,,,,,
83,PAQ678,,,,,,,,,,
84,PAQ740,,,,,,,,,,
85,PAQ742,,,,,,,,,,
86,PAQ744,,,,,,,,,,
87,PAQ746,,,,,,,,,,
88,PAQ748,,,,,,,,,,
89,PAQ755,,,,,,,,,,
90,PAQ759a,,,,,,,,,,
91,PAQ759b,,,,,,,,,,
92,PAQ759c,,,,,,,,,,
93,PAQ759d,,,,,,,,,,
94,PAQ759e,,,,,,,,,,
95,PAQ759f,,,,,,,,,,
96,PAQ759g,,,,,,,,,,
97,PAQ759h,,,,,,,,,,
98,PAQ759i,,,,,,,,,,
99,PAQ759j,,,,,,,,,,
100,PAQ759k,,,,,,,,,,
101,PAQ759l,,,,,,,,,,
102,PAQ759m,,,,,,,,,,
103,PAQ759n,,,,,,,,,,
104,PAQ759o,,,,,,,,,,
105,PAQ759p,,,,,,,,,,
106,PAQ759q,,,,,,,,,,
107,PAQ759r,,,,,,,,,,
108,PAQ759s,,,,,,,,,,
109,PAQ759t,,,,,,,,,,
110,PAQ759u,,,,,,,,,,
111,PAQ759v,,,,,,,,,,
112,PAQ762,,,,,,,,,,
113,PAQ764,,,,,,,,,,
114,PAQ766,,,,,,,,,,
115,PAQ679,,,,,,,,,,
116,PAQ750,,,,,,,,,,
117,PAQ770,,,,,,,,,,
118,PAQ772a,,,,,,,,,,
119,PAQ772b,,,,,,,,,,
120,PAQ772c,,,,,,,,,,
121,PAD790Q,,,,,,,,,,
122,PAD790U,,,,,,,,,,
123,PAD800,,,,,,,,,,
124,PAD810Q,,,,,,,,,,
125,PAD810U,,,,,,,,,,
126,PAD820,,,,,,,,,,
127,PAQ480,,,,,,,,,,
128,PAD570,,,,,,,,,,
129,PAQ580,,,,,,,,,,
