Titulo,Descricao,Nome_Modulo,Documento,Link
Interview,,MEC Interviewers Procedures Manual,[PDF - 23.9 MB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2003/manuals/MECInterview.pdf
Laboratory,,Laboratory Procedures Manual,[PDF - 14.7 MB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2003/manuals/lab.pdf
Examination,,Audiometry,[PDF - 4.3 MB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2003/manuals/AU.pdf
Examination,,Balance,[PDF - 369 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2003/manuals/BA.pdf
Examination,,Body Composition,[PDF - 1.8 MB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2003/manuals/BC.pdf
Examination,,Body Measurements,[PDF - 803 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2003/manuals/BM.pdf
Examination,,Cardiovascular Fitness,[PDF - 7 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2003/manuals/cv_99-04.pdf
Examination,,Dermatology,[PDF - 635 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2003/manuals/dermmanual_03_04.pdf
Examination,,Dietary Interviewer - In-Person,[PDF - 8.8 MB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2003/manuals/DIETARY_MEC.pdf
Examination,,Dietary Interviewer - Phone Follow-UpMeasuring Guides for the Dietary Recall Interview,[PDF - 11.2 MB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2003/manuals/DIETARY_PFU.pdf
Examination,,Lower Extremity Disease,[PDF - 2 MB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2003/manuals/LE.pdf
Examination,,Oral Health (Dental Examiner),[PDF - 5.4 MB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2003/manuals/DentalExaminers-2004.pdf
Examination,,Oral Health (Dental Recorder),[PDF - 597 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2003/manuals/DentalRecorders-2003.pdf
Examination,,Physician,[PDF - 9.2 MB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2003/manuals/PE.pdf
Examination,,Vision,[PDF - 1.2 MB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2003/manuals/VI.pdf
